center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,center 8,center 9,score,MILLISEC
993.306698538911,312.74118612677137,1872.925786036382,860.7519968027957,1312.227876551935,726.1005440019998,1179.465133015809,475.1305083869063,920.525013359049,1054.5770862334684,-5743.859486292666,291664
889.306179960622,169.72226573941794,1833.9015786022978,1051.4747841484548,719.3253783928383,1001.7891674352127,1170.9487606210614,802.917804012341,921.1739393713999,218.1857007230309,-2166.5808178396815,291697
864.9585311614808,163.06133815224257,1081.8779889220687,1481.4793282391759,615.0674759731651,996.7353733109494,110.18620603324177,274.88543067976525,1033.3210475041442,823.1761658357219,-2012.5242601668454,291730
340.72422866594036,975.9230048898723,740.3649198059288,1125.327063568632,236.12073183013808,1044.6569065165693,897.7723161514555,1210.9822459474788,150.43270920913437,819.7493519363098,-3632.777242116348,291764
837.9392464752505,79.73706791699828,1109.8848968567768,513.9075792396917,981.8686266502256,283.2101693089427,733.9179754985323,1191.851500817111,943.3495854297299,1016.7271461484555,-2947.08969049633,291797
1055.1020556722317,253.57641846196975,697.8946911963151,881.9425100065465,1161.6529621754407,411.819135058098,109.1329464460664,979.6403501169327,1212.0020627045153,1121.9614729465181,-1944.79269606788,291830
1374.0935193792307,429.2330369391434,1085.007052620165,86.22644605919925,992.6030472496857,1252.9449395379638,289.5099307450437,889.6184575423331,559.4658166501328,1487.5805860523994,-8498.345720534597,291864
992.1563846518023,108.08792717042911,1367.860372991337,777.8398895342825,1189.4292749045653,328.3626044481923,1529.5103791736753,1055.5582216041742,1284.2295032036473,1120.9791737318774,-3806.1187008131533,291897
964.3148952700287,2047.6010353582067,113.25193155085697,1200.7718351127328,537.6960107718859,1063.137704757119,1136.0482422028415,862.1382207025415,1301.0764773832475,1007.6966050512062,-2190.770111975551,291930
1011.2854285774437,2221.304346549567,572.5364617209982,1168.140307576566,182.58148865643523,868.7888120826602,1042.670316083022,697.1262439472495,963.0911427143108,1195.2208967297925,-1507.770720525653,291964
1166.1266996004647,357.65395200729074,963.8437240916173,1433.4046881463728,1047.8596051713973,1328.3900753991757,826.1101621454611,1117.1417096589594,1004.0061199212954,910.6072425591781,-2075.4866555358085,291997
1233.296801260751,878.5132996759336,649.1232548599688,1648.7370924437892,1044.0055936336498,979.8332055791097,475.5733381929648,1120.2705030482593,1204.3012335073151,915.5948885833734,-1024.7664020477628,292030
459.6466033813369,1032.7231568634868,1420.5087116945112,784.128815947992,1122.266781540138,935.7694532438329,547.3456057743886,642.4375456026835,839.2196768319329,1006.7271714458803,-2173.290694657689,292064
1077.7255834365697,375.1021783900354,649.8115597493145,1518.8880801428393,982.2429784102633,748.4236768034533,290.6578744847626,1018.0606973004271,573.7970024320448,926.007559364393,-3136.184801985639,292097
1087.2562846950614,551.1968795267259,1821.170228177476,749.5118978206793,274.35119693303864,911.4631095112956,985.3887369604101,504.14271715074983,818.2792921735219,1034.7464169795205,-2637.316788991918,292130
785.6650421426496,1796.2235384272192,211.0316785415706,1071.2260856825255,469.7286450707472,916.153155442167,691.3530212561452,1011.5758692289371,852.6279492474528,1108.0300255771979,-3762.067572059672,292164
795.0047115250538,239.83364072877532,1056.3467794700891,1255.456857815235,571.6834788587125,987.4895818228724,138.48826665100546,1119.3926924899947,749.0934521139535,834.4019557184289,-1891.7854359094144,292197
522.7935946277764,1015.6743441299705,129.05812643921342,1387.3146723076204,881.4188261817094,310.98231460968964,661.5079491376258,1071.2000072128635,380.47601764105974,807.2502709816827,-3818.0514145888847,292230
979.4199900324135,611.5496709180702,1566.571734712458,370.757333036044,1025.5925629567084,758.0201293432467,215.45069041430338,1061.245438768379,928.8928438544782,666.1148549612146,-1843.2769229388693,292264
1027.4797003061608,286.12235145126283,695.2745067034907,1448.3538932180904,1125.278187827348,924.8239428084369,775.9919030853882,1066.4815463767168,1175.804830743606,986.7885137563718,-1674.8334472824806,292297
1036.6795611597695,2031.0049236769466,716.9218925378134,1187.125281680413,465.12148950569895,940.6214731994635,1338.2977994452506,1118.9520860446878,882.1711852016025,764.8137028061147,-2676.1346455055773,292330
1142.9749785635154,2193.3547364710525,553.1223800599444,3035.108235302326,1023.2469280555232,1388.0857322226175,744.8764998306766,955.9624974223921,1208.7587420613297,1061.560661779384,-2616.101180008353,292364
718.4490239397643,3596.2687608130736,1249.9807694822484,2507.526669848199,1004.4931373304391,410.62391552368206,1409.6866846757985,837.5072024754952,1095.6596783025807,950.7435695033801,-5458.586005893576,292397
1422.8716677698726,3560.495751998589,1040.197914693297,2356.839409039148,287.0296151967598,813.1771024813721,1164.2410497781304,554.9252201873691,898.5774430600798,1260.1692284172732,-6686.565427975815,292430
3094.641982523988,974.5472183014924,597.2712099299359,1508.776448972061,3678.776155190745,187.42465152695354,1221.5483931061626,1092.323037401244,855.2105004032633,1032.241442364069,-8010.168690747991,292464
1234.8281364290606,3973.1011816967366,459.5367232333016,1070.3383146849835,3503.1273171267985,1507.7048782835452,187.42731924668828,916.9449867559517,574.2098919384792,995.0851475741486,-8899.675540466515,292497
4218.711414638361,1054.2473818717062,2393.7286813672094,645.3241907545996,1341.01670628406,123.74974747448982,1690.9692486854988,788.2618762906382,997.4418547144166,1175.3529111698856,-6468.402650777322,292530
839.4972373108712,4368.100960371681,2291.6729696883017,1053.0571221834548,72.42927584892732,664.922788262851,1364.488548870968,969.6518830412244,1178.9713243224128,590.8950837500681,-9259.468613887218,292564
1401.8423591830858,4583.981893506998,978.0314551475984,2625.5448958263883,531.6464990950284,199.017587162542,690.4002065393993,1195.021757124112,1063.5759252598657,875.0813576139351,-10037.962360128506,292597
817.9492649302889,4675.081389665853,2737.988312612017,961.8425366441222,96.60227740586652,1420.825464298835,661.175391971813,1060.9619905449545,1151.4990230130463,739.9954379743965,-5066.147128669485,292630
4590.1828939596735,905.3200359217774,2576.1199506234175,562.3106875336587,1063.8374359450738,1312.819865785097,301.1328610430951,680.7598695575408,994.1030916776433,463.2213293880152,-9558.633482075411,292664
243.1542720167589,4169.906833491607,1026.3587503729516,2392.34132180172,591.7609314579664,861.3442981758224,1208.9793679100408,952.3341263429733,341.71961813858104,797.6001504513399,-5221.037034497259,292697
2276.1003932164326,823.754210914882,3634.4306294108846,1047.818419764917,230.67076104266016,451.92352328788513,1262.503707917301,611.1538267899498,995.9393720973964,957.3655532058992,-1802.6835104427992,292730
2141.39347155071,1020.6557624290192,296.58388358102,3137.616133308853,646.7707211961427,1425.6468707221995,116.6747616239262,1122.8370750469508,969.9177312325993,897.2769917923896,-4234.551651322145,292764
1218.4172610045537,2580.891318905157,369.4279361391068,1015.3668964492242,60.97540487770448,957.7606755225695,1337.8733123879854,1100.8630389425366,879.2195402742138,2501.187517960219,-3995.885180946264,292797
2050.08048622487,1023.9570994208905,41.50903516103449,2822.790109094192,1365.4806514111244,446.9731535562287,1161.2818190224352,2305.94319097414,973.8324335385997,1114.689642905145,-3513.252441880861,292830
1203.4335511722095,1995.4961788988724,59.40538696111662,1023.4105200442568,2577.9088424535107,1601.913231108352,243.26528728941162,954.4445023456034,1314.3641048050574,1073.5392543467303,-4632.999517454257,292864
78.33900688673543,1471.9758829546088,1035.3774357064788,2375.65780364092,924.3723898731752,523.6687884531596,1199.145735134541,2162.019657634962,2559.5298396385224,214.121460858084,-14049.216495677387,292897
874.6142006622119,2132.0236865475954,143.33422204693454,1338.8492503462585,1019.4569714579205,1655.5086831545161,434.88619200889786,2364.5010044404717,1216.5874403428634,940.0797303410484,-6584.374359499765,292930
1027.0106772279687,2612.4901913691465,269.31208662070844,1604.7048133763624,1247.0506667308791,500.7384546846787,958.7250596848435,134.7516233668448,1675.9483882267973,1096.9509035101594,-6332.914030804152,292964
296.89022489987383,984.397811106651,2198.9881764120514,123.40988615179901,1210.3689520142195,894.0037744565044,1056.6265515371156,1256.6347918150284,920.7461289136713,1028.3182715107241,-1678.978949591602,292997
1344.261270744666,506.3802918755824,961.5213301826313,30.0,316.5343583246532,1131.7318587015213,833.8429108651102,1035.3434833231217,890.0615156697057,990.5323357149978,-1910.9938854043655,293030
982.6229755955364,195.4149431338351,610.5251837557563,750.728979059687,19.104973174542806,343.0029154395047,1105.2352690717032,817.4160507354868,1003.2671009276065,1024.4622707576948,-499.42444781013944,293064
1013.9397753190382,190.94763680129688,751.1983759300867,529.4270487989824,1161.382365975995,70.62749828644701,904.8020135887077,988.3522222405404,478.7776101698992,1055.350178850603,-1129.3615000327695,293097
996.4239206154348,259.97692205270835,112.25862995778994,727.5335043831315,387.56418823209145,1043.5136028194938,9.486832980505142,171.30966114028706,960.7141212808235,1068.9482248044442,-881.1950077357088,293130
982.8414858057164,201.47456415140846,1103.4681690017162,21.0,1024.6082332178485,128.70508925446575,264.14768596374256,1053.64572059574,1135.073484500634,224.1450423275072,-651.9306510242826,293164
853.2912750052001,152.94198540274363,1027.6153545354207,1289.980232406683,42.05948168962618,954.9225099451787,1001.9081022886742,106.88779163215975,254.91567233106719,1062.775557555868,-791.0126413454993,293197
990.5733200368479,198.09505636888878,735.4427238065517,44.11349000022551,332.49661652413846,1080.1453605881015,110.98648566379597,1031.6239279764152,1001.47093807568,983.2635216206564,-112.28550133840892,293230
982.4837891915279,145.0,19.723082923316042,358.49128301815097,1029.4641068313442,238.50786150565352,915.5593918474104,1105.2022439354707,1005.306675091656,165.98192672697837,-363.37205286335325,293264
145.1171940191789,1056.40771726814,1336.8601273132504,922.215267711395,1208.4308006667159,994.6854839928027,229.3475891594336,28.425340807103794,970.5298806782373,1029.336308867307,-596.9236530011801,293297
1050.102596691065,148.67595849382178,992.0562899634765,53.188344587888764,1136.2650369777616,941.1726727864552,1008.2705759417129,180.98618731825923,77.87810988975014,971.7062313271434,-779.6488427457994,293330
980.291246314613,124.53499651187065,1057.112309351733,32.81767816284389,185.765981815832,1011.2290326154947,76.08547824650907,958.3991861432271,994.2862309166193,1023.3518456523152,-259.4755521483012,293364
1008.2450737040758,164.49066255639264,1324.1287701730523,44.29446918070016,241.11615458114784,1085.2529659024203,944.522326423593,1048.1282570239807,982.2952274386466,79.4040301244213,-1171.6800077963462,293397
64.41273166075166,1016.2445571809967,154.60667792411368,1188.7459779111769,983.5880510479093,1051.4893024247262,177.94153054323533,993.6621051875462,967.8087577176915,1026.693988036441,-213.23224399347262,293430
1035.3791576036288,89.49086759526301,731.5551927230098,974.6164682924722,174.1177762320665,1007.7168723054908,63.06627450075848,945.8394405439403,1049.70519616103,987.2387520404427,-254.84257666636512,293464
1001.5705673929701,103.66433326367735,746.8105516126564,1131.5396590486787,966.0903787645448,169.77632343763366,1031.15037741143,55.443665102516434,951.8873120571477,984.2763735398169,-469.7839493635665,293497
64.5600495662759,1007.3473824034403,705.025531452585,936.775853659775,1034.7628913631902,114.9173616125953,972.7318452774501,85.24261436112158,44.55333881989088,909.5828714306355,-432.20656352741287,293530
981.9571782996699,44.969761384661524,700.224249794307,1039.1851503413502,119.00420160649787,1014.6618198535716,935.4159502595624,998.9514215393752,968.9288633209333,65.75253755736958,-196.27240607109047,293564
993.5135661474603,98.32434978215304,805.1142776028754,196.40264763999494,1045.8405846778915,736.2479202007976,143.73586887064755,1012.7378261009355,54.13871073455664,979.0396789436737,-365.67514114393856,293597
995.8034976431808,158.7135784991316,717.1540978060434,82.4072823414001,1049.1836450032583,220.5198403772323,1020.69878024812,136.24610086163932,1035.7002462102632,985.2023008194898,-157.90216075214926,293630
976.0462101856131,144.9728360121985,1387.1103056354243,656.1973788426772,1005.8845476966466,1064.8859589058388,62.27358990776111,219.83175384825552,113.95613191048562,1023.901747444022,-301.1592843267158,293664
185.98387026836497,1024.9362594017086,1365.5339614963812,753.7831253085997,120.61797671955912,920.0119564440454,66.90580910237611,1052.999561217207,995.8982173911887,963.8962599782199,-601.7047570416587,293697
69.85509717553612,977.1440757063515,1185.1404980001316,792.6884633952989,1034.494897545857,147.74640435557137,1006.3093106912776,929.6983381721192,91.13725912051564,961.3160741415761,-328.75026077456135,293730
995.1470936768467,73.26733694112693,1069.5296609671495,1034.6966537554479,950.2641737958977,21.587033144922884,966.2220241745682,1017.7534082477936,986.2967169923713,1004.6538475882697,-75.99961301995927,293764
59.6908703236935,1019.321953458046,1245.1991808542118,986.7553615724412,900.7213775635615,103.33102351814534,996.8025580007275,1046.3015817631167,72.3704616645889,979.0515714578905,-71.71041110574096,293797
955.7117766356131,125.01404774181378,1113.368232325196,1330.830567728289,1026.0992781547948,206.32498636859282,987.0815707448628,80.50646647168435,1078.6593530860425,928.2865936767589,-915.3749266480894,293830
41.20808871994461,1043.143512041006,1345.8488028006711,178.66728855613155,974.9067781731724,1155.4987223051523,233.85465571589543,1026.525193230143,136.35981812836212,999.7475396667411,-831.4501622831535,293864
25.632011235952632,1120.8108671850036,2143.627066446027,1007.884060179926,206.7752402972851,101.07813083367455,1053.0480922001088,921.2567503144821,276.4597619907822,982.1238799202033,-1426.6658720084247,293897
878.5875027565553,257.87787807409927,1015.6889808908916,1344.945352049666,75.24867911349861,1175.1888723292527,336.7387711565153,1068.7635560542992,184.70787747142788,971.0699144468452,-4485.3462370272655,293930
1087.1852258100546,352.892334855831,84.17592678544122,1040.288244152219,1315.982142735987,545.3448450292714,1220.3034800064795,893.5782002712466,419.25052176473196,997.4250314032818,-2541.4620258509044,293964
1009.3441412566507,55.466643688546355,450.4408951238775,1262.0127758382218,692.7493619979018,1180.0911575799855,367.59488570979875,1082.6656917072785,979.693995193428,939.409921173925,-2575.411054780987,293997
1185.1319839777693,118.67705479734798,1007.5871670418492,726.0068870196756,1433.0090718484653,321.75145687315853,941.7352325838534,1062.7796820542615,1328.2721859618985,806.1600337401998,-6854.427576863191,294030
985.790223080756,2421.290977970223,247.6291728555584,1378.1589168161993,1075.7878789439826,788.7040002434373,942.910221050782,159.7654530867046,1174.710602659225,1012.1182929626481,-1542.6376823365442,294064
1049.1332348652404,2525.586070598268,155.80613398930825,1605.0735185654269,914.5156712729097,1450.9066131216027,368.01358670570846,746.5259540029402,1186.4843024667457,963.4330866254933,-3956.242198681971,294097
944.1484572212822,1828.0519686267128,115.73237796576927,1102.1078925520012,2847.2783495822814,565.5173419433828,1313.9904870279693,1649.5653973092428,990.8548722011859,879.5244602629206,-4374.5157814308195,294130
93.52539762011168,984.6863227104446,1744.2505553962137,581.0481611261469,782.9980842888442,1047.3748195436779,357.717765843409,231.8339923307193,898.3923698887455,1122.503740032985,-7196.4041831227405,294164
1026.95056466375,357.59474269066095,1908.1711139203423,630.0407482272453,146.9477911737531,911.9561151104772,735.0789073290023,44.83302354291982,994.5939646340216,1105.2773407611323,-4398.008961946443,294197
1027.6219001653883,135.22459238440683,1919.9388011079936,919.33975350473,1186.687742193461,2066.5754280935403,268.2051453645138,1284.5614037483767,992.3972751211074,1061.1207688172765,-2596.7826602261357,294230
907.4831559083237,3183.425356436051,162.12417560698805,1336.7097665536824,1487.8121521213625,1017.5757357967093,628.2061763465877,1636.7318045422103,1149.1723108394146,816.4888241733624,-12857.495796672207,294264
2908.175544907838,962.921779148516,80.0709381885199,1887.220442873593,1389.3530868717282,1203.2742829463282,829.0978808486691,1012.4536936185293,146.11296999240005,1167.437364486849,-1477.9145729207007,294297
952.3018391533142,67.18630812896333,1865.7891091974998,385.9391143690932,1101.7364068225256,223.33830840229803,1017.2031166451998,836.3468180127189,146.91250343738818,1204.4874428569192,-4432.165080928398,294330
105.08055367391455,975.3513378146649,559.8749860459923,1127.2377743848012,481.4021188154452,1024.9973006456387,901.8148368706294,57.15767664977295,957.2196625655118,1148.5425547188054,-430.66697135039954,294364
996.6634071563913,102.30347012687298,245.7925954946569,1070.634989447491,913.3898401011476,79.15217893845568,1028.9242720768739,983.8168267450101,970.0530913305724,1015.4156784292825,-269.1937862271308,294397
1011.442605992183,101.00192860906304,213.7147631774651,1138.8564439822958,1073.8570668389718,979.9638597331692,54.65616959002591,946.1320111844344,998.3249451891463,967.2988162920494,-241.19714811395326,294430
1133.7976009852905,210.03333068825054,1009.2327825572587,78.03999461007618,360.8919505890925,924.060893295321,1085.6988532737796,38.74274125562101,1036.663746557545,978.1633123844249,-1158.8709682184135,294464
1031.8161365438095,110.72755257646179,943.4585311501507,195.8800653461194,10.954451150103296,986.1251279345695,1061.4810912306075,904.1332866342219,1006.0575429161308,87.32124598286487,-395.91608603228843,294497
1041.886409632824,74.67817089137725,926.4237691251234,221.20804686990937,1008.2729231068128,1184.3842281962386,813.1383646096155,960.617980474141,34.756294393965504,182.9699428868031,-960.3612686181568,294530
287.5569508810386,990.2259039600667,62.246219536885064,1292.0669487298248,785.5908604356341,1073.855670004121,17.262676501632086,906.7403156361804,367.4343478772773,1020.7875703669282,-1279.034056016853,294564
41.75187462595227,975.3823427309109,453.608862347287,245.67051105087887,799.9087447953048,1020.4411513116344,126.85030547854421,869.014384230779,1060.601560317094,999.1911665509097,-671.3155202015215,294597
952.3224243920753,80.26108240628264,1001.3239428134353,242.0929573531622,1059.0286495315113,858.3856941957968,37.907782842049755,1023.9527373855403,912.31189842071,120.14158314255724,-726.7513061010231,294630
969.5782588321584,63.98065183041308,728.8333142770026,1027.2649551365294,1107.6940010670817,1000.7823051769011,122.20474622534107,23.515952032609675,1065.1187727197375,93.22016949137128,-431.02133455156866,294664
964.8378102043887,98.41888277375847,1611.3357812696893,1025.7394150339135,792.0959537833785,149.72641717479246,1078.2031348498297,995.4231939282442,49.678969393496914,123.43014218577241,-622.3390967912991,294697
1043.7396387701556,135.8602222874672,812.4173804147717,1001.1402907288449,182.72657168567468,1114.0314178693525,79.5110055275369,1013.6184910080474,162.41305366256734,106.15554625171501,-210.7343082821288,294730
156.1985915429458,1003.4190052431554,58.83026432033091,979.6795218112311,1032.7916532016252,92.53644449790181,185.70406565285532,948.2167473737215,1021.577701401122,1011.2989499997273,-102.85514109907623,294764
1018.9369406531564,129.23732607450324,1480.390151277696,231.38063877515765,865.6384926746268,73.40299721401027,998.1652656488293,277.2616093151016,959.783829828363,1043.3017089770233,-605.093284796733,294797
1380.460068238122,91.55326318597281,998.8566940746605,225.40851802893337,913.6044001645351,15.264337522473738,1016.3868899594984,186.54222042208028,978.9710344085979,68.38859554048463,-378.395302109494,294830
181.87371494500644,1001.8734345887024,43.32713583492534,921.0304012354858,1038.9793068199192,980.5517772218443,82.60750571225356,1015.5239406282408,992.9042243289257,1024.1630729527403,-69.61118607009524,294864
981.3307387195217,70.0142842568572,1120.3664579056265,145.93296095416713,1006.5749753589927,1065.8822636670525,35.49643340615512,944.6422603292741,959.5191504081615,990.1467838702758,-165.04503808496008,294897
46.56649940455975,991.5009081590315,837.3786479245814,1044.361048680005,1018.3196192384953,72.13019165546018,962.5850611764137,1070.4489712265597,999.8167481503148,982.4365861810527,-130.36666697633075,294930
32.5171622740487,978.0254364755372,882.0964196446203,1034.4940792484024,97.22653958667865,1073.3135608944854,1015.3143945119207,990.7738056958283,53.08487455240504,961.0005202912223,-197.20118945798646,294964
45.31299963095887,994.1106812163118,906.8494913710874,100.66777041337514,1021.3708780241149,975.5239233557006,25.768197453450284,1003.993436341228,982.1438938547032,54.08326913195981,-56.216669014067456,294997
1010.6496379740875,72.53275122315438,1069.73127466668,18.38477631085027,986.1791047676907,96.8074496583431,996.1813329373502,1025.1955910946945,974.0436335195667,1002.872935428061,-75.8346056360301,295030
1015.1741068593883,59.94581916660866,987.7741013096054,82.43178998420456,998.943374723094,1009.2532363885059,51.58488150611572,977.4794115478852,74.16872656315468,1022.0885480231152,-39.097983357671055,295064
1004.0537061313046,37.79699210251408,1080.7414121796203,942.3576815625795,1038.134552193271,92.72000862812729,980.761596585214,962.1616288337423,56.437084815940466,1026.4745916026943,-235.08211926493706,295097
106.75849739352122,1006.9757408776632,1067.0527316504413,60.46486583132389,986.7947880199284,1038.1457938759509,957.1154580300122,995.6970117585918,83.87490685538796,43.50861983561413,-198.6681580348952,295130
932.603881613196,81.52393759969527,1032.4958131597987,990.1892574586877,1070.0454667891868,114.97266503921321,996.6781668393949,1013.9215909435148,973.6575373302463,68.99275324264136,-146.4650039318386,295164
111.14405067298924,1019.2005626987213,57.64546816532936,1047.9038663227414,994.3161304072572,21.377558326431995,145.5541136484984,1010.0156471801768,97.78036612735707,1062.6217577294378,-142.57350784713515,295197
1025.510852812548,83.67795408588813,987.5493873025999,1105.102710158653,35.73513677041126,117.22627691776279,1001.589192368285,65.94664152051871,1044.3369709419019,971.6511719747988,-213.38197490347616,295230
1054.319530387801,45.006019264234396,984.7173957050568,1018.3426923431463,111.44056711987787,4.690415759823395,1002.4003501578543,1037.5756892174202,17.916472867168864,966.7729826593211,-209.09011851632565,295264
