centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,centers 6,centers 7,centers 8,centers 9,score,MILLISEC
1036.3620411192535,1209.6504073579613,1471.8434019962858,1143.4535408139677,1081.796156519347,1001.2017615186213,1117.8210948090039,1180.6294931095022,1053.7213602429713,1163.2235382762851,-522.94892498562,278831
1061.0631973363738,1455.3298595163915,989.3780220506039,1231.514920737869,1143.1084812912552,871.9707563903735,1009.918896390278,1094.4743030331958,1038.9799318398295,1126.990530716886,-286.53859597626376,278864
1002.9112167652409,1182.5870593233253,1412.7749289961228,1097.9275932410114,1064.330193569865,980.2046600887694,1037.4678713363423,1085.2101936112817,1113.8071021600879,1022.1425361183763,-246.6447892916195,278897
1213.0437045947401,1020.1523305190502,1466.8732051544196,1144.9759822808512,959.0549720002784,1078.2063809864974,996.3671040394391,1039.746048010059,1160.53826119754,1128.553498953417,-475.87469114327615,278931
1109.885628783603,1675.0262684507368,1008.1656609851418,1233.6567593946056,922.603291865241,1040.7644384291418,1071.1311188413665,955.7717781628775,1203.5306394105635,983.6310283841192,-727.9181485404077,278964
1302.639243996587,1033.3170782796344,1867.5079651771234,1150.5585006202289,951.4219228722543,1100.5233845042535,895.0100558094306,1252.1876856126642,988.7529765405961,1069.4224083281047,-884.6677530990225,278997
1176.5563278637094,999.1178187547637,1781.6781415283738,855.8340960723638,1098.387489973916,1241.9138456430865,922.2738205110237,1053.401789834766,1150.3627053893538,958.6386559777102,-1494.1761858117109,279031
958.64816712295,1393.4819522808393,1038.34943559824,772.4053340054041,1099.8404429734342,1011.3015703558522,931.8702579059151,1082.8116179650087,973.5899093960834,1067.4333702859396,-441.900247529345,279064
1001.6018478691309,679.6145966649038,927.0107874237494,1076.9614663487268,1160.9552101610122,956.758656235749,899.1042707245041,1045.5333567132136,1026.6643394701086,702.9551906060585,-543.4875114001013,279097
1038.1848650859,529.7489971675265,833.9598311669454,934.8064928098571,1164.839473919046,735.8681947196794,449.16366727508137,1007.3429529437685,794.2650691047668,975.5327144692898,-898.5079991197806,279131
963.3407046582472,464.0431014464066,756.1706156681837,226.02875923209422,1031.1439067208175,1118.2526548146443,629.2916652872498,926.5832572815318,997.9137600889802,786.9110496110726,-769.9688317216182,279164
665.7965154609927,995.5877069506673,201.86133854703326,471.3353371008798,1029.2095432605915,770.5809496736862,552.2372678477975,1093.3553859564602,964.5423394951926,940.4001348053292,-628.5680298444447,279197
996.7949330587683,534.9654194431637,738.7144238472672,1047.4893639136146,454.1981946243292,948.3421438063351,591.4431502688994,1020.8507224718064,690.1144832562203,980.7626709747353,-385.4098559498667,279231
943.9708681945646,626.709661645646,1023.3422500677508,704.230076040494,981.8391816603526,582.3075468827412,964.8556654090727,1035.9345148493885,684.1951476004489,994.5223431507401,-138.52248525749576,279264
1005.8848541118806,665.9275333531406,1129.2054728879064,556.9973069952852,1074.0777439273193,968.1836924526956,592.7604912610151,704.6311091628016,1039.23510687626,986.4588421265921,-421.0759823186793,279297
947.7490613849156,654.5273103545795,1055.4260438346364,983.9265458598059,792.5869037525159,560.8074535881277,727.5018900319092,1003.50347804654,606.5467830266681,967.7810218040415,-561.369709949536,279331
927.0701160106499,653.3513602955151,1045.5038680026782,744.2426279870291,973.7223364578542,562.6304293228371,1106.015370598438,1010.4112930214349,620.2023863224005,944.0166643252694,-361.95749483815325,279364
947.0865852708505,608.7393499871741,1048.062404235543,721.2365578490007,994.6592866987346,883.6022860993514,567.3843494492953,969.9685388311515,1021.8485435745625,1083.2709725641134,-662.6160746191457,279397
694.7157692178866,1017.7357064010966,567.7265921935291,780.8015112690292,956.0838456007493,1096.0428823727655,1037.9953366287032,993.1656458013437,533.3272916324458,974.7132360484215,-450.40027312782365,279431
677.8340504872856,1006.0345357358822,507.0595965306055,1041.532825384453,575.3103510280342,963.1415624167878,1093.984003539357,650.8886233450389,945.6357649750774,979.9412304600626,-362.18121387778825,279464
1134.6839078385242,471.8657444569087,954.1771921017405,632.4705526741936,1077.9559983334586,728.4888468604032,1031.659987428338,860.0127906025584,562.5486645615648,982.4714360487582,-1737.0813259050665,279497
1187.1921172301395,685.2761330927261,969.0304499314684,469.34635398605155,842.3283207870907,1143.037270403002,391.57502473983186,1016.6906902635963,528.8194398847304,916.8604037692979,-2149.1615731418838,279531
669.1463243545388,1259.2510693681313,961.2519941550066,383.03775947142935,543.084707941588,1197.3392896940027,1015.5222654996013,1350.902661186216,742.6735487413026,887.9853602396832,-4565.695032127152,279564
1032.6410634170788,326.14873907467427,693.9010909979961,1233.8389878535543,555.3593431283929,864.2042582630567,956.6772281110182,1128.313719618506,1331.3114523012287,409.2163242100687,-2577.143345805216,279597
982.5745304446438,1890.042592112675,327.7590578458512,1277.5000423401839,627.4402655580909,1117.1667744823014,793.454578172803,493.23929283867886,1047.1114830989668,906.7441756085341,-7136.110751062592,279631
1165.7233016238781,610.9995445750391,1028.701469983843,433.60119926033417,785.4476430673149,1303.8358792424758,911.6655088353403,1217.3691940878393,571.8837294415711,962.2626195581487,-2404.52502925938,279664
1064.6071197249653,284.74234549520645,702.0185182742689,1228.5814614828291,942.6224948233321,488.3912366126157,1270.1863785310857,1003.1516662571818,1119.3677082560725,1166.6987614633008,-3190.0541348359307,279697
981.6788879791668,267.09465980585924,1218.5965890620337,729.4219373613844,1562.0560169212883,1065.7048385181015,903.4037860754515,1095.8847108599236,1020.4361812479995,1044.2205952398115,-430.0810381371593,279731
1118.921217625367,359.11836488823576,946.7238578905046,1403.793075919667,986.3094723081167,209.02631413293398,1027.6725656974415,871.9783929527307,420.58768408026407,1071.1587183979786,-1344.5654939522888,279764
953.7476479609333,166.81127060243864,742.9043080816502,1182.8069226368134,994.9755107246816,575.326863617544,302.61691955341826,1039.3471994316892,1139.9798243828704,920.4031725282133,-785.4790440868312,279797
726.102609828666,1010.6794202540915,1198.0534211795398,894.8548384110443,549.2913616651913,1108.6178823493997,1055.081937277222,943.6034455079262,1161.341896256223,683.4683606429782,-1423.5651535720685,279831
1064.4902114078973,1952.9045035536171,1320.2461055221788,1700.4716992646481,1146.490223840169,996.2661261047601,1098.15700954963,1040.4854285415884,1188.0917472990038,1118.6696144120724,-557.1558136902564,279864
1029.9303148996169,1859.2971790437375,1569.5072475143274,1151.8098801451565,2082.178186419212,1262.2733459912715,977.7110316073388,1059.769132220235,1912.033995513678,1106.9472717071692,-1597.8032796391085,279897
1043.1303776270368,1659.819869744907,1339.9048473679018,1847.4710839892145,997.9759938454747,907.1460742350154,1098.5393316760785,1581.961440743737,1058.6484630647037,1016.5426955883914,-422.29252717822914,279931
1059.453293329647,1450.804599137029,1864.4017807328978,938.3053873872834,1571.3669208685792,1005.0880706995982,1359.2402289514537,1038.6805181656391,1086.9779206589249,971.1364476735491,-425.8826769829166,279964
1004.7598301110525,1976.2201294390259,1381.1661739269464,1718.6602340195109,1244.7578077682422,1463.8609906681713,1033.714158761875,931.4531657576778,1079.0829439853082,973.7705068444002,-765.0144178360779,279997
1541.4908368199922,1017.3834525347336,1820.7992750437925,2090.1777436380858,1308.0019113135882,1071.5868046335909,1389.3433700853077,984.8538509264008,1108.9192937270052,958.6141507841189,-644.1847314522453,280031
1538.1349095576759,1061.2986012911485,1923.6106674688617,2144.0536373887667,984.4935401212924,1469.7329923671853,950.4659340873551,1112.7515445956478,1006.0977575341226,1032.2161522379704,-583.7545733907136,280064
1368.256189461608,1020.4090570772419,2000.6214034644336,1578.4932689118443,1071.6426908402866,1857.106620525596,985.9916508022034,1521.8120777546746,1041.3129277992414,1123.0422966211024,-821.8446945644375,280097
1132.6455756325543,1662.6214241371968,1019.7899268921432,1412.799348810722,1221.2636897902107,1046.9205351379762,1724.3781487829172,1467.4532360521748,1088.8590358719534,991.6690143658063,-691.9272059912438,280131
1053.0890427349045,1396.291158748776,1008.0518630971006,1256.4234954823155,1169.3062045503736,1107.5657993997468,986.1327837758466,1437.5232172038127,1034.4111533090181,1072.0830191734221,-281.6288213467293,280164
1018.1174360977707,851.7241337428452,1096.168311445493,1221.331650289961,971.8855477360313,1010.9142457905757,872.1204045313926,1121.6354131356588,995.4132277550434,1029.1739723565356,-108.68048927819986,280197
1018.5550470003174,683.6877942452974,957.6765054517243,892.9822060500358,624.1265897235912,1061.3602624451405,983.821545476208,719.5978043323923,1002.4313809557532,1039.2333674636961,-435.8226646259518,280231
957.571892006006,565.3945708595402,1033.5418235765978,690.8067747206884,478.534220301955,999.6410962661521,1070.6201692653196,657.1286023298636,932.6837620544276,980.0796017263115,-1002.2910933628345,280264
1103.0437346075507,458.20978475256175,1005.739919795144,1183.5387963574249,399.42830130892935,953.0560700680511,501.2045490615583,1158.7460252575443,978.7019965274777,1073.7881541533227,-632.0516504093902,280297
987.5075923228912,275.77527082753454,1138.1254148429862,1043.1625357585824,355.06894024167127,1236.7493683038613,949.4364483580791,237.10016394489776,1177.5419313128514,1086.9740043479642,-1055.362052142727,280331
1088.307330525598,506.5836554805139,154.6512204930824,1019.8235422690584,363.99725273688534,1187.628729864683,986.2163489245472,1141.1139294566515,548.3183381941552,116.0430954430293,-726.1077260726624,280364
1116.0419836924036,523.4835240960311,849.8011532117381,396.7379487772754,1076.9963265630513,951.0862211177281,283.9542216625771,765.4364767895504,1207.3909888681462,1007.7349933862083,-2082.099846248529,280397
1077.0088410447984,611.4704598505043,1134.6925298380224,1029.2918125829694,706.1628707316747,978.3768659964317,1166.0326024506994,1112.4309963847286,1054.1460999311244,1042.1981238674061,-204.47983266804178,280431
1115.2906298392957,907.2011904754094,1032.0831671915018,1253.4117440011482,749.1635335492512,1080.99351852702,1001.6708735688294,1173.174326347112,1220.5400444065733,1053.0290386493907,-748.3473832682059,280464
1025.837610011118,1200.0424082230898,1131.7685275708986,1297.0963726724394,1225.644119880415,983.860771958443,1050.7058136634853,1092.3396907555818,1251.719661836451,1151.8853578360727,-392.36777158344717,280497
1063.1031698389706,1664.0594941287407,1323.3264903265558,1221.709442385288,1469.0384610349724,928.3587668568655,1021.182888433484,1117.217833646184,1399.6413826405676,1261.5078330149083,-2615.468868068542,280531
1361.7481411773617,1102.8580942554302,1685.6554873250748,990.9238617649276,1232.7501774487805,1054.6308957579283,1617.4916347215812,1146.3273047378577,1021.3675791898975,957.5052810210459,-362.04787464000674,280564
1075.099109595592,1670.7836484715788,2183.140398600145,924.2784141097088,1854.6118831890813,1160.6354546107445,1227.179633160615,984.701494723236,1619.7064548861933,1018.9453299945849,-1469.5369548072892,280597
971.5851381051941,1953.8894579058197,1202.4024419747814,2389.93117055701,1495.4654793742316,1071.0616872534956,2109.0042674210026,1020.4352876682555,920.4602655201389,1991.2875231869455,-2253.656966921179,280631
2172.9203137391814,952.9937835791478,1069.467302836825,1989.6764359421031,1194.1704233483595,2310.840756088571,901.0044395007163,987.9760538474969,1137.2660198915644,1024.9799998048743,-695.0242391187653,280664
990.9202081979502,2131.079069391842,1326.0772978978262,1095.6152908083468,1983.5869025580905,916.8848469992581,2262.5271269092,1033.257519202174,2166.122189753717,945.2127511338718,-1345.989412723725,280697
1113.4974160310892,2377.054059124445,2087.2481884050108,918.6915324072033,1259.092530356685,1041.9926808682953,1954.3571833214112,2443.1156337758553,965.1914178532742,2127.5680952674584,-1781.173782070246,280731
1015.172238785599,2750.197447457182,1987.8069018809867,2505.036127483993,1091.139312828568,897.0350583467534,2136.23102683207,970.1561259958606,1051.1737924307145,1136.6209880043157,-1776.7506059280422,280764
924.3661301188683,2058.085032256928,2704.7022017220306,1136.7202822154622,2409.412168974001,1008.6609969013739,1930.6252297792423,1088.4242396954296,888.7530590664653,1036.4115839906717,-749.347164009315,280797
1022.8012022908938,2001.8556391508355,2371.3152468619605,1799.9758331711012,2143.33128563925,1054.9292733663542,937.4801331228305,1934.7330565222687,991.4492163546487,1083.0010957240288,-677.1962206881732,280831
1038.8356914525516,1955.070102020176,1826.9865899891001,902.2671444755151,2077.520878354776,1001.6121843724693,1072.0396447893147,1049.746969536243,1997.8623576212651,1020.3650653790751,-394.21447777472025,280864
1053.7484867424935,1927.892891215692,999.9541853884673,1839.2816532548788,1969.4447027540073,980.0756360104407,1020.4072015982065,1037.0177685207448,1061.0325159956221,1918.736563470869,-111.98156867298047,280897
999.9351178299593,1883.521316762408,1974.214274084756,859.9877906110063,1051.7505267977704,1941.3626657582554,982.3335084098883,1031.2313654084828,1998.4746683408323,1011.7334307150405,-310.1995481840823,280931
1866.0061629051497,1007.4944363442742,865.2658550988823,949.9111896899333,1947.8849406269726,1786.0103583126274,1073.3671319730263,1027.0581123317447,1909.260327980446,975.2569828931614,-743.3005072995412,280964
1770.728663573276,1005.7708278520973,1912.3398705603192,935.7916434762601,1030.3984988914926,1838.6628293409317,1063.4895955617765,964.6161073954323,894.2980487510861,1735.461033846626,-850.1085526677324,280997
1016.4189748198702,1751.7505530183228,973.3209376054608,1873.1751119422872,1667.9463420625978,1104.2332181201577,1818.9279809822049,1049.0653903556622,955.5322668340553,1692.3823445072924,-502.50294855156767,281031
966.879220435342,1655.2465073214926,1122.5951111494721,1831.2138732032581,1063.5426518231884,1589.8459044825697,1172.7408068281754,944.3296363960604,999.7024008621031,1682.9064145103257,-707.0489835294131,281064
1104.8811403054244,1766.2562101801652,1008.8813741545051,1517.5509876112894,1937.5977394701924,1628.4412792606308,1185.7714238746153,1671.4296275942938,961.642780387873,1064.1893628485486,-2234.147053119534,281097
1064.4639816218541,1638.8296945075472,967.233023269746,1273.0384911698468,1839.2764881876788,1435.689381447115,1750.0931403785341,910.6794461850161,1031.0257494839302,1003.6715328698348,-779.2164868341732,281131
974.9181954545177,1745.5724134606303,1533.8777656645266,1012.735457287371,1268.8364748855543,852.62594377605,1081.2039585573114,1587.6216092493246,1052.3683172100189,1118.164120332968,-1452.8544296600053,281164
1035.4913761676648,1441.7121765456516,1712.7466245770272,871.3346085173021,1085.580784468851,984.4148934001503,1656.9831019053875,1416.5925216043488,1049.1570374555586,1026.3876605720388,-310.56528022990665,281197
1520.0190788276311,982.9975181089568,1075.2941544974499,790.4062246718455,1194.9774056441402,1629.3501772178993,949.5793805680491,1139.1658479738253,1468.6418896381786,1045.4640118148495,-813.3019676575078,281231
1028.3216174395006,1328.0854641174265,1643.5625938795274,1205.4028372291148,1109.4799040678831,973.5314034621799,1059.1613652584251,1598.867724359961,1235.8842987917599,1372.5177594479424,-895.2203732086696,281264
1019.4025878302118,1372.7760196040722,1619.2099925580992,1135.1783292481991,1694.4155334509892,1294.0455942508363,1059.6378341972095,1442.4007764834294,973.4432935426618,1187.8320588366016,-1730.6158312256864,281297
954.096912172754,1319.4632761528014,1156.5330596867143,1043.630128241568,762.4283572900473,978.3418071450055,1374.6010330274016,998.2757006223769,923.7087930350738,1076.3071123057769,-666.4198265940064,281331
964.5145046574569,1117.7288263739247,1026.536944727039,1202.617977580578,1079.9814813227124,917.2725876204958,1017.0468318553906,1067.831008303568,1099.782363002077,951.6311391943177,-179.28545335853215,281364
1026.924665529454,891.0690208956879,1119.0641043336743,997.2348386647072,831.9471137037498,1065.5839514224526,1160.3331418174696,1013.4315640967199,984.2804199259763,1043.4879581413902,-234.97142569788107,281397
1048.5079660969764,935.0564480695274,794.6785513652675,991.172098103745,1135.5078159132152,908.1894354114077,1008.0688238654295,953.9673915032417,1030.79282418929,1121.6046540559646,-311.67634649908,281431
1097.1240435879731,699.8206913202838,982.7551344118302,1028.9168049450177,912.6428655284607,633.9361166552983,950.1589222632019,1010.1259498249951,670.1052156191594,1048.7736857984994,-701.1700738745808,281464
501.8386194784136,1007.7249156216029,761.2627667238166,1073.5240686649797,838.9880809642053,532.9511562963922,1028.488819426826,1100.0718158374934,991.2415854858733,1051.1255894937592,-248.0522990914539,281497
1022.1790076571605,490.0122482275972,736.0380424950873,629.7189849448721,985.188453841001,1047.7580746894369,1074.101556985469,1004.2513547736844,507.390382250196,1035.2415177145863,-259.5020107780314,281531
666.043542120183,1031.446807600125,446.193904037247,569.6577920120113,979.2976327281657,1071.519339472381,627.6575499426419,597.7800598882502,1049.4516294402379,996.0769174208273,-422.1636546636382,281564
1010.2345961189686,606.9744640427635,383.26753058405563,1106.935409136414,690.9956279290793,1042.5577738617371,587.338062788374,1085.2875195080794,1023.2170731778891,1000.1164138606559,-224.86724194795178,281597
987.8304510390434,612.0709848979432,394.7581538106591,1115.0594938103363,1033.7009842365128,712.8316771861363,1023.1337291656116,653.5579545839834,1002.9077114073248,1062.390229623748,-270.9487464191262,281631
565.5828107937001,986.3140482338742,372.78546108988746,1046.340476640478,1118.0183361644836,613.5641775723221,1029.0984507030835,528.5243608387412,1016.2058720596344,1097.7709232804448,-433.8012783737945,281664
1009.8785933848837,439.5104638341726,1047.5132457396421,1090.365325091861,512.91129837429,385.4218468120353,1029.3796641171243,995.6130096818135,1035.7855587782262,1022.1625677865031,-111.71946070207275,281697
1042.3018969231673,373.52286158551107,1143.8745560593609,1022.8225204207597,1083.700143028504,393.6468077188381,328.338240234061,993.6724812532548,1063.5808269738782,1009.7251789202692,-343.28090434640006,281731
1009.8079903120148,290.50392517947375,1080.6683117404712,1129.9908556207488,925.9163029129577,331.0889628267232,1053.8809673314554,258.6387441973843,988.7653917891746,1025.893724684241,-429.82623233624,281764
1047.3543734857333,197.1877278128636,302.24162519414824,977.7244407574474,1105.6810414699876,138.42326394071188,1005.6382189293254,339.7675676105652,159.49294655250435,1021.8557731599946,-418.25123439786955,281797
1003.1983394572611,201.75316537429114,1151.3131633052756,120.48651376813916,1060.9438150287524,1029.0596924558793,254.29313793337008,964.471357791407,1109.2001622791083,168.3627037083926,-772.117954018426,281831
1038.8634190985242,274.1318404634635,1003.9030497182498,357.7121747997963,1117.284654866431,187.79776356495836,1078.6179216650896,985.6101196994659,317.8505938330145,1020.6018988684634,-312.7730119240049,281864
496.4614788681998,1032.2161730171447,132.64614581660487,360.211049247521,944.6664298652073,1091.3773812695094,205.07071950914883,1003.5890338135188,414.62272007211567,1057.0744145355775,-1435.451098344336,281897
1005.0790474880584,526.2837615924552,268.18090908936824,1074.822412318525,438.285295213061,921.1908353985361,1111.1944024337056,407.0,973.2039868393471,1049.6669865206502,-1037.004885960343,281931
909.9204914218055,515.5072587484416,1024.7463174807142,636.1477815728041,1091.2863968729748,430.50435537866514,969.550370318198,597.9272531002413,1003.6083646928413,1067.1485369900481,-793.7143819444798,281964
943.3356890289809,415.9326868617084,175.74128712399943,1047.045611600833,302.7936591145858,1008.2859438048786,1090.619987610134,457.89736841349065,972.6205135759305,271.73700520908073,-1091.2203552689598,282831
947.1479950693588,252.2617688037567,1025.2466496323045,154.20116731075677,1075.5985020579083,323.8734320687636,972.0327681357954,285.6151256498857,1007.5452799462157,179.67470606626853,-465.62094755298665,282864
1251.3512696281568,262.26894593146176,1022.8297019254178,927.4120786752912,160.22796260328596,1099.1419182532754,307.61721847442357,990.890583935941,957.0688107058944,1063.3259142896875,-1123.1749545045511,282897
1066.2574758967976,277.2406734953353,961.9356745650067,360.8727636027753,1021.1759479440701,220.13177871447817,1098.1074821286813,994.1322849601053,1034.2137470461935,1078.8497289510153,-327.02444102642244,282931
1000.176371336987,351.6973164578977,1133.934569104445,200.8855395492667,1055.1734185381763,267.68078003472715,946.6387906693873,1079.0240879178261,976.6350393058812,1031.2816570329837,-1274.90636704569,282964
962.5482886301912,271.26739575555337,1077.9947275628533,375.90158286445137,1030.7694842204696,1002.9297200224846,323.11143588551613,224.0424067001602,1104.6709845758126,344.7332301940154,-646.9891327757488,282997
1068.9071401633296,260.2575647315558,1006.2929541842977,408.8679493430611,957.3912470876261,145.0827350169551,332.56400917845997,1105.9961554079055,1044.2410175213586,987.7161295700034,-685.5976491298651,283031
1023.1704402925236,301.32208681077464,800.2868235826453,162.88646352597868,1081.519101529432,246.6580372958814,345.8236544830327,1002.2250238590086,1051.1196185286663,981.1692004950013,-489.57363770458664,283064
271.8356223309146,1060.2984435903584,835.711672767588,992.3760731130365,337.61072257853425,197.59807691371896,1077.502166532488,235.74774654278247,1020.19707728994,1043.2760900164444,-304.720443688463,283097
1073.5125995139672,294.3173934363157,1005.1729669438074,1158.1204905726945,849.5951977265408,1209.3451882270901,1043.298604294004,268.94237300953534,329.8893753972685,238.1386150963342,-1138.8286096163588,283131
1032.4122238718408,340.2927057692043,1221.018427379374,709.7351618737795,1128.4806164541906,209.20325045275945,936.8094790297545,1260.984946642772,1009.6413390106138,1061.0358146641422,-1175.7182878553876,283164
1357.558470195667,440.3302040816918,1005.3331305328421,1149.9428500001084,182.59518065929342,962.1628350841668,568.0026408389313,1261.6473358272508,882.3389371437713,1113.8732604429433,-2015.2421795797945,283197
1085.6200406404744,556.562020050159,2097.9058606143412,1270.811551725904,841.9412093489664,382.9967050476855,1406.7906738388622,1183.2418537632675,953.3577502700653,1031.373332404476,-3191.9536594190918,283231
1029.0625118725884,610.9173430178587,1203.967427438738,786.4694287281492,493.90138860537536,1343.4660397643106,1128.8541482232963,1083.0181034918146,1158.0716730841834,576.6055844335883,-1171.585305172484,283264
1088.7265994576837,576.2979406595687,822.0033093120858,1336.2492282504788,391.6503542702343,1040.8285177998846,728.3961834057068,1148.35730937286,1270.090154280396,510.6016059512543,-1963.998853953154,283297
1211.318332711967,390.1563789046644,1061.5006284998055,1677.4459752850462,643.9292488657252,214.1440600395357,954.6894783121892,1172.600621865981,1101.1026342851173,1033.5591282813004,-3199.885933377215,283331
1130.6915699805877,335.2059068691958,1893.4141121265575,670.2296723086969,1021.1773350037815,168.8904970683668,990.2474438240172,1056.2863672987069,266.2498826290821,936.985592205131,-982.6935742264756,283364
394.67835005229256,1085.9919131804902,2036.8009230162875,701.3163203170066,983.2907581959041,285.2119203174432,1183.7423706195534,1013.4615825629957,960.6035752301432,657.2716333449969,-1245.8390542263587,283397
464.11851934608256,1026.0764789358755,1245.277880635483,713.2454310357152,956.05371202917,1088.99773524885,1328.0534627792663,365.9740427953874,530.3913649372508,1124.342474515661,-1167.376779303435,283430
1102.011796670072,627.7483572260464,992.1201843357874,1306.0505457004733,674.9900380431352,532.2790621469155,1059.7073443272827,945.6751397229885,740.7199200777578,1019.4124302488448,-1031.7579781225156,283464
987.7381811582925,638.0673945595403,1058.3905626717717,847.4408533933209,701.026067608407,1102.9664830127674,917.7423385678575,572.0541932369695,952.0108919931725,1015.5768980737189,-1411.3704974308303,283497
1078.6139139567813,920.2647321185742,839.0447081355146,970.2320865406102,1212.749355802756,1016.0246738103092,762.2427434879258,954.8244537223123,902.2787817520702,790.8647166235196,-366.9684524766791,283530
995.6727230502347,635.3353445228748,1147.3648068508987,941.8577255263965,1056.4357561219922,1216.4415316816505,1105.3391610277336,967.111257747169,908.1326995544208,1030.643003178113,-510.12915801544375,283564
1024.3880515319688,1381.4317573411056,951.6349089855836,1483.9103746520543,993.8768932546868,928.105960506421,1057.3380913130934,1342.8015490011917,975.0362853734389,903.8744381826493,-657.3869304018428,283597
949.897889249155,1626.0236775643828,1500.691438583407,992.6392701431291,1752.1441150772957,1037.5532573660776,1684.157059184208,910.1472246959563,978.2696846129768,1014.1217946085682,-232.71858697180667,283630
1034.124899359324,1638.0102984113641,1250.7641664198732,975.4419947530898,1432.3257311100713,931.2348199814587,1012.6837335597256,1668.538881776508,960.519766827269,996.1264816677555,-582.2670668179637,283664
989.7627998973537,1430.6627834678584,1655.7007579873846,1286.002332812814,1069.5957180168589,959.9035788902465,1007.0979589594085,933.2872012408614,1454.4400984571348,978.4173066483958,-189.9590217059895,283697
994.3897999525261,1366.1266412745197,813.2607208023759,1472.4306435279047,1046.3521301058918,964.0337061066255,1013.4084119369287,979.7013576184361,1024.7097149924948,971.5662612503586,-74.21375210893598,283730
1133.0335387798546,968.3959602090122,1357.4959855118277,875.7359953715807,1042.9484016452684,937.8734461949697,992.3647703557475,906.5952790523454,951.388984590425,1009.4161678911231,-298.8344398803062,283764
1139.799085187523,929.402791050871,1027.3860034086506,994.8992225219885,1188.6823776395522,951.3106512561344,889.4234087317468,907.1554009940694,1046.9508106878757,980.4470660399782,-377.4313931818583,283797
1057.957938672422,953.5714086593304,888.52799618245,992.7269803808363,916.8191051156628,1018.8329103039684,1037.5980014882539,935.4892056272158,968.301595169286,983.8443971894137,-101.16259062810934,283830
975.2735844335168,920.5563735856509,999.2285423621447,871.9025174869034,945.2333045338595,931.3704362564092,960.753751788346,888.1649621551168,1011.3347615898506,907.8733391833907,-167.16782423594483,283864
966.3888140075758,784.4310039767679,901.2774267671415,1007.2557802255153,941.122332073791,818.1096443854872,875.1371321113052,923.7945860961534,984.9522831081717,955.6689623446061,-294.36557850059194,283897
1024.7911240971266,884.7010664319816,761.1786912414193,959.3266364911993,838.8688812919454,1039.712362863702,927.867679174861,857.2339237337729,1011.5982542688375,912.11477003514,-399.41885354744545,283930
993.807828506095,744.836223608922,905.9632249068958,1119.1049282128624,871.136347080386,1027.3702053114412,941.7187617912705,1095.632693926208,927.4478746137518,889.1096670265148,-219.1893410966442,283964
1078.418115149579,915.4128151949874,683.655615057757,1145.4428131181237,978.6839190812548,1115.3507253003634,957.805883868017,1029.4469388948612,900.5947563353842,934.1488104151287,-337.45187060764505,283997
