,center 0,center 1,score,MILLISEC
37,1051.6878084397406,89.19146372204398,-97166.47126304591,195265
38,148.50225464470418,1068.3097609030988,-166028.47797382012,195298
39,1057.1007839465562,237.6809122171851,-235137.84111125284,195331
40,1062.232219023675,336.39983693000147,-517370.717610542,195365
41,463.1692574786715,1090.3994013539116,-612091.3362665314,195398
42,1075.6135072718084,404.81053839064566,-695211.9325300928,195431
43,1083.0648333086247,559.6789812567044,-493458.5171212768,195465
44,1315.7446984150656,944.1499143161113,-440182.5224175478,195498
45,1052.730523832383,474.80627628539196,-310511.8838319366,195531
46,962.971875553625,1331.670977154436,-534041.7133064885,195565
47,1020.9374593035161,2254.7030846654734,-857318.0838176276,195598
48,1033.5274249221548,2700.782664340098,-743835.2386755926,195631
49,975.3806668224549,2536.6000591514085,-969767.8208168193,195665
50,2405.323462022654,990.0636326375693,-1167912.1890430674,195698
51,962.6334041056086,2019.9073924841923,-1380885.3012516573,195731
52,971.984357087968,1819.3309585888105,-674468.9617341729,195765
53,1524.2409728828238,977.0661475864771,-295298.46142974065,195798
54,958.8700760488131,1642.9918615327229,-265542.8537792006,195831
55,970.8802500226549,1511.2868022849264,-519797.6646818007,195865
56,726.6516791713518,1097.7408134809548,-497302.61921730475,195898
57,1015.8551718920595,558.5734127573967,-268686.5558248423,195931
58,1039.8110952526883,610.7899027300989,-274952.84411170625,195965
59,730.6784832490903,1056.7405129169329,-203221.65283146434,195998
60,1003.437818994984,1261.7625232463834,-85781.36922403595,196031
61,1111.617739117401,2984.8628109177816,-599108.041590358,196065
62,2760.525674577217,1127.9727093552317,-912266.3389963583,196098
63,1093.2327785333162,2521.1570954732942,-1131749.546755502,196131
64,1055.9920737363082,1866.7623345358338,-700669.7750890906,196165
65,1263.5075334374267,3585.46593903777,-2875013.258937397,196198
66,987.8776386664441,1776.5490292669679,-698664.8450057178,196231
67,1069.3769674914943,1814.3179194756353,-572098.8577271395,196265
68,1633.0522397663299,1006.8017872277526,-465418.7116900872,196298
69,1065.5607831753707,1946.8241609439074,-798954.5025452265,196331
70,965.5462209618626,1288.8537974362193,-443786.54809535464,196365
71,673.7970634102674,1102.0039099273295,-391176.70677655586,196398
72,1020.1413929818702,479.6547509950383,-264260.43091671396,196431
73,356.9183180653529,1003.7064145626258,-113261.62413684966,196465
74,1042.6205319994885,554.1673143180092,-601292.5972690166,196498
75,1035.1432015523649,623.1060139233656,-364083.3135413916,196531
76,922.5943508809238,1405.9359033212245,-575974.2262936467,196565
77,999.0051803006515,1272.9852600767085,-67840.27806663235,196598
78,970.4749863454538,1472.3133443519032,-221585.8942612323,196631
79,991.5391315310472,1621.9216473411173,-343472.2212266454,196665
80,946.445629336646,1274.178236957942,-276939.8336667142,196698
81,944.5610878121755,1382.4784707951253,-414709.1584033499,196731
82,919.4129022855083,1540.361796059655,-742267.7058454459,196765
83,939.7061200593874,2292.232203871028,-616866.7976088469,196798
84,1013.1823108760468,2735.5677492935292,-730322.6716798708,196831
85,1017.242954524249,2716.745615453465,-754640.1797735055,196865
86,1007.5865801369454,2745.2998091155714,-538828.3031707761,196898
87,977.9146832341355,2550.0866330676263,-716155.9016861623,196931
88,1032.6876432701858,2309.207242578239,-777273.2189527364,196965
89,1910.1164595440616,999.823349620646,-533541.0263224109,196998
90,1045.4986446520224,2618.3121366225105,-792452.2070154255,197031
91,1004.3716893863344,2737.833324472056,-1195031.2342971906,197065
92,988.9606966020162,3081.3274361682606,-2215809.533186107,197098
93,956.854311280299,3567.453573629235,-1322303.5396860938,197131
94,938.5359520075509,3419.7340539872393,-1445018.3357856015,197165
95,928.8614242870835,3116.465305438198,-874317.0894274085,197198
96,978.2763429996998,2848.653366066149,-1003504.9345426763,197231
97,955.0254561015336,3162.547232848863,-1240384.5639611552,197265
98,938.1436835553347,3861.8432127677065,-1341372.580104557,197298
99,997.6890098662105,3798.077934956048,-2018406.7918436115,197331
100,1004.753637231598,3511.081172516522,-3215577.569397487,197365
101,1022.8771781579511,3121.120952478452,-1195531.5680725425,197398
102,2315.0237441337777,955.4984032183658,-1945656.355689563,197431
103,912.2165695158036,2363.826452630109,-1353413.6794078734,197465
104,924.4998140482271,2257.2785895778134,-1052925.5207382727,197498
105,906.4677241841578,1765.2366303555914,-759885.6867755975,197531
106,927.2860179824869,1497.479871673195,-506805.2440967383,197565
107,1011.2661263859402,483.6518160777408,-379073.45247254183,197598
108,1056.9831098686843,424.1424384397602,-304218.7603470209,197631
109,427.9293818704292,1071.6751113701937,-317035.5113748871,197665
110,1047.2367874332213,439.5789694145607,-288834.20638501924,197698
111,1054.6331114406987,321.0629711194657,-592368.1419571851,197731
112,1003.905233458241,2375.889307185838,-1221399.6447030928,197765
113,966.1078527385819,2354.6168134014506,-1239030.044754484,197798
114,2760.0061812192107,990.8331942170171,-1391197.8027798508,197831
115,2796.805424481753,1013.6237504797698,-1550866.7919820608,197865
116,1082.486884609964,3827.168274325026,-1386683.89294829,197898
117,1096.1163856523092,2801.6591512887503,-798285.3820903623,197931
118,1053.3201530883682,1769.6071645308234,-538071.4133423899,197965
119,1019.6153302805993,1346.8357898527863,-185848.02796665777,197998
120,1039.7526054503617,1368.0301320153337,-129186.02395964754,198031
121,977.0165861662107,1361.3680356693467,-241271.32188523613,198065
122,977.8711848954028,1519.6983179300528,-322952.0909643987,198098
123,1460.330755162322,952.048313078435,-171155.50470477692,198131
124,953.7271197386914,1366.5985486961267,-221882.67945383716,198165
125,856.8500180412058,1032.1256741393668,-107212.07883293022,198198
126,985.3571070150628,765.4387500421542,-59839.54614802208,198231
127,988.3942219239576,436.2275709308121,-216359.39199895895,198265
128,1048.020394710902,645.143423144727,-130775.8541856024,198298
129,1012.3251598689388,532.5645376224982,-208398.91233469805,198331
130,1019.2883334928658,490.7676871328084,-129818.72543401708,198365
131,1000.6729125979255,347.74415882944754,-118698.43985569174,198398
132,1016.2242610002921,402.08705525047685,-166782.02708820178,198431
133,1025.7464753034521,656.5119953207253,-138442.3680508888,198465
134,1021.2998318990243,1452.2933587949785,-86640.06726049153,198498
135,1029.9214577990808,1628.5287839028206,-266490.8153003261,198531
136,1195.457072070392,975.7720705174644,-193171.85143104623,198565
137,985.2308412404718,1173.859658534142,-118159.85442552742,198598
138,1337.7847231498374,990.152471827441,-186803.63715999242,198631
139,940.7050494161826,1477.8566003567541,-672428.786398085,198665
140,940.7714390500516,1705.5038908357992,-957356.8465741063,198698
141,1078.1134874563124,363.0158570479764,-601016.0095613438,198731
142,1069.4187971518215,320.7754290682244,-829506.2256886137,198765
143,915.2268631943331,2044.0887945488082,-1044796.7777492292,198798
144,925.57828524569,2220.8552406674326,-878338.7576329596,198831
145,890.7764495877967,2417.246780947283,-944651.3371951904,198865
146,938.8070519304649,2096.357316871339,-866389.3849125851,198898
147,942.1285467332883,2179.6671764285484,-1100687.0286044437,198931
148,1031.614892487375,219.38956746197505,-696351.9937446608,198965
149,1060.5345513633304,340.3184939724524,-441826.3445433974,198998
150,2033.215059650693,921.5974585641758,-1498549.4054122507,199031
151,917.5253692830903,2211.7353323690318,-1317745.376817542,199065
152,913.3559489244532,2175.7340173287835,-1337511.2723986295,199098
153,927.5150554194742,2280.0259292702813,-1277934.141144365,199131
154,965.6739089047254,2430.423568335493,-1268656.6885114305,199165
155,1004.2588910283528,2945.2449813215876,-1701187.595810064,199198
156,963.117097461004,2902.3883268784,-1344378.1315658162,199231
157,3103.729047452435,959.4744791953474,-1897224.4754563363,199265
158,947.7962798370261,3974.5361993571023,-1729646.238541876,199298
159,346.16250269222803,1150.7506713599805,-1441635.6277515336,199331
160,920.1896228509285,1593.2181398653117,-1121323.9203667396,199365
161,1044.1023853467198,463.7555564706756,-275471.1119669446,199398
162,1023.9730318979582,493.1844614053479,-142377.2571902192,199431
163,1005.6440907072529,550.0351047467327,-242155.32294057374,199465
164,441.8040022913966,970.7439911388088,-148425.7764828584,199498
165,966.2316433820446,389.3574180552782,-176350.5862623719,199531
166,965.6801010539374,329.1999547280473,-223438.02789057326,199565
167,961.8943011986405,363.7419165344835,-262908.74392436823,199598
168,979.4693893068974,420.3271658824057,-169238.81467869942,199631
169,999.4449339599016,385.7093910036271,-205177.5121682626,199665
170,985.0227565239077,371.38853906676707,-248857.47132994357,199698
171,1017.2236716167776,366.4612617262533,-181260.74870972987,199731
172,1004.3245292759277,192.30710012392444,-263223.2558301324,199765
173,1055.6953332188448,146.1940813118954,-499574.41332725104,199798
174,1088.2158750629305,207.67027682674484,-538263.7819281613,199831
175,1020.1966481824912,384.4038324907316,-354612.4633690968,199865
176,1024.3435070625474,386.1732679156378,-254016.10835759947,199898
177,238.94110452974599,1001.4732939133175,-359476.7010973911,199931
178,1026.1056275999658,385.45245073055423,-318697.0644700595,199965
179,993.8086630115245,276.085881437328,-138321.39152680663,199998
180,218.61954791552,1000.5810692287903,-284336.8793933578,200031
181,255.23526878955875,1012.4298245426264,-170577.39385499663,200065
182,217.39754005595398,1004.7651619525573,-40926.05711131944,200098
183,993.7302259211167,225.59187039321102,-49791.349514726375,200131
184,1013.32448495054,243.8085447975866,-108258.77861398344,200165
185,1037.1258015418327,262.44591178939663,-336339.86534453806,200198
186,1038.1167048643993,230.42208515646507,-277186.6266644394,200231
187,1023.2602423901856,267.1305211171755,-124328.04493559225,200265
188,264.64486417126454,1024.028001239363,-213689.92218230478,200298
189,1004.9517004792867,215.6147419159721,-245826.4872384669,200331
190,1017.0226472734323,357.80786078209405,-123010.63273974111,200365
191,316.8772433457933,1011.006449300169,-152913.56164718355,200398
192,327.5452457193784,1010.6100140597896,-245268.23922174866,200431
193,1039.1395752540593,321.5858883416013,-270967.67235072446,200465
194,1029.704488934788,345.5898453733828,-244904.94804750782,200498
195,1000.2129064751293,343.40189404905396,-142544.9633467975,200531
196,978.7845359308416,199.85827616853976,-74600.66279705278,200565
197,980.7427534150099,155.27860197371047,-118482.20482856939,200598
198,990.6966965272138,335.7339949099412,-302227.3111501069,200631
199,965.6113056331237,293.3589229840062,-287913.8785920551,200665
200,982.3176685133866,360.6603787755614,-353549.42593013274,200698
201,1009.1120835199225,399.9898264042208,-340774.8760499427,200731
202,296.32010102074685,1017.0566242364181,-262251.15820441575,200765
203,293.32564704480717,1014.6833931050325,-254700.65900957148,200798
204,272.1350159754494,1006.8369065072472,-268952.7645188755,200831
205,1025.5703437379711,152.45436889574864,-58306.84774587197,200865
206,1020.5293109641575,95.00219429310789,-22896.72280582663,200898
207,1044.2177652928638,102.15195366313412,-257363.03016247,200931
208,1040.640496468705,98.91195100210973,-255619.84349466502,200965
209,1029.1061566057738,79.79881880218329,-198865.03756636713,200998
210,1026.9281019476784,99.00812196823733,-76348.73380383194,201031
211,1039.227951516578,127.2012369226187,-165299.4632132927,201065
212,1015.6198558765294,141.89577923524882,-20909.872765510823,201098
213,1027.3027491937582,202.30474633741846,-39088.93202990068,201131
214,1005.7377358780275,217.28312148595796,-51967.93168161893,201165
215,1008.1047616185292,303.5521826269829,-59760.99574475042,201198
216,1017.1471720002821,426.42291840519164,-156741.56116325204,201231
217,387.7828187482478,1001.3400911980268,-232395.31184661752,201265
218,1010.3809520522271,314.6663545070735,-244906.9807755111,201298
219,1021.0591123696748,296.41986504359477,-103076.94278731236,201331
220,997.4727373830262,166.54610907750418,-54901.17859752023,201365
221,990.8237622364089,164.8915024026013,-32574.31718007534,201398
222,997.2182421460143,156.37048994287215,-30024.78987454014,201431
223,1003.4351532906593,154.8646552633678,-21830.982999609063,201465
224,1016.5828283173953,197.59390409231605,-18227.896051065683,201498
225,1025.8339025064497,165.99366238719097,-47559.3917306404,201531
226,183.72849570061294,1021.1271251179037,-52897.50891306901,201565
227,232.07382916757285,1003.5287056113963,-70384.88130014951,201598
228,1003.1954481281065,236.5667057373645,-55103.25436361972,201631
229,1007.265278025099,225.95314357995926,-35295.4394919921,201665
230,1007.0944963398882,206.67298390235783,-36293.19569498877,201698
231,169.47376096973085,1005.446982561551,-11352.065839828103,201731
232,1013.3018176578179,148.03796556751058,-14574.6250549596,201765
233,1004.5200687302242,161.71628785344433,-53430.11550611812,201798
234,159.35755421282897,999.6026795582554,-44969.57789581671,201831
235,1010.0966915829393,197.1225135799442,-52541.35165082829,201865
236,1017.4432858117422,215.75606754842295,-105765.15908589051,201898
237,1042.7406950122336,329.8379076948139,-216779.26068400245,201931
238,991.0043707255502,58.64907860861274,-376964.978010992,201965
239,1037.491137903744,93.48073316308887,-151497.34170728133,201998
240,1040.3826276627042,104.05617781754404,-148674.39681130304,202031
241,1034.2669790316604,131.54342341966924,-306282.1611198071,202065
242,140.33802301388744,1028.2858884900786,-570456.9777043274,202098
243,1064.6716218983436,223.67252525047934,-628973.8797825271,202131
244,1069.740636187102,73.76432430711395,-995902.1034293051,202165
245,1072.5827943879228,82.78812873216953,-1161597.0859589544,202198
246,1094.4017778172283,127.98383909851145,-1360755.887577643,202231
247,1069.7084943277077,148.75870205845797,-1713461.8146223184,202265
248,167.00887057283092,1034.9870219293514,-1328953.6713305842,202298
249,1022.8271936399817,194.6811712200498,-1071513.2998272364,202331
250,1053.4244106220922,281.9649878959191,-719336.1711968812,202365
251,1073.391385038687,346.1184868142657,-696729.9178226826,202398
252,983.6098315318918,192.0084345547241,-390220.87082799285,202431
253,396.2374881404628,994.8846912989164,-158537.67731948372,202465
254,929.9070220311264,2286.2458310514203,-1557920.6075440436,202498
255,346.94679770838593,1050.5703122382647,-745532.1014644012,202531
256,1020.3420839053181,334.68959076173223,-167003.0521427731,202565
257,361.06051231793685,1008.7007970814202,-103224.15922306472,202598
258,1017.5538713169533,400.96003163227726,-133155.23458775465,202631
259,326.22145973143506,1015.5984442695539,-366340.0775827871,202665
260,858.6022461188247,2739.39299845787,-2024429.659194184,202698
261,2447.996323526651,892.1137870072915,-1550310.8206301753,202731
262,977.2455910929664,282.12832173100367,-119292.81464019923,202765
263,874.3262979242867,2321.2315696629666,-1572409.4951602293,202798
264,1060.5658735738984,218.03938760581173,-1129437.9769452482,202831
265,963.3207583112214,3401.5934501348042,-1875561.3321338687,202865
266,1054.6619448020097,268.6744314747348,-263113.56128586846,202898
267,1026.8747199719069,186.0948804717807,-396545.27109412604,202931
268,335.0789807621884,1071.0639649957586,-424712.0156940834,202965
269,1030.4471371045513,269.87863153644264,-248600.13011466686,202998
270,308.3128245697185,1055.667416966795,-405946.9896525105,203031
271,1082.1705065559026,235.29230698833862,-1212595.0316776235,203065
272,1078.4383911238915,217.68448249115795,-1164775.6856821396,203098
273,1028.5887080173072,230.4427272787127,-422669.18334526784,203131
274,1032.0046659766392,217.644100297695,-316689.46226400044,203165
275,1031.4580195022966,296.7277248934772,-453840.64719296613,203198
276,1054.4406777708916,295.7552734181096,-895154.8430365827,203231
277,206.8157868463535,1069.0854577308698,-1467314.8041641435,203265
278,1041.242322332827,60.72336667617185,-1338003.4429549095,203298
279,1051.316118048295,95.4611610552173,-1378086.3121653823,203331
280,1048.568828731111,96.44535982637672,-1518980.4019917801,203365
281,1051.0110345983558,74.18917077714298,-1400019.2317761818,203398
282,885.0515025391713,2377.116951266807,-1696158.7570631045,203431
283,859.9243902140474,2583.3927304999524,-2137233.862299974,203465
284,874.2498956240519,3006.497796440237,-2170462.4000266893,203498
285,914.4636928561969,3530.6846361576954,-2023397.0889561437,203531
286,938.9459778955923,3885.960113022263,-2199869.0118738017,203565
287,974.2754565801297,3905.477307577142,-2098451.694111597,203598
288,994.0027567809175,3900.0167948356325,-2299857.390238728,203631
289,985.2773641447294,3323.9741274564694,-2320146.314080286,203665
290,936.5628033651785,1887.770561940641,-2299082.9927605907,203698
291,115.25899117331471,1114.3229475314945,-1070247.733397141,203731
292,1051.6783454986312,121.43853538595806,-487904.8588226017,203765
293,1034.0788818479748,151.01439887123456,-468810.7588719231,203798
294,1051.219158477068,403.34682277223817,-340190.1367011635,203831
295,1026.3956873701388,300.5180499786611,-235067.7779747136,203865
296,1018.9258045661743,284.3062616192831,-363658.5350173421,203898
297,367.06577970660067,1015.020126644653,-253687.27608017361,203931
298,994.0917269360137,147.98748364615346,-149305.60592496573,203965
299,1029.5507235543714,221.12278667354633,-257849.08254229475,203998
300,1073.3204916092257,226.5522333923792,-285746.4211391115,204031
301,1031.4075018889437,206.16357288779136,-206090.93065911083,204065
302,1020.300253130793,148.20939535517755,-32814.171022100185,204098
303,1004.184045054161,164.6658777791189,-85951.20201476564,204131
304,999.4499468935195,138.4615504984273,-113368.85364051361,204165
305,988.8915070820217,171.66672342251275,-68601.07588365994,204198
306,993.4938451800273,220.51609333095485,-106137.93634073253,204231
307,1005.7301308361921,183.61673758068252,-57160.931252590075,204265
308,221.98151788739642,1019.3377821161498,-108430.80379049484,204298
309,198.04042652370322,1025.3698344683587,-133769.18830883628,204331
310,1009.5330840724936,168.4856401915115,-80803.17985555576,204365
311,1013.7554288149595,138.5342119610384,-52841.24935283028,204398
312,1011.7636724125022,123.84811779229517,-38169.557578401225,204431
313,1013.9808246366578,99.41790126976844,-19858.600842189233,204465
314,1014.1558473248047,117.94010579638302,-24751.334614211362,204498
315,1001.8224676141626,178.38778670700185,-27693.881904408947,204531
316,215.1536973755443,995.7365546982576,-51444.850730464605,204565
317,1013.7622891613557,196.05827856863107,-41812.094212767835,204598
318,1019.1917090871666,197.68095879544694,-53477.354696248214,204631
319,1024.484777560914,282.6616801523138,-90627.92160279254,204665
320,1022.3129040306646,319.25211675172704,-132009.6497859313,204698
321,1028.2871000199555,333.49531520521623,-106993.61260166636,204731
322,292.2986852397472,1001.1470171315683,-53677.7944525885,204765
323,240.71843349339838,1002.0602478203441,-44677.334694109726,204798
324,1009.6741545924008,182.76215158894695,-21354.60450282558,204831
325,85.7245151693055,998.3065779813262,-28072.15924236858,204865
326,1012.1718871811046,87.79590221999524,-22138.530570745017,204898
327,1010.5022484198174,89.1362435092858,-26167.945481162646,204931
328,1002.3265361191355,107.7327575282169,-21076.50463947536,204965
329,999.4047316452784,115.18941734990551,-22911.908493410254,204998
330,997.9142317588706,127.90703526838581,-26124.928493907482,205031
331,1011.2866438227127,131.13187896846978,-20808.336003694436,205065
332,113.02803838303862,1011.7304935075574,-19166.848807684255,205098
333,1013.1284419034414,109.36538319949011,-12377.228089028229,205131
334,1017.3550160239231,64.62977813285534,-7307.300827902035,205165
335,49.59930781418734,1018.4288960698273,-23275.881721657286,205198
336,1013.482959469953,42.30596290659162,-11364.681337137466,205231
337,1013.1016524056954,53.84112877792552,-12764.3345451847,205265
338,57.82048008537106,1008.6596943140905,-16434.897472772307,205298
339,1006.0117837887184,50.41056359194488,-9850.529443568272,205331
340,1010.4944500450114,50.61395823985629,-12132.5990081509,205365
341,1002.1757563048036,46.49709122249726,-19546.15813755172,205398
342,43.57035214865812,1003.1341072118996,-26268.529239170006,205431
343,1008.7518443583749,50.803483154966784,-7645.494553847486,205465
344,1012.8328981092592,48.6604769771908,-10399.118023344567,205498
345,52.65147366185931,998.2510354501212,-20169.035170345207,205531
346,1009.4886294921484,48.35999817813513,-10305.863698073565,205565
347,47.36257237874156,1005.1835063575719,-3938.8304354990278,205598
348,1007.0391607917109,52.3996721126706,-6003.4299232483645,205631
349,68.25263390210591,1010.0625084640401,-14182.55375241891,205665
350,64.2920457461513,1010.4113129768675,-18407.322002677334,205698
351,1014.5820891725152,62.18657071019834,-15129.101401876927,205731
352,1016.2992670233521,87.8586336082684,-18131.10006719767,205765
353,98.35750250835065,1006.3259866010781,-26074.147563471106,205798
354,1006.9121949290463,94.31310901628456,-13699.494589135567,205831
355,1004.7158719674584,87.40787612657812,-11422.581821921276,205865
356,73.39570545439892,1001.5657060218906,-15646.536438204106,205898
357,53.80438123633871,1001.409334783168,-8047.950145002692,205931
358,1002.5935977361535,88.23813865506986,-12165.398889057715,205965
359,1014.5150367358319,81.24311456901603,-8673.625465926074,205998
360,1005.3922913938954,78.04689138451295,-14601.86021778637,206031
361,1015.1833472680371,55.948217217499064,-8916.327825540702,206065
362,1016.9273009727847,53.08854139510174,-8352.866442020686,206098
363,1007.9418273227134,61.64354591089386,-13527.729971250455,206131
364,999.4513975335244,78.32064934528671,-15646.842923221597,206165
365,1003.1353999933318,99.62620297696037,-18936.00688545816,206198
366,1001.5831818730683,76.9465197649622,-39283.242104626464,206231
367,1003.1121178150735,87.74736316241422,-48838.26677114727,206265
368,1004.4860343427869,89.03334134970987,-23851.229605355235,206298
369,1022.4076756725528,96.58108775031576,-16372.183058396275,206331
370,1009.8078583374261,75.6688039366552,-18526.58839367304,206365
371,1014.831243857745,67.10474255285544,-8178.511476846604,206398
372,1011.7285248162423,63.765295823623546,-9157.20841303252,206431
373,1010.0166527721815,71.16259673797867,-10311.202093596425,206465
374,62.73867217252712,1004.5226596281501,-10081.915767544328,206498
375,1003.365136192312,62.809126331846414,-14553.523827682664,206531
376,73.85792520904238,1009.5840946458495,-12388.327829002852,206565
377,997.5936387007087,88.01283807572759,-18981.614051357294,206598
378,1008.8156668907284,71.98067569478508,-9906.1154056486,206631
379,1009.9031884559131,57.736755130442475,-12316.13468032463,206665
380,1006.8798845217625,42.65223339569843,-8190.30525886719,206698
381,1006.2483962786196,38.87466638303226,-6794.441355339503,206731
382,1007.7279467574017,46.42624620995184,-9619.18350004696,206765
383,57.75967874585456,998.9039375819053,-22943.873289718962,206798
384,1005.5664584807586,63.36578506447984,-14021.447671248527,206831
385,1014.1959007528214,58.47727594622165,-10653.839328318089,206865
386,1016.3560785725615,48.2516279503925,-13591.046778371136,206898
387,49.17011959937486,1014.5011241419645,-9677.002527965524,206931
388,39.25202329077422,1009.7098924764166,-9817.321902113104,206965
389,1006.7427160481554,52.31832387991119,-11136.623875710615,206998
390,1004.8128112516931,41.7320172650044,-10538.623186475152,207031
391,1006.587607145229,52.75236956666299,-14892.163791788167,207065
392,37.85231491613047,1016.2540244932006,-8954.134499419932,207098
393,60.14691663114979,1002.7158535127919,-16672.41592463685,207131
394,1008.7357603545931,61.098022129685546,-18881.810968656937,207165
395,55.56531842522634,1005.2460417247561,-11566.806488874361,207198
396,1005.952968584487,50.38881683305999,-11800.835627747736,207231
397,1016.2728321575473,51.40316787762083,-27714.06155637066,207265
398,46.669464874932146,1015.1443792450408,-8878.033836651042,207298
399,1001.5987002718798,48.74959805602339,-23676.081265775872,207331
400,1006.4638093048543,47.22131373871525,-14692.346596937363,207365
401,1011.3749130019006,39.89682487626976,-9754.78243032896,207398
402,1011.7718996174517,43.752110208776344,-13277.734573287415,207431
403,1007.8877083791729,50.44518868935165,-15473.291461348206,207465
404,998.9604241499007,59.69107901076052,-18477.011148662386,207498
405,1009.2663318202669,58.02191863435587,-15593.828054946633,207531
406,1008.6249099407535,45.59596967426023,-14087.69449942885,207565
407,1009.2600208107274,54.143952950447215,-10910.52808457836,207598
408,53.13086150609183,1006.3670403603385,-16761.639000065472,207631
409,1014.7165716637287,52.89870038371987,-18647.104544708673,207665
410,1015.9075945898751,60.83619883385279,-13724.932631066362,207698
411,1008.7390777083656,39.87681601029078,-6477.767389622923,207731
412,1007.8841701076199,49.632009036110276,-11416.312738786542,207765
413,51.32233899180585,1013.445444596951,-9039.380813064608,207798
414,1007.9902021495805,56.314188727642545,-8804.598666906779,207831
415,1007.9256250864637,55.486139450468045,-8649.390349397148,207865
416,1002.0302591793895,41.145218491278115,-13308.10999869469,207898
417,46.15528199080404,1012.8938551661306,-20227.060388842197,207931
418,1005.3573038774239,46.92506696435623,-12938.255097027355,207965
419,42.767351385237816,1009.6210971779049,-6176.610409994813,207998
420,1004.2735600074628,52.61388805633703,-9814.760636966797,208031
421,45.86437874204046,1005.8821777301195,-17852.006211632688,208065
422,1007.9955860389508,36.287050227505915,-9793.626344805969,208098
423,41.87915079634888,1011.2890982243546,-7756.440644033945,208131
424,36.62115930927291,1009.1689433581175,-10795.153637591271,208165
425,1011.6155563182849,41.52221162640103,-9138.989145814196,208198
426,46.00745356767959,998.0799786685261,-16977.26997764102,208231
427,44.79304361836762,1007.4940915470879,-10961.404180345206,208265
428,1005.081148490038,45.64834978894919,-15760.300006869813,208298
429,1013.6031228503512,48.12305306909548,-6241.208384799673,208331
430,1013.5694594308599,46.78672892393206,-20886.224527547194,208365
431,32.089197796758185,1012.8947418385914,-9162.288215536586,208398
432,1008.8506913700022,29.930448816969374,-12097.361524370623,208431
433,1010.1078388288115,49.20811604605433,-11180.26956139362,208465
434,1001.9851924074562,45.267974145212065,-18270.83972302789,208498
435,1006.6502468365168,49.40792529838802,-11424.773292223885,208531
436,1011.2716862807946,40.00783847681362,-7526.088730835127,208565
437,48.31064234629093,1005.8066636457897,-9393.695032045229,208598
438,1012.5973316968434,57.03992216599704,-17155.537843409915,208631
439,46.182319255447965,1011.1473440747409,-17798.744070500456,208665
440,1014.1873190698562,35.01738877953812,-12042.221821675046,208698
441,1002.6739178522246,30.79359916922158,-8552.002592955685,208731
442,1007.5624324151715,46.10780442561804,-7240.468425210311,208765
443,1010.2278457859276,51.516879909815884,-10106.24900137539,208798
444,1007.4819566010189,46.65656925653161,-12839.53670017697,208831
445,1007.2924824837811,41.31278539015591,-10803.944523118276,208865
446,45.355566194877156,1015.4529972703349,-10897.728430803496,208898
447,1008.2720073810583,44.22900977221332,-7406.919581182681,208931
448,51.53350740651388,1004.7347991118351,-10555.223331121277,208965
449,45.441030064084316,997.0979826542133,-15435.37172394677,208998
450,46.749034680048794,1011.1982831815583,-11657.152233121982,209031
451,1013.4568487271831,32.9788858465223,-8729.417729089859,209065
