,center 0,center 1,center 2,center 3,score,MILLISEC
28,93.76729187213039,1006.077739218501,402.01741255821247,1227.7316482033034,-18576.519634714004,194965
29,978.7913518816714,83.12466650505962,1343.6744397360544,1017.0042480793572,-7558.880665101491,194998
30,982.8356557526708,85.36314673096035,1421.576941287386,1046.1758934328395,-5337.698837985678,195031
31,940.1927966344024,83.13614780439002,1002.8890315881945,1337.7421276165298,-11183.503952697703,195065
32,1000.6932956407549,80.94148727885238,1260.2912361831293,156.34257257701756,-6699.823443022704,195098
33,998.6089716191514,40.16371404957147,1161.861657073922,143.00494599933552,-21640.483927939702,195131
34,1001.7967857607553,54.29666930591395,1325.4210651713665,1060.9444268271677,-7096.251682525922,195165
35,1008.8378301707631,65.87627643169685,971.2352371118226,1085.4109820708468,-2770.476142647271,195198
36,998.8851154674092,74.11843387792192,1150.06194497358,868.0034562143171,-9698.170140105249,195231
37,1005.5865314906486,127.13437150270897,1153.110617727743,32.277102051046654,-11557.453062597295,195265
38,1002.5654459095083,148.50225464470418,1260.6683021129659,1071.965563731277,-16068.758681593492,195298
39,1007.5358853521823,144.31029961570323,377.73683111940824,1205.795479729678,-51831.706091245185,195331
40,988.1340134091394,229.28667921954707,1303.051387270916,657.7393100613647,-76339.41479409182,195365
41,343.9868695245899,995.3914225941497,1337.4201461292923,701.5340333868344,-104423.7365647898,195398
42,404.81053839064566,982.838672866908,1544.1992054082816,1196.1722690703623,-91963.19581080554,195431
43,1148.413869774995,559.6789812567044,984.0470318378511,1464.2901502319523,-73590.77467011812,195465
44,1021.6359373587471,1315.7446984150656,382.90860528329733,885.9289254288752,-42197.37628104006,195498
45,1242.205046951286,1016.2240395850649,474.80627628539196,882.9655889568162,-28555.82923114564,195531
46,1001.544839344428,1602.4556156099925,384.3774186915771,1263.974817540547,-85296.66423151828,195565
47,1003.1957264514919,2254.7030846654734,645.2351681879205,1241.315115090025,-139001.12221884375,195598
48,1035.6340530916987,2700.782664340098,1396.0076435583715,810.9833861335196,-101977.01137918988,195631
49,843.690297411674,1961.91437122011,3111.285747082707,1052.2000489787438,-117029.45752335656,195665
50,770.4100095569669,2038.6616922859675,3138.647001496027,1052.8218106605984,-113135.96747190985,195698
51,713.3417575731123,1781.5382539776604,2735.0148080037884,1039.3385261156075,-373974.06216657546,195731
52,1316.8899783096047,770.261055834304,1962.028218202635,1015.6142909667047,-130958.62511202245,195765
53,1006.8544602724309,1735.1216234011997,1313.360322364448,838.0540217186929,-47019.94294521885,195798
54,816.3910964942055,1815.4773476967428,994.8521009758215,1337.0025125697225,-63511.31398136294,195831
55,1031.1380233256189,474.4533696792553,1511.2868022849264,737.0315037706431,-105891.55701214279,195865
56,1307.8864776650491,804.991269376095,1021.3242083231022,334.9537281476354,-72310.60373003235,195898
57,1173.5422754766248,674.4557078457307,994.8302247474508,210.92652749239483,-51180.90873528315,195931
58,547.0413585160177,1007.1714999447538,1181.3742179046308,876.8523914105265,-66712.70457183632,195965
59,1199.5668217613747,941.3514959300394,1028.67657110864,730.6784832490903,-40878.11590764545,195998
60,1231.5716667770891,942.0484393692271,1040.2714467704382,1382.52594912356,-31372.51600102672,196031
61,1387.1655981909141,2984.8628109177816,960.3935059547917,1148.5929765701767,-80012.45547697433,196065
62,1315.831940657587,2760.525674577217,1013.4893124006002,1791.4441102082978,-112126.31082306494,196098
63,981.0995079097264,2951.933603589349,2090.38058735724,1336.1881982177606,-242988.41619225068,196131
64,2162.3100937234485,983.351467633615,1669.7304950774235,1273.9138920443877,-156228.61444795725,196165
65,1806.6459721891028,973.2740299522229,3585.46593903777,1241.420168713155,-176963.17000010476,196198
66,1470.8708286818476,1027.893751819473,1889.4548408717023,586.1509421162214,-137482.99898266813,196231
67,2083.318351009666,1119.9599924550807,1578.0128320762924,963.3218724681337,-156585.01647451133,196265
68,1042.4939367482011,1495.3405336751682,774.8028153448369,1908.4756519486532,-113636.41386009446,196298
69,918.1640340247028,2228.926423191219,1478.9300641952734,1184.5637494565412,-169772.7262071591,196331
70,1042.7147696384982,1432.4051935937086,708.3177253730776,1202.7229597417256,-86823.58619209382,196365
71,1019.6385692839642,385.66306538220636,1283.2076593427328,745.8305629172827,-48601.66900873723,196398
72,978.2219502932194,307.2017536246166,1156.3795817199853,652.1077483654601,-48212.79364672198,196431
73,1010.4375733018524,356.9183180653529,898.1970463833072,1094.0706755786848,-35662.14188478595,196465
74,961.5545246651765,1199.6097422549274,554.1673143180092,1625.5109965792296,-102162.39907450344,196498
75,985.7032427316747,1541.3049665786457,623.1060139233656,1221.1408600157476,-39068.11881832888,196531
76,1405.9359033212245,795.8567319888879,1008.7972097243561,489.01338729065003,-71262.34688691079,196565
77,1198.5932299907922,1020.7333675520159,1421.7693202485416,942.5118934471041,-12540.292351228352,196598
78,1006.8452514091293,1543.9116145609278,815.0668002747548,1307.2888976681836,-42817.4745953732,196631
79,993.6142702269182,1621.9216473411173,724.4947352909612,1089.8650337621925,-52160.08473614949,196665
80,1148.368183590072,746.3234700730686,985.102717262135,1430.1727512254665,-44829.33434389367,196698
81,1005.9528158951186,417.3439828247198,1382.4784707951253,833.8053917542594,-47185.590106035,196731
82,980.4751366867399,1737.5574420403254,461.4461442762713,1343.1661500789846,-111327.16473646389,196765
83,611.5657393176755,1146.0685028763182,2292.232203871028,952.9537543058385,-121390.73926384113,196798
84,1038.3939468622489,3193.650262630522,2277.485235956536,559.3728631244101,-93259.20015713916,196831
85,987.681438567071,3257.500422102812,2175.990808804118,1174.9043729625307,-81255.15774186334,196865
86,934.0821794126767,3028.749907139908,2461.8497110912353,1166.8461150395274,-155721.13025060395,196898
87,1075.785496329709,2193.5881564231695,810.1361464988665,2906.5851097120826,-149981.7595914654,196931
88,1233.4005655362002,2309.207242578239,565.6757021474407,971.2488438974073,-272162.2899937004,196965
89,842.2250147901912,2042.4560074784358,1438.9172101823515,1021.9466899805379,-95997.54892833933,196998
90,1061.1426942410067,2618.3121366225105,1645.1024284220116,767.4104687837714,-197257.36451780488,197031
91,536.0317154795973,3092.0932713604752,1031.9210996161423,2029.313430695219,-209785.7532537417,197065
92,866.9938918942839,3632.720881102758,2529.933991233763,1330.4677497836665,-816342.1137799714,197098
93,1030.9029408742313,3567.453573629235,615.3572610697191,1627.6587480181465,-212458.97719992528,197131
94,988.3242683849878,3419.7340539872393,1353.5577800607712,570.0308958697701,-219562.58313574982,197165
95,1120.1109549063283,3116.465305438198,470.5609826036173,975.7770552542698,-69279.67945966235,197198
96,1324.3009699863676,995.872641379722,2848.653366066149,550.1356569062611,-90057.64979970444,197231
97,1012.5850540111678,3162.547232848863,565.1579653289178,1651.1014505474823,-98179.52279911455,197265
98,983.8841186900008,3861.8432127677065,463.6906600630484,1629.6557918775363,-154391.5711444875,197298
99,3798.077934956048,1069.135101756513,369.64035607176686,1738.6975010047033,-204305.16856286585,197331
100,1030.812199077704,3511.081172516522,359.9045768019332,1571.4270121229447,-259632.88746055693,197365
101,1039.0914205660226,3121.120952478452,450.33443301661373,1465.705984034717,-143520.0489062178,197398
102,1066.2173280346094,2826.7610440219387,364.99747086506613,1803.2864442456168,-179693.28916612253,197431
103,1011.265682678512,2008.8334923532113,383.9546326480256,2718.8194129070066,-107220.02479257046,197465
104,1025.5365776098656,2612.1297823806535,545.6119506920832,1902.4273967749727,-73736.31681158302,197498
105,990.8511329110553,2145.9680799117214,611.1257936400164,1574.8709055775266,-93855.77264657876,197531
106,1005.8353662780651,1497.479871673195,437.24020858104984,774.8747512983225,-87363.57028850201,197565
107,911.4636270065266,1529.0088292747037,483.6518160777408,1018.0221508349167,-50704.98638745031,197598
108,264.2764181230997,1255.9464119240324,584.0084587564206,1014.3481165711097,-57782.598696390996,197631
109,1026.5913394010365,272.2939412341798,661.3825428248035,1206.9264272776657,-37805.35175117569,197665
110,1015.2978252781757,439.5789694145607,1276.1521839713294,775.6971058344874,-44632.36643964105,197698
111,111.80339887498951,1005.3252322131628,1473.7500848747538,530.3225433639419,-112139.39174766438,197731
112,1023.785240166673,2375.889307185838,418.74858529606104,1430.0218279529645,-167108.90005109977,197765
113,1025.5297921104911,2813.747145711569,1895.4864810913318,461.02136807735405,-247177.56974699014,197798
114,1022.6157638797775,3440.1013066478145,2079.9110557906074,418.74694028732915,-120673.99036242344,197831
115,2081.5275640740383,956.6579011508412,3512.083284889468,1317.441613567389,-198784.34717354277,197865
116,966.2392941469892,3827.168274325026,1762.294720334627,1332.6597725890992,-121017.52154818785,197898
117,982.7948258311321,2801.6591512887503,1305.9352093809973,1633.5241045053483,-109573.76896881916,197931
118,1300.0452817649534,1043.8358046441158,2058.1171006529244,822.6413575111875,-89504.6728555208,197965
119,1150.7968205912375,1022.8980998932747,1377.1851650810027,859.7388571446165,-46968.06056830147,197998
120,1112.5500183849492,993.4269790374423,1533.7597595451512,1285.1653182504251,-27283.61620006446,198031
121,1022.9003707924116,1638.2069466340326,866.8955030633284,1269.088398681118,-53187.820034842414,198065
122,1294.5079581497503,989.5134896587091,1589.2669179916722,561.0106950852185,-79613.4798635301,198098
123,1008.0704624895479,1654.30619898494,1395.6722738881158,872.0166710625592,-44766.61598382315,198131
124,1065.0434913211716,769.1673106501922,1366.5985486961267,983.024494741099,-27484.686781232,198165
125,796.6194157833595,946.4217724284048,1032.2561918952758,1256.5325304185324,-22011.889326637855,198198
126,914.5726380794736,1008.9519299935924,682.119603967923,820.984847424975,-9976.92691292705,198231
127,809.1532332443312,996.6590924339607,436.2275709308121,1199.401611373376,-29972.845942232434,198265
128,899.6859415796484,601.3248847800276,1159.2948101189752,1037.436512443826,-39790.09017490373,198298
129,658.8735947109321,1086.615102464472,279.94642344563,965.0497418535995,-49457.45928957318,198331
130,1148.1549895066491,490.7676871328084,1016.8022685500625,843.390804071814,-18032.47136003557,198365
131,1004.6773339299568,347.74415882944754,825.1642218696654,1144.1462326699343,-15666.085425154586,198398
132,1015.2876439954416,402.08705525047685,1352.733898444184,909.0496725448645,-19070.077741191046,198431
133,1025.9050489515146,1221.5557411647624,656.5119953207253,927.2868346045782,-22982.27543196671,198465
134,1013.6269486507695,1452.2933587949785,1100.0343016518752,922.3803353903854,-9716.368365411985,198498
135,1040.6753123471062,1628.5287839028206,753.2587002973635,1220.5533789165945,-38874.867623268656,198531
136,913.3092792469597,1232.558865279698,1038.1789890744496,668.1384587044814,-48226.339158560506,198565
137,987.6788829272818,1209.7433724462362,717.854442070257,1064.667301447318,-20610.35685810592,198598
138,829.2202233750564,1019.7271363672896,1337.7847231498374,1119.7816492231939,-38228.8453532536,198631
139,579.5291324230064,1012.9402328148178,1749.0894774138915,1342.2401618281856,-92464.9211459446,198665
140,1029.1089531025234,1705.5038908357992,245.7051078020154,581.6044922542955,-91381.58817479998,198698
141,1018.3846622062018,441.8288489879245,1555.9440894571985,205.38987316808004,-50022.39390099551,198731
142,1005.7681335812115,1801.5163057824373,320.7754290682244,1355.7319056509662,-146741.7558793524,198765
143,1020.625966481716,2044.0887945488082,268.17764831427735,869.8546091285209,-43691.245406403825,198798
144,1031.0775619633553,2220.8552406674326,373.93448883398514,832.1527149397141,-78982.28921462789,198831
145,988.879676783848,2417.246780947283,311.1621179547793,685.5649636524029,-34534.391426305534,198865
146,2096.357316871339,1019.4038046207316,356.1552103963237,733.9659392642141,-35033.945336313445,198898
147,1031.9259783881764,2179.6671764285484,308.0575902609021,683.7141215449627,-92736.21933457418,198931
148,1013.7351460364275,219.38956746197505,1766.8902059833827,807.0152073469533,-49717.20464725254,198965
149,1018.1112404874342,185.5881443262225,649.7791932649121,1399.9210383705,-39015.28591662782,198998
150,1033.2924651185554,1794.6840947643125,325.8907569408175,2271.746024537074,-120543.54808912534,199031
151,774.2422101642354,2211.7353323690318,1018.8790132195659,178.33779735071357,-40057.80190466779,199065
152,173.9051516015935,1000.3501603742013,2349.156870028053,2002.3111646295138,-55129.45936111903,199098
153,1007.5359580099708,2567.8214501791203,247.33738340025275,1992.2304083614424,-78141.42393324825,199131
154,345.76207345533,2811.0595867039174,1038.6047130752424,2049.787549967069,-119886.42674392762,199165
155,1492.0437260622898,1032.8157979974485,2945.2449813215876,288.01880024164893,-186271.81896133695,199198
156,1157.0530754553247,2902.3883268784,220.96640309444751,1002.7033665965049,-34375.06231233622,199231
157,1039.0246397231126,3103.729047452435,298.8638568226893,1353.7642087960967,-182153.08994440193,199265
158,1223.1414206599202,3974.5361993571023,310.3434628877337,1010.1791942644337,-156757.0065710506,199298
159,1021.8583307219227,346.16250269222803,1857.6958694620444,1346.0518577243213,-133222.19806956293,199331
160,1429.8726535818932,1011.9473322515603,461.4010758477691,1919.9091124321485,-203480.4819311685,199365
161,751.581776607663,1026.0376152647377,365.074716606288,1280.6161951270062,-75812.07121682436,199398
162,717.7778207774325,418.32000828131976,1136.734271527244,999.8099091202541,-28801.73857011633,199431
163,1051.0434921488832,711.1912320926654,308.300913727834,960.2446892656225,-14392.902161902353,199465
164,1003.2962791312243,334.65951262257624,899.1289575554948,602.5207367946273,-25026.482820270056,199498
165,867.6867148029772,275.17166446667045,999.0799529084004,560.6360484381898,-26770.13978339974,199531
166,850.5153443888129,116.59096617389355,992.2565833612739,470.9392804308165,-23791.96862347545,199565
167,442.6956387017826,994.1912832489405,47.92702786528707,821.9407123140072,-65913.68227363397,199598
168,926.1195989305959,309.53108450085426,1020.9636707106873,586.521287954733,-41751.147872074616,199631
169,929.8901108882759,244.3639217025236,597.7275949552825,1031.0607626288224,-20153.915569369594,199665
170,620.7055676113778,954.749826594245,240.27510126471373,1043.889500866046,-35326.482326319405,199698
171,973.4598148671255,468.41940972907327,1073.4914874377587,213.52403972202353,-63894.823029209365,199731
172,1034.40544113928,72.45023377038137,432.0208328310106,763.6772343691102,-46729.22412915621,199765
173,1049.0253805642474,146.1940813118954,1554.3712555242394,663.738653387009,-96554.88668068578,199798
174,1007.7855389584163,207.67027682674484,1697.7426188913323,1143.2572657271812,-80433.72843009733,199831
175,992.9803789861343,479.2687054278068,1482.873224520559,194.67408661658078,-73954.45412051055,199865
176,1006.2533183412719,190.1202901906895,516.8752530656034,1295.6963378816813,-47352.35872840794,199898
177,619.3922106052464,996.7576607495315,148.55480930699457,1344.9966542709317,-92574.47083520738,199931
178,214.02949696271526,1007.6609892196221,556.8754044983931,1284.3305649247782,-70939.10615296943,199965
179,1015.8702366324999,198.93504793087254,839.3776476646972,391.8121316970114,-39167.64876527437,199998
180,1003.735026656489,140.20162043846165,565.9263405323471,1275.8734263241006,-55649.21500607995,200031
181,130.89208114479857,1033.7924423614454,441.7500502566987,948.3419710861695,-32712.832379046293,200065
182,245.34380025487587,1018.6038044595283,105.61249926026744,944.7977110890162,-12028.29809632441,200098
183,1010.2550743995746,279.261327821637,145.08768425057212,922.1225491811324,-9255.373431401997,200131
184,205.81183057415114,997.9288361228494,1244.2592173658993,395.7954016913284,-22497.53210029781,200165
185,1003.7960188309667,180.83492656405758,1537.0725422048238,384.8623896274055,-19777.358790807823,200198
186,1007.4288285152305,160.89101077972487,1498.4348501019322,334.7186967215754,-14908.368227310468,200231
187,1004.6710125111244,329.6366889240147,1302.0986905761022,173.37126940691633,-12091.11513218771,200265
188,197.63466811673902,1004.4753020922958,532.6856483893667,1317.3184884453722,-32128.664132411755,200298
189,998.3911898910078,215.6147419159721,746.0831052905568,1362.2279544921987,-50521.61149429782,200331
190,996.1657030009919,445.38063766185905,226.4486954624465,1107.4027391206746,-35332.35773755705,200365
191,1028.4733916522412,210.0080315386391,731.5353716670165,423.7464551529477,-24243.859482528627,200398
192,1028.2965834780819,145.33392669234058,727.6249033671127,509.7565647464163,-27378.77141710093,200431
193,1016.7013774277731,253.25736252819524,1375.7125426483542,594.8999915952261,-56758.470348083734,200465
194,1010.7976273402186,134.87935096671595,556.3003397800496,1171.505950894058,-21731.94777718424,200498
195,1008.8750726015302,170.31047362106176,458.79617433438216,870.2804145791172,-24668.214647203255,200531
196,129.92450989908423,1008.1089392881067,890.8113258590457,246.4807870148435,-17022.03356648961,200565
197,996.2704802015169,112.63161819273114,325.86653709762834,747.8268516174048,-24240.428518729175,200598
198,89.15692171612409,847.1832915482926,500.118710372486,1011.1986115242025,-52483.006990443195,200631
199,1008.743530991452,81.73800841219008,504.9798375558222,862.093964773136,-32876.366989253875,200665
200,783.8029088999351,67.37309295132218,995.55198582095,556.1852359917209,-24789.335406290542,200698
201,1009.1120835199225,498.95179851910837,80.26860500526936,620.749075688285,-19275.321085605297,200731
202,459.52780489463305,1004.8816520085281,51.508545209917656,1199.681207654767,-26900.310976046116,200765
203,1038.7708398639047,476.4574668556587,834.0275424134903,110.19382723395552,-46575.45615204252,200798
204,482.4224091191254,1024.4554277038676,131.94342054633205,742.559088557941,-47051.18940428265,200831
205,1011.1129977911044,202.21168979208653,1126.7717653660377,77.81838755124204,-16328.751970346762,200865
206,1059.2497774229903,66.28706047697767,138.07489501730367,1002.9290989374152,-5808.716269042418,200898
207,164.17105299814705,1012.9768969608111,1512.8307902736512,60.805887439792286,-10303.75622762882,200931
208,1029.594748339101,98.91195100210973,1508.3368324084645,979.2597293398171,-13176.31243752017,200965
209,994.1049846869544,79.79881880218329,1450.8735299811628,1045.7300873904046,-4498.54370894804,200998
210,1010.7787337096372,81.99817812957349,1269.1686255182958,167.04789732289362,-7969.467338857215,201031
211,1400.4609955296862,81.37941379638687,1015.1457485823707,195.9339716119665,-10363.567594263875,201065
212,176.83637787024884,1010.862528893555,89.4848812827488,1086.9797606211441,-6321.813612715076,201098
213,1017.937374451893,221.95764072964062,1167.783370321739,123.69316876852986,-10313.748296727119,201131
214,982.436379470651,153.0888585297455,313.5745159202768,1035.6966226875115,-9891.83302207712,201165
215,1026.514211128129,349.581184427637,119.4361754243663,984.4354693919007,-10415.797366672661,201198
216,1017.1471720002821,388.82774615773735,178.4992997185143,587.9798999959844,-40247.329906468025,201231
217,1009.6845608273238,216.08852729803073,613.4447160118727,1156.1332103179113,-28571.55233568974,201265
218,1030.3123786233887,150.2527471852403,479.07996182890656,691.4781269136429,-28724.443561243173,201298
219,1014.0394630584781,394.7138712422548,148.97885574560485,1126.3538520376267,-18787.991029421282,201331
220,927.3427766189246,196.2741309830658,1020.8493909710601,47.63402145525822,-10995.612086372406,201365
221,187.6262061087674,947.9793223932173,1010.2985076196778,73.95268757793724,-8886.829215373164,201398
222,1017.1916386593672,214.8347953976853,963.9292479570929,117.39428630633017,-7992.898012704778,201431
223,1033.217657141178,131.4155318117314,980.2709836291447,190.03834044082248,-6668.8310155233385,201465
224,212.2387831792505,1002.3008695839775,139.01438774457847,1048.0031375309145,-6758.54942838774,201498
225,250.0592409335311,1064.7049676710187,1002.5112634077084,109.9499433562977,-9497.440222067115,201531
226,1008.7182697100964,222.9291636168482,26.925824035672463,1074.8988318850693,-11487.736262613591,201565
227,1003.5287056113963,308.47119891067007,42.731721238443015,192.22382786741082,-15436.750550489833,201598
228,988.8361934388432,136.92637739726445,302.9935912974313,1046.273212195896,-12112.237553449188,201631
229,1032.8596027049223,203.67912884831685,315.0492025065291,974.3582891510405,-11897.090327035905,201665
230,952.6296417721395,206.67298390235783,1016.1341963554544,1125.517214439655,-9504.696060422195,201698
231,1026.2114966221816,160.06744867774773,984.6824685009203,207.0990101376634,-2683.8509143558285,201731
232,975.3540739844952,148.03796556751058,1042.6886804753074,1013.9956263157954,-4493.1919309279,201765
233,210.87356992934906,1015.3543440974831,842.0059382213406,87.98036473958746,-7135.262191880343,201798
234,126.73488372821998,1013.3735407761374,289.8482361512659,958.2900959046096,-14582.247608124926,201831
235,971.1306854780753,229.40314197493046,68.0,1033.4762952458577,-17124.41579438739,201865
236,1003.698223177587,303.1904327885586,84.60451968821963,1113.6587242508276,-27269.601755313066,201898
237,1145.2184855426226,1019.0919741206053,115.55377822094476,472.69399401072667,-24944.80154925338,201931
238,1008.3112100535847,58.64907860861274,711.736218179612,1148.5349671509002,-40134.99944090486,201965
239,1159.6020892793997,93.48073316308887,1020.6217730077569,785.2184409449386,-24227.433685025586,201998
240,984.333903187749,104.05617781754404,1267.6524634593516,1055.517995256455,-12353.089667152966,202031
241,1007.6824179565929,131.54342341966924,1361.8065257216072,804.5408628528448,-27635.94117262889,202065
242,140.33802301388744,997.0953387708956,1450.3225819805775,683.2612970160098,-79619.46140913527,202098
243,999.6975946695708,223.67252525047934,1698.431629474675,1235.0968223259747,-105908.27148289917,202131
244,1025.9549136458422,73.76432430711395,1650.5063602556932,608.7807487100754,-78165.40108527911,202165
245,82.78812873216953,1013.8225731351171,1748.2774923929223,661.3569384228157,-24119.51389372541,202198
246,127.98383909851145,1004.8080338365907,2035.6053153791872,1586.69814394547,-104103.45298793653,202231
247,148.75870205845797,1025.0998003597642,2275.476433628791,801.3897294367425,-85746.53832782735,202265
248,1004.522702643803,167.00887057283092,2080.7801421582244,740.5728564565279,-47989.89810744628,202298
249,996.9669221181058,194.6811712200498,1968.7422380799371,828.2034459287512,-53760.26800530733,202331
250,748.2526311346991,1023.2090799226879,281.9649878959191,1811.826150600548,-37338.66385991415,202365
251,457.37147661721394,1026.9519783219957,1769.9824857890544,179.23900210984323,-86312.2706843885,202398
252,1378.7218718798945,995.3933642755425,192.0084345547241,697.6773157805108,-68509.76461339318,202431
253,848.0256955232422,277.52267969455033,1013.2420657708758,633.6671050322874,-25451.42241284688,202465
254,1257.1103498760385,302.9903065472553,2286.2458310514203,1011.6632547485791,-64461.643756964084,202498
255,1753.7285992992188,720.4138381908106,1023.1353504669039,193.19206513130973,-36114.329426421114,202531
256,1020.3420839053181,441.13036621842303,151.0766980973459,595.4746006338138,-20237.203383802866,202565
257,1019.8959590191185,291.0223149240867,571.1751044994871,829.5782060782456,-10269.761072234534,202598
258,1004.029508411322,276.69541530652634,525.2246479580281,1233.9436778070544,-21637.372480535454,202631
259,986.466500556953,422.71012118134905,1510.8414873837692,133.24413683160697,-50786.642643321386,202665
260,1029.6875268095162,2739.39299845787,210.9725517329664,546.9071825174259,-132796.77166107242,202698
261,1313.6654825335102,1003.7066014544381,368.2528089489375,2447.996323526651,-88089.34775659563,202731
262,995.6649164765688,359.6236222952542,829.8909880241471,127.13772060250255,-34404.58213040712,202765
263,1006.0186657730402,237.73529614506583,2321.2315696629666,677.0214176818928,-40249.892760164876,202798
264,1021.9775009052939,218.03938760581173,2051.739262187084,910.2538164896586,-58385.27206266045,202831
265,999.7313947682438,3401.5934501348042,244.18873050146624,1782.6039941613506,-147497.07914277673,202865
266,1072.9031135720686,268.6744314747348,1518.7168926432603,1000.8671148718585,-13604.664003885275,202898
267,1022.9304376313706,186.0948804717807,1517.3971134808448,813.167781941728,-64342.824025009446,202931
268,1020.5084380621256,195.7272005879306,1450.230416998007,474.4307609364462,-21164.02494213855,202965
269,1157.9173877970188,579.9437056450231,182.10176019649703,1015.5326061246257,-70820.62325186135,202998
270,999.9389181881693,462.07596805576156,1315.7337446003808,154.54968108367552,-64991.77010154405,203031
271,1019.819309914053,365.6483937326801,2079.789652825497,104.93622024399713,-87177.48570602665,203065
272,1015.230294962924,168.23550351607025,2089.767929699372,366.03141941642116,-48721.617101995216,203098
273,992.1037730669408,170.53096632592963,1612.3476672231707,410.1780101370623,-17523.224033274186,203131
274,1002.0276951239621,154.1815132299149,1511.6361996194719,408.0318615010352,-23935.154207361826,203165
275,996.0188585425326,435.6601311657171,1598.4845948585178,157.79531862123758,-35017.70990987009,203198
276,1001.9225254135459,130.86470458711744,1894.7311154884221,460.64584224910163,-36180.723326961284,203231
277,1001.7584548774785,2213.644506238524,124.51422978302423,371.4189009730119,-39598.3805483563,203265
278,998.4403681203459,60.72336667617185,2112.3628949591025,697.7549713187287,-41576.47771006245,203298
279,1019.8544235827364,95.4611610552173,2153.9642522567547,885.7700151256355,-38773.62045944772,203331
280,1007.3397063527309,96.44535982637672,2207.6070755458272,798.8826843507929,-23726.9545079681,203365
281,74.18917077714298,1005.1075706289868,2162.4955491283677,719.885407547618,-19156.04877183948,203398
282,1011.4617230929965,64.07651435745186,2377.116951266807,694.744726290289,-20052.85468320385,203431
283,1014.2571601065869,2583.3927304999524,430.47849137878944,54.70812990899026,-90542.18872454943,203465
284,470.93101492822024,3006.497796440237,1026.7020614706237,57.95144954730915,-140577.24889963272,203498
285,1010.3948694875428,3530.6846361576954,221.91668577691883,1457.2058879924964,-142719.27713338568,203531
286,967.9084198037572,3885.960113022263,125.28651097934085,1520.905909546524,-185009.6629140692,203565
287,1001.4039006052141,3905.477307577142,163.93519953555892,1567.5881614240257,-69333.85867556058,203598
288,1006.2313703486719,3900.0167948356325,200.21716338554484,1689.9594416342538,-68562.21545391607,203631
289,1012.2061927011289,3323.9741274564694,151.28362320805502,1603.8404766302083,-152211.95706302222,203665
290,1021.1118569615438,1488.6372925362448,108.85282573966902,2521.1467628839064,-110770.79205626716,203698
291,1020.3937933499108,115.25899117331471,1478.3845690403634,1889.0661714190956,-63775.965841770085,203731
292,1015.6490865130876,121.43853538595806,1392.0639786962388,867.4195012383788,-21588.358356605077,203765
293,694.5538136098598,151.01439887123456,1006.855422952888,1421.6290871277254,-41285.296257673224,203798
