,center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,center 8,center 9,score,MILLISEC
14,970.2525606739242,293.8809282685762,1038.1028438754272,501.765881661956,1190.6355445727295,228.00320408069615,1077.1816011694095,922.0553490860374,154.07141201403977,1121.387170030898,-2547.0971261642785,194498
15,1101.3374483331709,203.46579195100662,854.3499712939546,567.8564959565049,1009.5073055703956,44.60941604639095,1299.9661534055415,970.9395188978775,1041.375795962489,91.24691775616316,-2767.1312953724832,194531
16,1098.4325195477418,154.81454787456096,416.71693030161373,973.712123952305,59.371710435189584,1223.4578047484924,1059.0987163456148,999.6620716685073,443.66879538682906,1038.1781314338618,-933.1549731299982,194565
17,1022.5514817268555,191.59785135175173,820.4608461102821,50.69516742254632,320.11404217872104,970.770109939195,1064.3577574360793,92.33092656309691,998.0279169232631,1039.7942104089636,-541.3036881639388,194598
18,1068.8924243431952,224.72156940645414,977.0941612761792,1274.3037314549463,107.38249391777038,362.3879137057416,1022.4391913441266,999.1564550440662,128.2302616389751,1039.100091425268,-253.77976889707983,194631
19,1094.085711290194,132.7278599674138,1490.440874372412,975.2075143064692,297.8942765479055,1028.6755915497922,1061.342714637056,93.65361712181755,1010.2152905096857,164.5630578228297,-323.0074806229039,194665
20,1001.8368986276346,85.47559299878014,318.14147796224245,922.3421274125996,1104.3034003388743,228.08112591795054,1040.7242138603804,968.4635563696794,130.6789960169575,1021.3621982360489,-562.1207925631109,194698
21,1002.7155811933592,92.73618495495703,251.40803487557832,903.5816819359825,340.24843864447047,947.4249310631424,66.24724679791086,985.9498982895989,1018.2703407944596,932.6569572999496,-291.6054784529403,194731
22,55.25331711675835,985.5688128610379,372.8551997759988,185.0486422538679,897.6285423269471,100.06997551713505,1014.8059175429255,936.8585805765991,961.3646550607111,1000.3823499736218,-142.09305250377398,194765
23,1099.38722376711,181.77599756573704,994.5589633507402,82.80700453464067,342.90960908087715,1028.5488544634363,26.870057685088796,970.665009419773,1011.6107261940182,1059.7990375538186,-296.6330141652549,194798
24,1004.8426262491616,134.9937424223283,1531.9366827646631,322.9133010577297,1065.662593401732,57.67148342118492,966.1364488621571,1104.2318597106316,101.00495037373173,1035.8674461091532,-662.283093693397,194831
25,994.8863461989118,119.74556359214318,1468.7154251249626,608.3206391369604,1070.6461509433186,56.71307103693039,1044.271628393377,967.3267286703082,150.15991475756778,1018.4036308109536,-482.9369439192862,194865
26,994.4741380952472,92.35258523723087,1576.9977805945068,583.6283063731573,1085.1293458770556,1049.653219392727,126.0768657968066,1129.963716231632,968.6911653257434,60.66300355241242,-900.6114811774595,194898
27,1034.3454693925455,122.51144614922043,1413.648117460636,481.46754823144624,999.9015044007277,1114.7004081814987,69.94486453082823,1064.4683230078062,975.187061353676,1016.1978153883229,-623.7528503639242,194931
28,102.02064049739226,1028.0373708387842,402.01741255821247,1227.7316482033034,979.9818241820894,1071.538146777799,950.1961133852126,1001.1297156808678,69.00724599634452,1045.3296334715997,-559.5085428927199,194965
29,989.5538781556949,94.04254356407,1343.6744397360544,1010.0042467317483,61.369051708499796,137.47363383572872,945.4654938177279,1034.5042514483798,960.9427662457323,976.1531642114367,-193.145001942397,194998
30,967.2199657364254,71.04906969203512,1421.576941287386,1046.1758934328395,118.51031709994231,988.7808924576582,47.69696007084724,983.1696191944834,997.5882807418378,975.150086722261,-69.80050645076898,195031
31,952.3293167963225,81.49846624323675,1337.7421276165298,1017.3681732784843,998.3153808687216,116.01621198729629,1047.2264925486452,51.07492440206056,915.9197563105624,985.9171394415346,-413.8447167748973,195065
32,78.99854648306109,1012.5209123107738,1260.2912361831293,156.34257257701756,980.045061869326,105.87728746053142,1044.747816460987,1002.4369446044459,960.8111156725863,59.89156868875614,-239.13050982500877,195098
33,997.8265960498555,40.16371404957147,1135.9581858501658,143.00494599933552,899.1273547167832,1034.4067771665996,972.2746663355787,1187.7651282976783,1068.9780166121284,1008.3257224624265,-427.1596996000999,195131
34,988.9322748381122,58.146367040426526,1325.4210651713665,1052.2710851816062,1022.5989807594889,35.62993649796067,106.44716999526099,1001.479791347955,966.7041946738412,1069.617768472729,-154.33101602042882,195165
35,960.236057875065,60.48642287632413,1038.029383013795,1012.6517527238091,995.1909354161737,1085.4109820708468,87.43569065318809,984.0584322183872,967.5872053722082,1001.5173488262697,-68.14558682578209,195198
36,990.3800943834844,63.94361719689459,1161.143673290294,868.0034562143171,111.08114820582341,1006.0842907554828,20.542638584174142,1127.898488340152,973.85190634804,1031.2715452294804,-321.2589436315908,195231
37,1216.5726447689017,104.33894960468785,1017.1498750750077,1136.896395764381,22.912878474779177,172.72521529875132,1108.0762609134806,995.950411837016,1167.1113914275707,41.64132562731402,-261.2589312523302,195265
38,1271.79792314726,91.26775719676482,1022.4479395757176,199.3141538285322,1086.6098770081135,983.6571995828011,1057.3212504544404,1006.805383821434,161.34745117292675,1238.409060044378,-652.3508423550192,195298
39,1011.53171444938,167.8624659760336,1178.6981697665378,377.73683111940824,837.8323221265697,1287.087409619098,97.20596689504202,1043.6909196786485,1066.7942632016727,982.4567511929156,-830.9150763278998,195331
40,298.04194335697116,1214.8748292885066,961.6482118128923,657.7393100613647,1391.2279452533255,158.79861460352856,1011.4238638431182,859.2636382391612,231.01947969814148,1060.5590788997988,-2222.2091699054217,195365
41,936.7866667810003,1408.3884407364326,343.9868695245899,1025.281869165947,1219.8596891647871,701.5340333868344,1526.0976377676495,1312.8952738128048,980.934082775457,1123.9306028398728,-4100.948800644312,195398
42,976.4626809790632,330.57828119826627,1642.9403519300388,1243.4793926720297,1445.4580588865247,816.4300337444722,479.04279558302505,1034.073687272099,1172.5187072695285,880.093176885266,-3843.2138859783477,195431
43,1098.9412384655343,667.8689991308175,1464.2901502319523,895.6165474130098,564.7096599138357,1222.622816739186,981.8546912384223,446.4582847254601,1042.8415935982594,937.323451565016,-2474.0510081780844,195465
44,993.6009093686298,382.90860528329733,1370.8721214391633,858.0074381961476,1094.4895082747107,1219.0590633763402,964.342781380148,927.8111562779667,1038.8896553911666,1302.1754874055955,-2019.326720305211,195498
45,1007.9868134888752,474.80627628539196,1257.448761143972,859.9220894941587,1076.250267867445,971.8207998912085,1199.745068908131,1296.6375746522233,894.4873386881447,1046.7072178981093,-829.3169806077785,195531
46,1219.2490384951525,945.3200371456657,384.3774186915771,1602.4556156099925,1070.3695194129637,786.410198306202,1308.7005965859416,1029.6388882919887,989.5302626186447,1099.0677868084388,-1181.5358453427696,195565
47,1081.5963704003964,2254.7030846654734,614.837376872942,1249.4425878403897,778.5075465273281,1440.1562415238147,1006.110566203669,876.8502412716036,1169.6164244451852,542.3605811634912,-4223.0531995215815,195598
48,1159.6547125070008,2700.782664340098,1026.2824148077812,773.4736439190286,1551.339421274403,1383.1840080047195,867.247999455256,977.9086464581862,1253.4995013959917,1065.2525522147318,-1418.018901002086,195631
49,1018.9388267770203,3111.285747082707,1961.91437122011,784.8083112529503,1187.9130380159525,868.88743571759,989.4604253937994,731.6952917711033,933.3726480847671,1058.5428663970108,-1902.2539868126687,195665
50,1001.8259526238216,2038.6616922859675,3138.647001496027,707.9330054663874,1150.5149522945148,832.8870136475464,1086.5345264768107,1258.84947471888,1029.7614598474015,954.9843634746785,-2572.0890638155456,195698
51,787.7811871555735,2101.2446311650624,1002.085702694156,1558.9550987761002,2735.0148080037884,490.02346882572874,1304.131128376284,921.066391293219,1108.4105059440442,1684.4150319918188,-8188.335512797094,195731
52,2078.035851471288,965.4807610306556,1533.936439361162,749.4555121877531,1244.5411579590857,1846.0205849339818,1101.5598031881882,847.4078444794295,1028.5053064840374,678.3841094837054,-3829.987331085965,195765
53,1020.5407269135987,1611.6876248206413,1313.360322364448,1858.5556219817581,832.2950198096827,960.9458896917299,1048.5087764931868,878.9573368486095,996.3588844012218,802.9097084977861,-888.7481231622029,195798
54,932.3920849084896,1470.5063753687027,1815.4773476967428,1010.3404735338452,761.5343468700231,1203.4986497707423,852.9622629103271,963.4765062637548,1050.4009845862436,984.5929520398761,-821.5218537140445,195831
55,991.9161473437684,474.4533696792553,1380.5745180902043,1641.9990864796484,1121.9980912464007,805.1788621169833,668.8841454243029,1042.1390826304419,1175.0821247895826,925.0216213689278,-2566.725220639351,195865
56,710.0661940974236,1023.7496192391732,1320.8913657072635,334.9537281476354,972.0026003283144,805.8933441552106,1234.0721165156929,1442.5103119215473,1152.3111558949693,897.2101203174204,-1106.6306344721563,195898
57,895.8412377807467,210.92652749239483,686.1741761389742,1047.3185796108473,1226.3771850454493,998.3972709058852,609.9385214921255,1120.7073659078003,951.8971860803604,727.2544259060924,-1374.7483431722474,195931
58,975.2104980629268,523.7174810907118,1172.6752757974205,901.7913434232544,670.4692386679645,1079.1961959893667,1289.1225698125063,802.0355353723425,446.9373557893768,1025.312556769218,-2183.6672692476386,195965
59,1323.5747051073467,930.8336319010773,1061.3104491832917,1182.5866528384881,654.3401256227529,1012.3596320713142,816.4477937994566,721.2475303250611,1126.4994451840623,951.8693599590015,-788.6116486426753,195998
60,978.0384577892871,1267.383665573388,1099.1908846803613,836.6606241481668,1382.52594912356,1045.8684849094584,1175.776764526328,953.1843654962072,1013.3454487230567,1215.7425714352526,-712.6774187345787,196031
61,1548.2299570800199,1006.4290595088457,2984.8628109177816,1148.3057205496243,1333.4774785612124,907.8138575721347,825.7814480841768,1100.5685201783106,1245.7909134361191,961.410003300477,-1997.8052730668328,196065
62,1019.0361603546513,2760.525674577217,1377.745441180161,1791.4441102082978,850.3037186324365,1255.9498931896144,1122.1475064998372,986.5017970211767,1311.7690345483843,1045.9069693500028,-2465.083407386859,196098
63,1041.0480696554077,2090.38058735724,2951.933603589349,1372.0377535812581,872.2636241550248,1146.433407407552,1579.6885769036883,764.537768851219,1255.6757844694253,983.8286656557908,-5919.427725968106,196131
64,948.4408314745651,1768.5485574334677,1289.1539861475044,2231.7439369246645,1039.0897498642514,732.8260366553579,1620.3214638994014,2092.876250522233,1191.9048835972606,1422.691814835525,-6735.603024476935,196165
65,2010.5603696482233,1010.3064771433415,3585.46593903777,1673.7933842099847,1246.0216691534702,806.62801759219,1857.5398035517833,1338.061657772167,1140.1771792138272,1766.6490879628586,-5807.053041862688,196198
66,1488.047714288759,900.0033333271605,1940.5192874816626,1165.8567665026437,493.9605247385665,1026.8864922003872,678.3413594938761,1736.2615010418217,1613.4270978262389,1311.137673930545,-7662.00609882331,196231
67,1407.0984329463238,1218.6600163947983,1947.3104529067778,989.2987120522346,1580.4830417410521,2219.3262491125543,807.4608349635294,1115.0287602595486,1743.9868118767413,1059.0912086908015,-3804.6148136378906,196265
68,1061.4087591696057,1812.1523114793636,1514.6702611459698,774.8028153448369,2004.798992417943,982.0316615809797,1131.4079723954574,1618.4208352588644,1424.1355191479192,1221.7794399972524,-5645.3645751941995,196298
69,839.093447278227,1664.721898696596,1242.0603850054956,2228.926423191219,968.0515865612088,690.118830347354,1386.034146944612,1152.9938142965004,1009.534498735644,1196.9681394335973,-2104.494298845299,196331
70,1100.4613185644869,554.0649781388461,1362.1226082845847,739.601243914584,988.553725186938,1160.945842547859,1467.5464862482709,1265.3886355325258,831.2869540658028,1057.1829466479228,-4064.5161999901316,196365
71,1075.400467096027,752.1183417521474,1308.3424543771634,385.66306538220636,963.8301416554812,1216.732882235247,1365.8876234888432,711.3140006486954,808.5759086195927,1005.7329921932637,-2750.3249296442473,196398
72,598.1588417803418,1033.7902157197464,337.8135580464467,1238.3965439228261,905.7832903604765,985.4521193673118,706.0566549505783,1101.9478422647999,276.58994920278644,1183.2260984275154,-1773.0112548239767,196431
73,253.9468448317482,1052.5636656296351,982.2401374462875,351.7706787418981,837.4323853303024,470.18506994586716,1093.1565973479096,918.4519334009756,1014.3876566566278,1121.945631481312,-1341.0792485530235,196465
74,1039.7016729778238,661.2668966823746,1625.5109965792296,1247.907360483574,384.26293081690824,932.3143424844803,509.87253309037936,982.7414598104784,845.5264632168528,1103.0145057976345,-2200.4342566957243,196498
75,1022.3399111928911,626.5758072653006,1541.3049665786457,909.0355512459439,1221.1408600157476,982.6281273312507,558.0017921118175,677.8008557091088,959.4482789603617,1046.709155724343,-628.5370464903585,196531
76,1499.7549898888874,990.6332308953524,517.6910275444225,1268.960598285069,858.5429517502313,733.1705122275445,1053.997663633098,1355.2730352220544,950.288011439512,460.3357470368775,-3783.7675903084255,196565
77,931.0526300913391,1421.7693202485416,1067.2671125868355,1184.2660174133175,1002.6279300428238,1036.6068836081902,949.8667453332122,1212.9204425682667,904.7927939589263,988.7602127293278,-454.73091175119373,196598
78,1192.034814927819,1035.6246457401826,1487.210139825573,822.7443594923171,1364.915939038366,1572.2623519286053,954.3628235403493,749.9513317542679,864.8271503601168,1004.8147070917987,-2393.186671428491,196631
79,1069.705108681925,1682.1759704403808,755.850126605797,1008.8148375587615,1501.4130011425902,1181.3995937023171,941.0034116056197,661.7839526612896,1141.832299420541,1042.5982758535997,-1151.4066174131403,196665
80,1028.7138725193388,1464.5224477624097,793.9080253196182,1170.1818941129256,889.5510103417341,651.1543595799693,956.7324123534158,988.7435979095767,1395.8230546885231,1071.632838589294,-2353.5156450686377,196698
81,974.7431290413527,1511.2448511078542,417.3439828247198,841.7760984965064,1318.0952806387609,1028.9591878982696,894.3584292664771,765.2816474997946,1004.6794639489336,1064.154040891845,-1177.031632014472,196731
82,1059.8634073956855,1770.8986419329594,600.611355204012,1343.1661500789846,927.6927034966383,322.28093334853054,998.0827367238387,957.4612133973442,863.2071396461699,1704.2162421476917,-3043.3394344303956,196765
83,885.6345073785635,2120.9137181884603,1088.9590371768136,565.3876736441955,2463.5506895535964,1007.4948525005077,1252.703476485956,703.9218706646357,965.7319030384442,1153.6524606656894,-1265.1196005200425,196798
84,1009.9921736432982,3193.650262630522,2277.485235956536,559.3728631244101,1122.151057540898,928.1886252097181,1216.5479850790925,1081.4696352627097,1036.6971021260563,987.804130382132,-493.939982837821,196831
85,1172.5378458710832,3257.500422102812,2175.990808804118,1020.0762159412853,800.1474864048503,958.6983403746598,1246.2828731873033,1105.8923998292057,876.9270209088097,1050.1672122239468,-1537.0434572003587,196865
86,914.6369287156808,3028.749907139908,1270.8495011914906,1025.1391933439531,2461.8497110912353,773.4429520009863,1088.9819063816187,965.7362995583347,1192.4319687093264,713.3119934502714,-3016.204107789933,196898
87,2193.5881564231695,983.4658924472429,2906.5851097120826,789.2632297084756,1179.3592545973836,660.8244850185259,857.900520264147,1039.9932978126624,1266.3593486842508,1107.672785618569,-2996.216543051908,196931
88,946.2134553564204,2572.6278393891334,1305.9402742851605,2045.786645767344,565.6757021474407,1144.322285816564,1033.9962863761427,807.7239627496513,1450.8414799694692,1210.6547815128804,-6329.498767171629,196965
89,1043.6101016409298,2044.29572224764,1364.736604623764,686.9250322997408,1000.6849803577438,893.9916756203413,1513.0978157409388,1909.3085135723875,2173.76378661528,1127.0501319817145,-1790.079715003219,196998
90,1019.8557345973911,2743.3603481861437,1237.9784091387817,1645.1024284220116,658.4747527430342,2493.2639250588777,774.2021699788758,1146.6926353648566,869.5544836294043,965.8888913515898,-1648.5690799504364,197031
91,918.7663401939408,2937.6565490199837,2029.313430695219,1189.5730326465878,536.0317154795973,3246.5299937009668,1044.2637264898503,990.0199302715073,1315.5037058100597,1082.0542234237532,-2228.8556628545543,197065
92,986.6361313105024,3632.720881102758,1766.5132323308535,445.9698532319642,2529.933991233763,1216.133627526186,851.1109441632018,1396.6678202063654,1117.980269801452,705.2722878434967,-8178.621945922917,197098
93,1007.1085638048024,3567.453573629235,350.3441165482875,1167.4957725286686,1627.6587480181465,778.3116885980769,505.8873392367118,663.9314723674424,942.6233559068405,1075.7093922108547,-4660.654529602013,197131
94,3419.7340539872393,965.4975047793134,388.25054875568674,1359.7532864457435,691.2177939458259,875.0594900079989,1091.1541600252663,1506.3084013574378,1194.611652379132,1033.3254655522521,-5294.170841068559,197165
95,963.4706452493359,3116.465305438198,590.9086223774366,1100.8317263264037,331.35630369739465,1016.9462353938613,489.4180217360206,858.3629768343926,1177.9486406461021,907.7081028612668,-1256.2355633495317,197198
96,2848.653366066149,980.4993987820919,487.91614495065346,1352.1778729146547,1060.7924383084796,674.5746808174763,1203.4720603321043,911.3396464239183,1417.252976712344,1014.3435638940226,-2548.5479831147445,197231
97,1015.3497465110678,3162.547232848863,733.6579584520296,1651.1014505474823,513.6788880224688,1172.5199358646316,416.1610265269924,976.5389732102469,597.1339883141807,1088.3845827647506,-3448.790169797419,197265
98,968.7665975278965,3861.8432127677065,240.30189345904046,1629.6557918775363,575.3850433650524,1159.3726751998254,919.3058776486516,1018.5340366494291,832.8331165365604,1055.519303471045,-1136.6922097299387,197298
99,999.9800031823565,3798.077934956048,258.3524724093036,1738.6975010047033,1204.5413633320777,425.28429790299833,1089.5334530595555,1323.2898397554484,934.2723009945582,1040.5787247775047,-2561.8072958525604,197331
100,991.1852981433946,3511.081172516522,281.7905751305776,1576.1869497061152,594.246581816,1051.9095985025795,800.6903271552617,1752.918994135211,1380.4151549443377,1152.4669251841585,-10398.68698108914,197365
101,395.0316443020736,1140.2384359125108,3121.120952478452,985.5295331608085,1425.662652944237,857.2209551499009,1076.5774615830464,1505.749315125197,505.6372217311539,1038.1851944615594,-2600.615939344447,197398
102,1067.1160389302984,2826.7610440219387,437.59397702084584,1803.2864442456168,219.80445855350615,1210.9785299500566,991.5171140037002,1149.5234817810083,896.8193798084428,1292.350571632945,-5498.772153421642,197431
103,1049.1606168742705,2008.8334923532113,424.985766509546,2718.8194129070066,782.2237531550675,301.89236492498446,976.7797218150769,1155.606767027608,1019.8646261464429,1095.0867099226016,-1946.133295733368,197465
104,1100.923248914292,2612.1297823806535,926.732431719102,618.6355954841266,1902.4273967749727,1038.6164240519975,462.08224376186536,1207.656408089652,550.8649817611704,986.0063385188253,-2356.0882793764663,197498
105,963.6087314389903,1749.1497934711024,698.7052311239697,2145.9680799117214,1400.5920176839506,612.023043353624,1041.9648342315486,1008.0141047459229,521.7518567288477,921.8579066211886,-1986.6085303326424,197531
106,1015.6285386102857,1418.4227155541469,677.6879813011294,942.3951823247487,437.24020858104984,1130.1597229985844,1576.5370277922432,807.0142501839729,868.5240353611407,746.2727383470469,-3089.303601392548,197565
107,942.0011399925303,385.41017111643544,1529.0088292747037,984.7494607532858,581.8934610390462,1105.2183833608378,897.212026431974,1017.2291672061867,848.3542891976206,1045.6447771590504,-1601.8276041935571,197598
108,584.0084587564206,1027.3676384676082,231.3222859994255,1358.4531644484473,863.3666660231909,1154.3175472979694,1255.0685240256805,1074.518691951923,297.230550246774,989.8428247758777,-1579.831648809933,197631
109,1168.46298933402,374.3661309466977,1001.989924646681,596.9765489531394,245.96544472750645,725.7885366964678,1040.5107283645657,1245.3898652213113,196.55024802833498,1066.0820793916387,-994.1518034393872,197665
110,1028.8905244783107,443.15691029964927,1268.1506219688574,775.6971058344874,357.1302283481475,1372.0109329010465,981.2706464192528,1188.294997044084,1090.2848251718447,514.8718287107968,-2462.5185582723457,197698
111,1382.980115547581,995.0712615510147,530.3225433639419,111.80339887498951,1134.8034887287915,938.6800723389048,1564.5200542019268,1072.5130272204174,832.6692020244294,1037.7167055300763,-1853.623366008556,197731
112,1518.5038689446926,980.7812101973566,2375.889307185838,217.230292546873,620.2668780452492,1101.6042468176258,1341.5397869612366,1017.3325451579683,871.5514901599331,1159.7469551587535,-2714.5690122207275,197765
113,999.2432395184661,2813.747145711569,243.56723917637203,1895.4864810913318,678.475496978336,1102.461514425734,1274.5862073630014,801.9357829651948,1052.6278521898769,894.7195091200371,-3124.880327357586,197798
114,1048.8097740394576,3440.1013066478145,2079.9110557906074,418.74694028732915,1303.8795956682504,988.4051970539125,925.9934019274797,1097.733118749726,1030.4707499015883,997.9876389163724,-278.48380808085574,197831
115,1040.5253572735755,3512.083284889468,2081.5275640740383,815.6745674593514,1376.303061834439,625.511790456423,1199.7187170332886,987.6706888333351,902.875942202219,1089.5012620460795,-2306.285471971578,197865
116,1241.5832634181245,3827.168274325026,982.515716479773,1720.763783905275,871.8743982940036,1423.7362817600738,1069.8086099331808,1803.825656763979,815.7904142609178,927.0431792987686,-4060.341902440598,197898
117,1048.0923500712524,2801.6591512887503,1420.3893832326403,955.1428326463665,1308.514341961951,1633.5241045053483,837.9476410456753,1183.743637786493,1080.6204866257456,1001.0000464237091,-3144.8176482938943,197931
118,1061.9482258034905,2058.1171006529244,1364.718652323621,855.8264785629335,1177.081878425065,1481.0972284087227,756.2711154076956,1021.032047007124,1267.2182132529504,967.0749712405963,-3654.455117404371,197965
119,1119.038497239308,1330.8669416948433,973.4600946911319,840.0009570400002,1516.1398352394808,1026.3147169797255,1225.4382889399205,899.214657353849,1171.430322298343,1063.7945623792907,-1571.5146908874308,197998
120,1118.4203134041152,976.5441362619688,1533.7597595451512,1247.3684299355984,1027.6224343595134,924.4772124215231,1322.9622065652518,1068.899517637196,1176.3698398037923,1005.0547782022761,-1243.7279839267294,198031
121,1069.3871166374224,1638.2069466340326,955.9315568267367,1344.512922957604,784.1225893353846,1231.376136542875,1028.956297722053,922.0774455486243,1002.0593769198825,1102.1637809327615,-792.5754837364643,198065
122,921.290885154471,1663.5377963845606,1208.4547984926867,561.0106950852185,1380.561117806814,1047.9741730893527,1000.3726042622953,1514.996039598784,863.2091287747136,1105.832265761856,-2428.4536425055594,198098
123,1029.9388571490226,1464.7528801815001,867.3545019624557,1654.30619898494,1361.1319707414239,964.9935965340358,1142.1471008587291,795.427557983755,919.6355658021682,995.9247550341494,-2030.5466311559317,198131
124,1320.3724636494667,964.7867779374858,758.5474672007638,1043.3105367818043,1459.0507187894464,898.9160138744887,994.3534859854765,1086.7764458605388,1014.9939738670739,801.0268409984774,-995.6324117058703,198165
125,840.1077159235945,1012.8790899741643,1256.5325304185324,928.9331039518175,727.6159701380942,1056.1205292344584,972.0852911171112,778.6462611481545,990.8629865907878,905.2281366462868,-768.8714914350877,198198
126,1016.5455242546781,817.1796727857463,711.5363659012799,936.7886291375951,652.7028420345663,968.9966624569615,892.3566470213519,994.1486167724324,1040.9297279681268,828.5951967034325,-162.8998467439019,198231
127,984.2277586554393,359.7749296435203,1199.401611373376,819.762846172025,512.6802122181039,1051.4021586907663,914.0492328096993,1014.1847506175571,787.9340073889437,964.2694780873377,-537.3844432994428,198265
128,939.3201240677105,489.4456047407107,1219.2104002181084,1057.9327111144894,674.8140484607593,1129.3370150694086,820.4175766035245,620.5199429593201,1027.2039868459776,986.1181470797503,-1067.963418978173,198298
129,1097.2656925284778,844.2777978840851,279.94642344563,998.9446962736745,658.8735947109321,1167.6105916582528,951.1571840364621,1049.291628607334,1022.4101487216651,904.1979871687395,-878.8975668738074,198331
130,991.3818142235159,519.2821968833516,1127.9890577081942,802.0997444208544,1035.197548988163,884.6818637227735,1188.4868531035588,462.2531773822653,1059.0087867786867,1013.1731386824648,-618.7728138719243,198365
131,1052.183017051151,347.74415882944754,982.6097903033533,815.4170711973106,1160.8763930755074,1020.974404758017,1127.4160722643614,947.7155853564307,999.787315149201,834.9113725420202,-447.1598244909997,198398
132,1352.733898444184,996.561854168869,402.08705525047685,838.3764071107918,1036.7171432727264,944.3863052619009,1088.4966697238904,1013.2608507246892,984.5531981564023,972.1321926569452,-151.39745071954638,198431
133,1008.8729031578303,656.5119953207253,1166.49603514114,919.9597817296145,1276.615447188385,1084.7579348282927,957.2595240262132,1039.5770809046132,874.6685086362719,990.8045365495925,-420.35675654500983,198465
134,982.0254579184798,1452.2933587949785,1088.8810508891386,885.2762280779938,1017.1382253988016,922.5662513927564,1157.6830308853973,1072.7639521589172,1119.2327729297422,959.1126106980348,-452.61740131510106,198498
135,1079.8713250841088,1628.5287839028206,817.3432571447568,1011.2185261228983,1254.8163212199624,962.3014110284591,689.1741434499701,1186.2904366132266,1040.8362028740644,1103.9577023156862,-806.8054419824805,198531
136,983.3349041982088,1359.257885759726,1161.8279098544238,668.1384587044814,1057.86326866105,891.4192501089957,1270.64904674737,1025.7256513865107,1102.7025890471273,1209.2315741825466,-1732.5886005073667,198565
137,1000.26592098062,1202.6170025650829,717.854442070257,1079.6808574089505,1263.3297273475362,904.1360517090335,1030.5290597432663,1117.3799711825875,1170.4097573072431,976.7353058694649,-749.2437988130118,198598
138,1008.6931336663476,1411.0754763654566,824.7745146402136,1119.7816492231939,1264.4939699342183,719.686737407325,1053.410349920652,886.2098207263434,960.6424933345392,1027.8068092267279,-1151.7887501813268,198631
139,1426.2124666402267,1040.3559032812311,639.1306595681356,1749.0894774138915,372.8605637500432,1258.2678570161443,984.5526267800392,726.5961739508405,1073.4677452070928,1012.8008172118809,-521.4369559823753,198665
140,1028.726335082045,480.8388503438548,1807.7632588367317,245.7051078020154,1603.244522834867,682.3701341647361,1221.6889947936832,978.1380361155593,1075.0223253495715,1001.6023801646941,-899.9831265635399,198698
