,center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,score,MILLISEC
48,1032.7774377089395,2700.782664340098,1383.1840080047195,773.4736439190286,1190.936308803331,1551.339421274403,867.247999455256,977.9086464581862,-8554.80817667879,195631
49,767.1039714256681,1961.91437122011,3111.285747082707,1035.6232940772627,1187.9130380159525,868.88743571759,992.63193191088,933.3726480847671,-4708.845921637701,195665
50,1118.5247393856628,2038.6616922859675,3138.647001496027,707.9330054663874,954.9843634746785,1258.84947471888,1013.7983128624987,832.8870136475464,-8003.399775353728,195698
51,971.7034609188046,2735.0148080037884,1621.6850653839595,490.02346882572874,1304.131128376284,787.7811871555735,2101.2446311650624,1108.4105059440442,-28366.174471322138,195731
52,1244.5411579590857,965.4807610306556,2078.035851471288,731.6876615117412,1533.936439361162,1846.0205849339818,1040.6810559347293,847.4078444794295,-12065.811783407298,195765
53,1011.6608327152401,1611.6876248206413,1313.360322364448,817.6023641537345,1858.5556219817581,967.2025713319479,1048.5087764931868,878.9573368486095,-2382.3732730595743,195798
54,761.5343468700231,1050.4009845862436,1815.4773476967428,1470.5063753687027,852.9622629103271,993.1754592045324,1203.4986497707423,955.7054009249384,-2430.1159427343373,195831
55,1380.5745180902043,979.1984698426461,474.4533696792553,668.8841454243029,1641.9990864796484,1139.692769094128,1037.456796171499,805.1788621169833,-7956.049293832128,195865
56,1206.8184629754517,953.3044803255909,334.9537281476354,805.8933441552106,1442.5103119215473,1023.7496192391732,710.0661940974236,1320.8913657072635,-9758.636721856135,195898
57,998.3972709058852,609.9385214921255,210.92652749239483,923.8692119305535,1226.3771850454493,706.7143010225333,1047.3185796108473,1120.7073659078003,-5360.811143405613,195931
58,1289.1225698125063,802.0355353723425,981.1881906973603,485.3274184400443,1069.284261909252,901.7913434232544,670.4692386679645,1172.6752757974205,-6976.88075060839,195965
59,1012.3596320713142,654.3401256227529,1168.5648509248817,816.4477937994566,941.3514959300394,1323.5747051073467,1061.3104491832917,721.2475303250611,-3590.4446504226207,195998
60,963.1260024134392,1267.383665573388,1045.8684849094584,836.6606241481668,1382.52594912356,1195.7596679807903,1013.3454487230567,1099.1908846803613,-2252.5813641308237,196031
61,948.0109668683914,2984.8628109177816,1245.7909134361191,1548.2299570800199,1132.393320425853,1333.4774785612124,1006.4290595088457,825.7814480841768,-7190.669133155049,196065
62,2760.525674577217,1122.1475064998372,1791.4441102082978,1041.1704897295133,1377.745441180161,850.3037186324365,1274.5562736425377,991.4236915851928,-5170.371781771418,196098
63,845.3321603290733,2090.38058735724,1231.1217017467866,2951.933603589349,1006.2140937832197,1579.6885769036883,1372.0377535812581,1111.8934662702773,-19171.970641693548,196131
64,1039.0897498642514,1768.5485574334677,2162.3100937234485,1422.691814835525,732.8260366553579,1224.3212511140084,1620.3214638994014,948.4408314745651,-22682.645485744182,196165
65,1010.3064771433415,3585.46593903777,1827.242898355475,1292.0416634628186,806.62801759219,2010.5603696482233,1140.1771792138272,1673.7933842099847,-15550.147581172145,196198
66,1674.8442994340303,1015.3516595755484,678.3413594938761,1940.5192874816626,1311.137673930545,493.9605247385665,1488.047714288759,1165.8567665026437,-29841.9114106225,196231
67,1012.5628775984235,1743.9868118767413,2219.3262491125543,1407.0984329463238,807.4608349635294,1156.4812627136484,1947.3104529067778,1580.4830417410521,-26433.924685530317,196265
68,982.0316615809797,1566.5455482024172,1812.1523114793636,1424.1355191479192,774.8028153448369,1073.0752947072476,2004.798992417943,1221.7794399972524,-15110.696933103689,196298
69,2228.926423191219,995.7068613441656,1386.034146944612,1160.1693145582144,839.093447278227,1664.721898696596,690.118830347354,1217.0896626543104,-5602.230254312081,196331
70,1265.3886355325258,988.553725186938,785.4440989901934,1078.8221326062048,1467.5464862482709,554.0649781388461,1160.945842547859,1362.1226082845847,-11077.17713657946,196365
71,1075.400467096027,724.9154476831794,1216.732882235247,385.66306538220636,1005.7329921932637,1327.5241774143901,808.5759086195927,963.8301416554812,-6067.952090296702,196398
72,706.0566549505783,985.4521193673118,307.2017536246166,1210.8113211751706,905.7832903604765,1101.9478422647999,1033.7902157197464,598.1588417803418,-5169.065422820263,196431
73,351.7706787418981,987.177857565669,1094.0706755786848,837.4323853303024,918.4519334009756,253.9468448317482,470.18506994586716,1029.045345890799,-3358.235236812164,196465
74,983.7730629371929,661.2668966823746,1247.907360483574,1625.5109965792296,384.26293081690824,911.267064806017,1080.2382809272467,509.87253309037936,-10135.742318005197,196498
75,909.0355512459439,677.8008557091088,1541.3049665786457,1030.462992703375,1221.1408600157476,558.0017921118175,977.9921576570728,626.5758072653006,-1850.1947815998706,196531
76,1053.997663633098,489.01338729065003,1355.2730352220544,733.1705122275445,1499.7549898888874,980.5469260313923,858.5429517502313,1268.960598285069,-7870.186790767905,196565
77,1036.6068836081902,1421.7693202485416,995.6940713860758,1184.2660174133175,943.5953735859212,1067.2671125868355,904.7927939589263,1212.9204425682667,-1075.338700281583,196598
78,1018.5080131577471,1487.210139825573,836.7719564482504,1364.915939038366,1192.034814927819,1572.2623519286053,749.9513317542679,954.3628235403493,-5683.277128504205,196631
79,1061.9602993024034,1682.1759704403808,755.850126605797,1501.4130011425902,1161.6159465614292,941.0034116056197,1008.8148375587615,661.7839526612896,-2983.878271493156,196665
80,976.7394033260164,1464.5224477624097,793.9080253196182,1170.1818941129256,651.1543595799693,889.5510103417341,1050.1733555543165,1395.8230546885231,-6116.8957949156575,196698
81,1011.6165279344582,1318.0952806387609,417.3439828247198,868.0672638814917,1511.2448511078542,1064.154040891845,974.7431290413527,765.2816474997946,-3401.6323795528583,196731
82,939.2327183115491,1737.5574420403254,600.611355204012,1343.1661500789846,1059.8634073956855,322.28093334853054,863.2071396461699,981.1162151960336,-6771.806760382828,196765
83,986.613377769476,2120.9137181884603,565.3876736441955,1110.5235116731055,2463.5506895535964,885.6345073785635,703.9218706646357,1252.703476485956,-7543.566857869132,196798
84,1097.742204173985,3193.650262630522,2277.485235956536,928.1886252097181,559.3728631244101,1036.6971021260563,1216.5479850790925,1004.4451628280067,-2849.145672948855,196831
85,876.9270209088097,3257.500422102812,2175.990808804118,1029.1035148260837,1139.2151228501443,958.6983403746598,1246.2828731873033,800.1474864048503,-5659.334116555368,196865
86,1088.9819063816187,3028.749907139908,921.2085667167319,1192.4319687093264,2461.8497110912353,743.3774727256289,1008.3784255549801,1270.8495011914906,-8559.767741237418,196898
87,2906.5851097120826,999.6165796945056,2193.5881564231695,789.2632297084756,1161.43763735268,660.8244850185259,857.900520264147,1266.3593486842508,-11415.211143820477,196931
88,1378.390877127315,2045.786645767344,946.2134553564204,2572.6278393891334,565.6757021474407,1160.905409740643,807.7239627496513,1033.9962863761427,-20127.67846053117,196965
89,1007.7049084590212,1909.3085135723875,1364.736604623764,686.9250322997408,2109.02975443146,893.9916756203413,1513.0978157409388,1093.1555975881208,-14072.495209627816,196998
90,1019.8557345973911,2743.3603481861437,1645.1024284220116,658.4747527430342,1215.1569656953004,821.87832680414,2493.2639250588777,965.8888913515898,-12444.42030933298,197031
91,990.0199302715073,2937.6565490199837,2029.313430695219,536.0317154795973,1252.5383692283237,3246.5299937009668,1056.8605588011515,918.7663401939408,-12062.285095905574,197065
92,986.6361313105024,2529.933991233763,3632.720881102758,1766.5132323308535,445.9698532319642,1142.5186092326355,814.6512800832755,1396.6678202063654,-31355.868428255406,197098
93,1042.9140403947727,3567.453573629235,505.8873392367118,1627.6587480181465,740.1849498545321,1167.4957725286686,350.3441165482875,959.4502688836983,-19645.000409054126,197131
94,1056.4569433414579,3419.7340539872393,691.2177939458259,1433.0308439015907,388.25054875568674,875.0594900079989,1194.611652379132,965.4975047793134,-20046.361179802356,197165
95,883.0355398478297,3116.465305438198,331.35630369739465,1016.9462353938613,489.4180217360206,1120.1109549063283,590.9086223774366,963.4706452493359,-6933.970150297367,197198
96,995.0040409729194,2848.653366066149,487.91614495065346,1384.7154248134993,674.5746808174763,1203.4720603321043,911.3396464239183,1060.7924383084796,-6629.522571038129,197231
97,1043.6140179932172,3162.547232848863,555.4064381683247,1651.1014505474823,733.6579584520296,1172.5199358646316,416.1610265269924,984.1799802330017,-9898.167760244236,197265
98,832.8331165365604,3861.8432127677065,1629.6557918775363,950.2188275731796,575.3850433650524,240.30189345904046,1024.698247786365,1159.3726751998254,-6863.547448526308,197298
99,981.2063739858428,3798.077934956048,425.28429790299833,1323.2898397554484,1738.6975010047033,1204.5413633320777,258.3524724093036,1060.1606160903252,-11605.545982399295,197331
100,1013.956910778089,3511.081172516522,281.7905751305776,1690.957041569736,1451.8969826761536,800.6903271552617,594.246581816,1152.4669251841585,-29633.109578499734,197365
101,1140.2384359125108,3121.120952478452,395.0316443020736,992.5806249391837,1465.705984034717,857.2209551499009,1061.7313786245218,505.6372217311539,-7229.3847253703925,197398
102,1292.350571632945,437.59397702084584,1803.2864442456168,2826.7610440219387,1060.3804842736797,219.80445855350615,966.8875586985953,1170.0084978373577,-15047.211685237029,197431
103,1115.2600622909372,2718.8194129070066,424.985766509546,2008.8334923532113,1024.0497676789896,782.2237531550675,301.89236492498446,976.7797218150769,-5123.565375588337,197465
104,1100.923248914292,2612.1297823806535,573.4551863354891,1902.4273967749727,972.755486054211,1207.656408089652,1033.9908701169675,462.08224376186536,-8367.197506696724,197498
105,1013.0221167983631,2145.9680799117214,521.7518567288477,1400.5920176839506,1749.1497934711024,698.7052311239697,950.9433619139012,612.023043353624,-5062.918864043356,197531
106,837.7691427725567,1576.5370277922432,1015.6285386102857,437.24020858104984,1130.1597229985844,711.9803598240882,1418.4227155541469,942.3951823247487,-7332.964887186981,197565
107,385.41017111643544,1024.3330696944026,1529.0088292747037,880.9261140205228,581.8934610390462,1105.2183833608378,984.7494607532858,942.0011399925303,-3798.7984293792733,197598
108,264.2764181230997,1053.8659901350559,584.0084587564206,1255.0685240256805,1008.5221269121331,863.3666660231909,1154.3175472979694,1358.4531644484473,-6070.520262258775,197631
109,221.2578463779207,1044.1637785112905,596.9765489531394,1245.3898652213113,725.7885366964678,374.3661309466977,1168.46298933402,1001.989924646681,-2775.563201576674,197665
110,985.9876523295114,443.15691029964927,1228.2228095064706,775.6971058344874,1372.0109329010465,1040.420830662745,514.8718287107968,357.1302283481475,-8783.928707136225,197698
111,1103.6582579746046,111.80339887498951,1564.5200542019268,530.3225433639419,938.6800723389048,1382.980115547581,1011.0633030431627,832.6692020244294,-9143.663508755943,197731
112,1004.0411506268368,2375.889307185838,217.230292546873,1341.5397869612366,620.2668780452492,1116.1399239029076,1518.5038689446926,871.5514901599331,-8650.727407359023,197765
113,1007.1499336361918,2813.747145711569,1895.4864810913318,243.56723917637203,678.475496978336,1274.5862073630014,1079.6831127408777,848.3276460426159,-10071.390819963617,197798
114,1038.3303316749607,3440.1013066478145,2079.9110557906074,418.74694028732915,1303.8795956682504,925.9934019274797,993.1964179851425,1097.733118749726,-992.7668355737364,197831
115,873.8088172879299,3512.083284889468,2081.5275640740383,1376.303061834439,625.511790456423,1056.8506588644102,1199.7187170332886,987.6706888333351,-8974.764808859205,197865
116,815.7904142609178,3827.168274325026,1423.7362817600738,976.8675842474839,1762.294720334627,1241.5832634181245,1069.8086099331808,881.6826906564495,-9496.38172534615,197898
117,1061.1036046930496,2801.6591512887503,1308.514341961951,968.2448937256072,1633.5241045053483,837.9476410456753,1183.743637786493,1420.3893832326403,-7418.633328715904,197931
118,1012.039201046036,1481.0972284087227,2058.1171006529244,1199.6159621320362,855.8264785629335,1364.718652323621,1061.9482258034905,756.2711154076956,-12174.01261395355,197965
119,1037.023244236744,1516.1398352394808,1330.8669416948433,840.0009570400002,1198.434305619132,1119.038497239308,973.4600946911319,899.214657353849,-5036.714651516741,197998
120,1017.9505817206973,1247.3684299355984,1533.7597595451512,1137.6658841603698,924.4772124215231,1322.9622065652518,1079.062197351055,976.5441362619688,-4250.826327002036,198031
121,1017.4290459496943,1344.512922957604,922.0774455486243,1638.2069466340326,784.1225893353846,1080.3126714025354,1231.376136542875,955.9315568267367,-2748.9722772406335,198065
122,1083.338134687037,1514.996039598784,906.7704460595317,561.0106950852185,1003.8457780927146,1663.5377963845606,1380.561117806814,1208.4547984926867,-6724.942531939169,198098
123,1361.1319707414239,929.5388985547087,1654.30619898494,998.65149499712,795.427557983755,1142.1471008587291,867.3545019624557,1464.7528801815001,-5574.028694209501,198131
124,1320.3724636494667,985.905855114622,758.5474672007638,1459.0507187894464,1075.4258173627093,898.9160138744887,1021.2948203102352,801.0268409984774,-3078.452509033675,198165
125,917.0806202990522,1056.1205292344584,778.6462611481545,1256.5325304185324,975.7629245577574,840.1077159235945,1008.3918545560931,727.6159701380942,-1701.636590674458,198198
126,711.5363659012799,1013.7109588988612,892.3566470213519,820.984847424975,976.5289972316093,936.7886291375951,652.7028420345663,1040.9297279681268,-914.5967867485467,198231
127,977.5749984660721,359.7749296435203,809.1532332443312,1199.401611373376,512.6802122181039,1051.4021586907663,1014.1847506175571,914.0492328096993,-1743.8783797991132,198265
128,939.3201240677105,638.6179781264666,1057.9327111144894,489.4456047407107,1129.3370150694086,820.4175766035245,1219.2104002181084,1020.3563468849397,-4439.901871525864,198298
129,658.8735947109321,998.9446962736745,279.94642344563,1167.6105916582528,844.2777978840851,1080.2908660476332,939.4173848195314,1032.344785924636,-3208.823574108629,198331
130,462.2531773822653,998.6455890431656,1127.9890577081942,802.0997444208544,1049.4842916624773,519.2821968833516,884.6818637227735,1188.4868531035588,-2248.866511362533,198365
131,997.8787012774402,347.74415882944754,825.1642218696654,1160.8763930755074,1052.183017051151,947.7155853564307,1020.974404758017,1127.4160722643614,-899.4558145765873,198398
132,990.4888012481373,402.08705525047685,1352.733898444184,838.3764071107918,1088.4966697238904,1036.7171432727264,944.3863052619009,1013.2608507246892,-671.121800864419,198431
133,874.6685086362719,1084.7579348282927,656.5119953207253,1004.3558115057708,1276.615447188385,1039.5770809046132,1166.49603514114,944.8262765940136,-1837.5694146413089,198465
134,1017.1382253988016,1452.2933587949785,1119.2327729297422,885.2762280779938,1080.8225015240278,922.5662513927564,970.5690343082573,1157.6830308853973,-974.8775566685322,198498
135,1089.5058759767398,1628.5287839028206,689.1741434499701,1254.8163212199624,962.3014110284591,817.3432571447568,1030.963643957009,1186.2904366132266,-3257.4032760258315,198531
136,1039.4989159327417,1270.64904674737,668.1384587044814,891.4192501089957,1177.6291312971314,983.3349041982088,1102.7025890471273,1359.257885759726,-5001.219813427285,198565
137,990.1813716472678,1191.881254145803,717.854442070257,1030.5290597432663,1079.6808574089505,904.1360517090335,1263.3297273475362,1117.3799711825875,-2389.964159275697,198598
138,1001.8287564760893,1264.4939699342183,824.7745146402136,1411.0754763654566,1119.7816492231939,719.686737407325,886.2098207263434,1040.60857957369,-4114.1270111053245,198631
139,1426.2124666402267,999.9607306519529,639.1306595681356,1749.0894774138915,372.8605637500432,1258.2678570161443,726.5961739508405,1048.6338637626964,-3519.9877746119055,198665
140,989.8702081401267,1807.7632588367317,480.8388503438548,245.7051078020154,1221.6889947936832,1603.244522834867,682.3701341647361,1033.8703340006589,-3631.0184800263764,198698
141,1032.1878748091272,441.8288489879245,1480.0692551363938,205.38987316808004,969.8252734350419,1631.818923778003,1129.1527797424048,901.4593723513001,-3397.455491146505,198731
142,869.1754713520164,191.37183938497378,1801.5163057824373,1083.5030481850279,579.5826084347252,1023.5096633860766,1355.7319056509662,973.6062524977398,-7837.004457429704,198765
143,1002.7497274334395,2044.0887945488082,327.00152904841286,818.7380027277873,1041.9596339221985,931.8633882543836,209.35376758014172,1145.2794418830715,-2629.4008359807967,198798
144,984.4404231117576,2220.8552406674326,466.02682326235265,1092.723228474647,681.3009613966503,1021.0718768568928,281.84215440561763,882.436632787402,-7177.098278102574,198831
145,1016.0982686396524,382.8184948510194,2417.246780947283,685.5649636524029,954.0398278802048,239.50574105853912,1054.3661603067503,914.6835518363714,-1261.8698744216042,198865
146,1026.7530030383973,2096.357316871339,356.1552103963237,733.9659392642141,1135.186328317955,925.0135134148042,989.9058647306013,1071.4793135836446,-1696.262432936702,198898
147,1026.7745854394748,2179.6671764285484,377.1591176148338,683.7141215449627,1269.0823456340413,238.95606290697037,976.5331817293666,1123.2475239233781,-2996.231863547753,198931
148,971.1875327453993,324.6783023240081,1766.8902059833827,747.7365846339204,114.10083259994201,1064.8912051477332,1009.4309231262887,866.293830059986,-2660.681246918923,198965
149,971.7184207755101,131.43059004660972,1399.9210383705,649.7791932649121,1014.8989904146654,1059.463280349819,1149.8886902652796,239.7456986058353,-3661.8840359540063,198998
150,1017.1480448372365,2271.746024537074,206.82771355116893,1794.6840947643125,564.0168437201145,1135.648184507496,1052.2195665326797,977.4894976301738,-1934.7613418090266,199031
151,1066.1678420936332,2120.8875500601157,178.33779735071357,961.6705080990748,2302.583114677948,774.2422101642354,1010.7365710794388,1042.78647370362,-628.1797724396258,199065
152,1001.4605591094034,2349.156870028053,173.9051516015935,2002.3111646295138,828.9595888823532,1033.613096732111,888.6714803570552,1074.9586038541206,-1067.7824622371054,199098
153,1002.730051687031,1992.2304083614424,247.33738340025275,2567.8214501791203,805.2577227198756,1143.1627180764774,1059.432558839217,958.6950724165014,-3078.557873142303,199131
154,1024.56964919608,2811.0595867039174,404.00371285422614,2049.787549967069,1263.292919318398,894.5819999094726,287.5204340564337,1089.5316777952448,-8788.322660868369,199165
155,1027.5152062499185,2945.2449813215876,288.01880024164893,1671.0828824447935,1195.174882754502,989.789521144364,1313.004569679786,873.4254404355303,-4575.771768621475,199198
156,1133.2711199505352,2902.3883268784,180.95579570712846,958.938690051395,1052.865019990937,1252.1808974744822,260.97701048176646,1006.798990929362,-4551.129854459027,199231
157,1017.9939619907993,3103.729047452435,151.4704999229607,1353.7642087960967,593.6505706221463,1141.8676640722583,1077.91026783539,975.0058466016536,-5997.465865759214,199265
158,1296.9487570405245,3974.5361993571023,63.356136245828566,1023.6309431963198,515.0427166750346,352.6315357423382,1130.7920273448733,941.9810410649244,-9778.399903730813,199298
159,1346.0518577243213,247.1256730514292,1002.0135825417894,2004.8371504937752,1710.5545884303137,544.2361619738255,1063.9920649737417,907.9691624719421,-4692.372921421762,199331
160,998.3366227013504,1523.2091123677012,404.46137021970344,1919.9091124321485,748.4015090397588,1100.3315732845278,277.4563028658747,1336.5361947960855,-14831.955599422374,199365
161,1067.6338729268184,365.074716606288,842.0463170158753,1170.73255211387,661.1172361994505,1361.3915674779244,940.7303483485015,1022.316201538091,-5879.462546123186,199398
162,453.7301922781878,1052.2095798841597,1007.0742302033971,717.7778207774325,1218.5327242220458,958.128948588476,347.4996402875836,1095.8350451798428,-2756.63497435782,199431
163,978.7799169582876,342.8848203114277,689.404747344591,1041.4960390377385,1117.8756639268966,754.7642015888141,273.71700714424014,941.7094615729574,-1299.8499307844845,199465
164,1042.7871080004077,412.03033868879123,926.6057273588368,602.5207367946273,247.8769856198836,988.4872183052804,344.0712135590538,880.8111110199335,-2470.8317691605334,199498
165,926.1230717084302,198.886902535084,560.6360484381898,996.31751360979,359.52885836883803,854.044176528949,267.09923249608937,1039.2349993104476,-5781.129178955636,199531
166,944.8394310579054,442.3345939879901,66.49060083951713,798.078316958931,1000.8778837800681,528.1486533164692,876.7338581037537,166.69133150827008,-4423.67642757789,199565
167,966.4986522893979,439.53206390291757,47.92702786528707,850.1611501170025,1026.4993527017402,593.6295140910701,298.0889129102254,765.4998367080166,-5792.126542846549,199598
168,1010.8122384964524,537.1778104129023,166.40012019226435,381.0965666551491,910.2290089897502,1041.2665351391572,635.8647654965638,947.3070521850569,-1940.1846154660034,199631
169,920.8557805296683,322.422083610909,597.7275949552825,1030.54336199182,205.33484074833075,1082.7365007575222,966.0274323227059,1010.8043878869446,-1988.4798836413474,199665
170,263.5312811388077,970.2819747049937,568.058695769847,725.9993112944392,1095.9425882032967,915.9194563173735,193.7627415165258,1026.538471753629,-4003.9937175231726,199698
