,center 0,center 1,center 2,center 3,center 4,center 5,score,MILLISEC
36,981.6622636341525,49.47662432598793,1150.06194497358,1007.4965413840375,868.0034562143171,111.08114820582341,-3241.073054578962,195231
37,1005.5865314906486,104.33894960468785,1137.2451109674535,32.277102051046654,1216.5726447689017,172.72521529875132,-3405.37941032865,195265
38,1260.6683021129659,91.26775719676482,1012.0195690728618,186.65858627666375,1071.965563731277,983.6571995828011,-3540.6183483514556,195298
39,144.31029961570323,1022.9634820090562,377.73683111940824,1287.087409619098,1178.6981697665378,837.8323221265697,-11603.118108234796,195331
40,1025.4624967164555,229.28667921954707,1391.2279452533255,657.7393100613647,944.5841162172704,1214.8748292885066,-24105.522348884704,195365
41,343.9868695245899,1054.24443139089,1467.243039252041,701.5340333868344,1250.8715507141264,969.2345297955985,-28231.437356663508,195398
42,1005.2681841255812,404.81053839064566,1642.9403519300388,1196.1722690703623,848.261605314869,1445.4580588865247,-30204.597852495903,195431
43,1066.8842985413771,446.4582847254601,1464.2901502319523,1222.622816739186,950.4501394033321,616.2893295223266,-19672.514717114096,195465
44,1219.0590633763402,885.9289254288752,382.90860528329733,998.8110679031736,1347.973243427974,1082.5022559069434,-14451.303391107895,195498
45,989.9038066900418,1270.5116989800558,474.80627628539196,882.9655889568162,1068.864505375111,1199.745068908131,-5920.218281503584,195531
46,974.7935207943183,1263.974817540547,384.3774186915771,1602.4556156099925,786.410198306202,1048.5001583867888,-17081.536300896205,195565
47,1031.2725009359115,2254.7030846654734,844.0693430235119,1440.1562415238147,1201.546889803267,578.5989790182166,-32339.892802717608,195598
48,810.9833861335196,2700.782664340098,1190.936308803331,1551.339421274403,1010.8299212086382,1383.1840080047195,-26332.566092125526,195631
49,1006.9623859663409,3111.285747082707,1961.91437122011,767.1039714256681,1187.9130380159525,901.1300419011785,-12563.702977519815,195665
50,1258.84947471888,3138.647001496027,2038.6616922859675,1000.728546331872,770.4100095569669,1118.5247393856628,-28997.696046591213,195698
51,971.7034609188046,2101.2446311650624,2735.0148080037884,1621.6850653839595,713.3417575731123,1147.5546304304921,-125506.16822627925,195731
52,1015.6142909667047,2078.035851471288,770.261055834304,1244.5411579590857,1533.936439361162,1846.0205849339818,-41230.861485493595,195765
53,1032.5270338762793,1611.6876248206413,838.0540217186929,1313.360322364448,1858.5556219817581,981.1818866685824,-7320.9044378180215,195798
54,816.3910964942055,1470.5063753687027,1034.3767801652843,1815.4773476967428,970.1491764824073,1203.4986497707423,-15171.874063496722,195831
55,1006.0869281482705,1641.9990864796484,474.4533696792553,1139.692769094128,737.0315037706431,1380.5745180902043,-28209.510242142896,195865
56,1008.2255135659155,334.9537281476354,1381.7008388144054,710.0661940974236,828.722538195763,1206.8184629754517,-24836.132996789587,195898
57,998.3972709058852,210.92652749239483,674.4557078457307,1059.5500439936727,1226.3771850454493,923.8692119305535,-16092.773774334204,195931
58,736.2523870201535,1201.787099301192,981.1881906973603,485.3274184400443,901.7913434232544,1069.284261909252,-25801.705177437478,195965
59,1028.67657110864,816.4477937994566,941.3514959300394,1168.5648509248817,687.793827973907,1323.5747051073467,-10621.11004428239,195998
60,963.1260024134392,1250.169967527343,1124.7195112956833,836.6606241481668,1025.5415872929573,1382.52594912356,-9125.358847116087,196031
61,987.1351782766877,2984.8628109177816,1311.555837279939,1132.393320425853,1548.2299570800199,866.7976528281557,-17641.986680905124,196065
62,1122.1475064998372,2760.525674577217,1791.4441102082978,1315.831940657587,1013.5333796493353,850.3037186324365,-23447.407884104567,196098
63,1441.2546946887348,2951.933603589349,1016.5254679412861,2090.38058735724,1190.1303582323012,845.3321603290733,-63302.33322308813,196131
64,2162.3100937234485,1224.3212511140084,1669.7304950774235,1006.1265068134564,732.8260366553579,1422.691814835525,-58246.73596164515,196165
65,1292.0416634628186,3585.46593903777,1908.5466589172634,1023.29354735039,806.62801759219,1704.7452854609426,-46580.8090369247,196198
66,1015.3516595755484,1940.5192874816626,586.1509421162214,1488.047714288759,1674.8442994340303,1238.4972202165943,-57393.32855469208,196231
67,1156.4812627136484,1845.6486323917595,2219.3262491125543,1012.5628775984235,1522.6881721428094,807.4608349635294,-67145.6578976532,196265
68,774.8028153448369,1618.4208352588644,1908.4756519486532,1454.3137664806027,1018.1121604849006,1176.593706196355,-50933.38885946357,196298
69,1184.5637494565412,2228.926423191219,801.8497930455087,1664.721898696596,995.7068613441656,1386.034146944612,-27801.466525668588,196331
70,1467.5464862482709,1121.4945821890954,554.0649781388461,785.4440989901934,1297.6332931165452,1009.9205247841483,-28910.78247201208,196365
71,1075.400467096027,745.8305629172827,1327.5241774143901,385.66306538220636,1216.732882235247,987.7746276770712,-14327.283290266683,196398
72,994.9555110588807,307.2017536246166,652.1077483654601,1210.8113211751706,1082.943855910032,905.7832903604765,-15815.509884892494,196431
73,1010.4375733018524,351.7706787418981,898.1970463833072,470.18506994586716,253.9468448317482,1094.0706755786848,-12176.664122116248,196465
74,1012.0156438507094,447.06773195364383,1625.5109965792296,661.2668966823746,1247.907360483574,917.8496959398758,-30464.814887552737,196498
75,623.1060139233656,977.9921576570728,1541.3049665786457,1221.1408600157476,1030.462992703375,909.0355512459439,-9116.39859476181,196531
76,980.5469260313923,1499.7549898888874,489.01338729065003,795.8567319888879,1053.997663633098,1312.1168167535616,-19454.229471703333,196565
77,995.6940713860758,1421.7693202485416,1198.5932299907922,933.8947286791724,1067.2671125868355,1036.6068836081902,-2615.1068800438347,196598
78,1018.5080131577471,1364.915939038366,815.0668002747548,1543.9116145609278,1192.034814927819,954.3628235403493,-16159.22863844037,196631
79,1047.2012539116577,1682.1759704403808,724.4947352909612,959.658576482178,1501.4130011425902,1161.6159465614292,-15866.517752476746,196665
80,976.7394033260164,1430.1727512254665,651.1543595799693,1170.1818941129256,825.7890203269902,1050.1733555543165,-14575.086155236304,196698
81,833.8053917542594,1046.5566143950573,1318.0952806387609,417.3439828247198,989.7112964951432,1511.2448511078542,-13081.875723079203,196731
82,933.1262559613407,1737.5574420403254,322.28093334853054,1343.1661500789846,1051.4984577748387,600.611355204012,-22150.13148750688,196765
83,1146.0685028763182,2463.5506895535964,611.5657393176755,885.6345073785635,2120.9137181884603,986.613377769476,-35499.40614957208,196798
84,1022.3629068824787,3193.650262630522,2277.485235956536,559.3728631244101,1117.5431676581695,928.1886252097181,-16923.01829442048,196831
85,1209.410359529193,3257.500422102812,958.6983403746598,2175.990808804118,1036.0843225536403,838.53725365683,-14465.723781954777,196865
86,2461.8497110912353,1052.5003560743812,3028.749907139908,936.5366590768183,1244.710323697436,743.3774727256289,-20387.103010911935,196898
87,999.6165796945056,2193.5881564231695,2906.5851097120826,660.8244850185259,1182.421979618994,835.0214234122566,-26503.500423915066,196931
88,954.3470272141707,2045.786645767344,1125.8562489316255,2572.6278393891334,565.6757021474407,1378.390877127315,-67915.93662879171,196965
89,1021.9466899805379,1909.3085135723875,1438.9172101823515,686.9250322997408,2109.02975443146,893.9916756203413,-37247.72014610198,196998
90,1005.1375046212634,2493.2639250588777,1645.1024284220116,1215.1569656953004,767.4104687837714,2743.3603481861437,-36599.27693311386,197031
91,1252.5383692283237,3246.5299937009668,2029.313430695219,536.0317154795973,1002.5054636678516,2937.6565490199837,-51761.196963290044,197065
92,958.2456811102319,2529.933991233763,3632.720881102758,1766.5132323308535,532.403998102475,1221.45637914687,-151225.56474863848,197098
93,985.6134945054818,3567.453573629235,428.11572789249965,1627.6587480181465,740.1849498545321,1112.4239443379804,-43905.76244456588,197131
94,1433.0308439015907,691.2177939458259,3419.7340539872393,1079.4827281810701,388.25054875568674,939.6580719875093,-47636.29922674393,197165
95,992.6391489645316,3116.465305438198,540.1633220567286,1120.1109549063283,331.35630369739465,883.0355398478297,-19883.155908589408,197198
96,969.904722608219,2848.653366066149,674.5746808174763,1384.7154248134993,1089.3283627132046,487.91614495065346,-37614.93712570861,197231
97,994.4516378106258,3162.547232848863,665.3959733831051,1651.1014505474823,1130.4522593146912,464.91995727473056,-25928.863411976443,197265
98,1043.9374517025738,3861.8432127677065,575.3850433650524,1629.6557918775363,937.1759707913332,240.30189345904046,-34658.08021465031,197298
99,1234.2284824379203,3798.077934956048,425.28429790299833,1738.6975010047033,1014.1039748627104,258.3524724093036,-40363.28248207504,197331
100,1051.7323692524715,3511.081172516522,281.7905751305776,1690.957041569736,697.4684544856309,1451.8969826761536,-92800.85395321168,197365
101,1122.0495861040924,3121.120952478452,450.33443301661373,1465.705984034717,1008.0962451468446,857.2209551499009,-22467.009623912458,197398
102,1021.4250986173945,2826.7610440219387,437.59397702084584,1803.2864442456168,219.80445855350615,1200.5940162862544,-51767.26975407321,197431
103,1004.3539152356927,2008.8334923532113,383.9546326480256,2718.8194129070066,1115.2600622909372,782.2237531550675,-21742.055989625,197465
104,977.5386375474362,2612.1297823806535,545.6119506920832,1902.4273967749727,1207.656408089652,1047.5173990323253,-21059.972833098578,197498
105,1013.0221167983631,1749.1497934711024,611.1257936400164,2145.9680799117214,1400.5920176839506,950.9433619139012,-20722.387447147754,197531
106,1015.6285386102857,743.658323277383,1497.479871673195,437.24020858104984,930.0833244974807,1130.1597229985844,-28509.721424234947,197565
107,987.2182512239272,581.8934610390462,1529.0088292747037,892.3913161785588,385.41017111643544,1085.3605146269088,-12356.984056913874,197598
108,1017.1335983698635,264.2764181230997,1306.7608442370638,584.0084587564206,863.3666660231909,1101.1183104006052,-16413.45502807684,197631
109,1026.5913394010365,221.2578463779207,596.9765489531394,1206.9264272776657,725.7885366964678,374.3661309466977,-13880.9897889196,197665
110,1040.420830662745,439.5789694145607,1372.0109329010465,775.6971058344874,1228.2228095064706,985.9876523295114,-21276.34159352985,197698
111,1075.3975926412352,111.80339887498951,956.2745799135122,530.3225433639419,1564.5200542019268,1382.980115547581,-37230.402302408555,197731
112,1116.1399239029076,2375.889307185838,217.230292546873,993.0003455879282,1430.0218279529645,620.2668780452492,-40399.588183231834,197765
113,1033.054640459294,2813.747145711569,243.56723917637203,1895.4864810913318,791.7102630211893,1274.5862073630014,-46215.11583802321,197798
114,2079.9110557906074,970.7954126325883,3440.1013066478145,418.74694028732915,1045.7556800593065,1303.8795956682504,-13112.862293285356,197831
115,1004.965681341104,3512.083284889468,2081.5275640740383,1317.441613567389,625.511790456423,873.8088172879299,-40530.98893180289,197865
116,868.5042353773431,3827.168274325026,1762.294720334627,976.8675842474839,1332.6597725890992,1069.8086099331808,-29559.676441755528,197898
117,1336.4831022796234,2801.6591512887503,968.2448937256072,1633.5241045053483,1081.5436102086237,837.9476410456753,-29339.46673750545,197931
118,1034.7251213903335,2058.1171006529244,1315.9684327882856,822.6413575111875,1481.0972284087227,1177.081878425065,-24234.667797256112,197965
119,1106.6335063286424,1516.1398352394808,859.7388571446165,1330.8669416948433,1017.0830456803533,1198.434305619132,-13071.02948853762,197998
120,1533.7597595451512,1079.062197351055,1285.1653182504251,940.2152446167271,1137.6658841603698,1013.3813794452105,-9716.196067423773,198031
121,1036.2941335855467,1638.2069466340326,784.1225893353846,1344.512922957604,935.6190900598692,1231.376136542875,-12428.429032953341,198065
122,1009.027434958124,1663.5377963845606,561.0106950852185,1447.778578702799,906.7704460595317,1157.1435321272713,-22968.48934276153,198098
123,946.8503842412888,1395.6722738881158,1654.30619898494,1007.2627890724405,852.9691131667156,1142.1471008587291,-17338.963428529383,198131
124,1065.0434913211716,1320.3724636494667,769.1673106501922,1459.0507187894464,898.9160138744887,992.3698815040557,-6803.318311353657,198165
125,917.0806202990522,1056.1205292344584,1256.5325304185324,753.1311156431243,992.0773895569253,840.1077159235945,-5132.976036632766,198198
126,952.8926457972783,820.984847424975,1016.9429835009187,652.7028420345663,711.5363659012799,892.3566470213519,-3477.975353745748,198231
127,809.1532332443312,1024.8182957813312,359.7749296435203,1199.401611373376,512.6802122181039,968.4998890865903,-7181.662958405983,198265
128,1042.5683489802336,638.6179781264666,1159.2948101189752,820.4175766035245,954.9194650717237,489.4456047407107,-12238.686462319307,198298
129,1048.3268126323017,658.8735947109321,874.2378925264122,279.94642344563,1167.6105916582528,981.0243791847199,-10697.102481347105,198331
130,1049.4842916624773,490.7676871328084,998.6455890431656,802.0997444208544,1148.1549895066491,884.6818637227735,-6315.009875789777,198365
131,1052.183017051151,347.74415882944754,825.1642218696654,1002.0779200920905,1144.1462326699343,947.7155853564307,-2332.1075623080037,198398
132,953.6349343935824,402.08705525047685,1352.733898444184,1047.0730485629592,838.3764071107918,1003.7104868455325,-3836.9765408409266,198431
133,1009.9337277827627,656.5119953207253,1276.615447188385,1166.49603514114,927.2868346045782,1065.8333518733943,-7991.22448151149,198465
134,1138.4579019075697,910.1362436211689,1452.2933587949785,1017.1382253988016,1080.8225015240278,970.5690343082573,-2641.1192843071058,198498
135,1011.0030508737049,1628.5287839028206,817.3432571447568,1220.5533789165945,1078.8253628129078,689.1741434499701,-12549.234408299535,198531
136,1004.5302777923598,668.1384587044814,1314.953466253548,1177.6291312971314,891.4192501089957,1075.798996815481,-13163.051848142462,198565
137,990.1813716472678,1209.7433724462362,717.854442070257,1092.2472286668294,904.1360517090335,1030.5290597432663,-7166.109520964872,198598
138,865.7313853643002,1101.618112830438,1411.0754763654566,1015.9301443941532,719.686737407325,1264.4939699342183,-11219.406172642583,198631
139,1012.9402328148178,1749.0894774138915,682.863416759488,372.8605637500432,1426.2124666402267,1258.2678570161443,-14294.379279054903,198665
140,1016.270283656446,1807.7632588367317,581.6044922542955,245.7051078020154,1221.6889947936832,1603.244522834867,-30908.08753194633,198698
141,952.7337981641065,205.38987316808004,1480.0692551363938,441.8288489879245,1040.2682835535668,1631.818923778003,-15521.554537383445,198731
142,1035.5083403458668,191.37183938497378,1801.5163057824373,579.5826084347252,1355.7319056509662,956.2011223067859,-22683.891117767427,198765
143,931.8633882543836,2044.0887945488082,268.17764831427735,1015.8196962630259,818.7380027277873,1145.2794418830715,-13649.676770181017,198798
144,882.436632787402,1092.723228474647,2220.8552406674326,373.93448883398514,681.3009613966503,1006.4192953588388,-27359.566567391874,198831
145,2417.246780947283,948.4175027310857,382.8184948510194,685.5649636524029,1020.3502566026632,239.50574105853912,-3891.2294757895465,198865
146,1092.714985161748,356.1552103963237,2096.357316871339,733.9659392642141,965.7240076012976,1018.8823692662003,-7381.556378880801,198898
147,1041.9512300205718,2179.6671764285484,308.0575902609021,683.7141215449627,1269.0823456340413,985.1568881114019,-20277.091139463486,198931
148,1064.8912051477332,114.10083259994201,1766.8902059833827,996.6831263326588,324.6783023240081,807.0152073469533,-13588.743222627361,198965
149,971.7184207755101,185.5881443262225,1399.9210383705,649.7791932649121,1023.0015885846933,1149.8886902652796,-12777.744213746897,198998
150,1018.670219491564,2271.746024537074,206.82771355116893,1794.6840947643125,564.0168437201145,1135.648184507496,-11540.770758173376,199031
151,969.8443614336707,2120.8875500601157,178.33779735071357,1041.1674913040638,774.2422101642354,2302.583114677948,-6064.638616396832,199065
152,858.8155346197042,2349.156870028053,173.9051516015935,1003.4052423034026,2002.3111646295138,1042.9457460652318,-4095.053533669187,199098
153,994.723691819662,1992.2304083614424,247.33738340025275,2567.8214501791203,805.2577227198756,1076.1785906866692,-11860.188542987855,199131
154,2811.0595867039174,894.5819999094726,1043.1302287958413,2049.787549967069,345.76207345533,1263.292919318398,-27629.828808378246,199165
155,1010.9295254693839,2945.2449813215876,288.01880024164893,1671.0828824447935,1224.632304485823,909.6516697662244,-17885.33591344353,199198
156,1133.2711199505352,2902.3883268784,220.96640309444751,1022.154333949887,1252.1808974744822,958.938690051395,-11996.985328467143,199231
157,1353.7642087960967,3103.729047452435,151.4704999229607,998.8881329289568,593.6505706221463,1099.2293999143462,-15558.148498537841,199265
158,1130.7920273448733,3974.5361993571023,433.8371262086864,63.356136245828566,1003.2184676634708,1296.9487570405245,-37967.18541535682,199298
159,1021.8583307219227,2004.8371504937752,247.1256730514292,1346.0518577243213,1710.5545884303137,544.2361619738255,-31071.32315044188,199331
160,1919.9091124321485,998.3366227013504,340.9588365427891,1429.8726535818932,748.4015090397588,1100.3315732845278,-40320.48824354727,199365
161,1033.4650141604038,365.074716606288,1170.73255211387,896.4686982034809,661.1172361994505,1361.3915674779244,-17555.87893286927,199398
162,717.7778207774325,995.7791652153384,453.7301922781878,1081.293223414615,1218.5327242220458,347.4996402875836,-9553.823822861412,199431
163,1041.4960390377385,689.404747344591,308.300913727834,960.2446892656225,1117.8756639268966,754.7642015888141,-6440.380444901466,199465
164,988.4872183052804,378.0507761239225,899.1289575554948,602.5207367946273,247.8769856198836,1042.7871080004077,-7296.629376113012,199498
165,926.1230717084302,560.6360484381898,232.99306751558674,1004.1206928280914,359.52885836883803,854.044176528949,-11121.625651000231,199531
166,997.5593225735672,470.9392804308165,66.49060083951713,798.078316958931,894.0304763404203,166.69133150827008,-12055.879924265455,199565
167,994.1912832489405,298.0889129102254,821.9407123140072,593.6295140910701,439.53206390291757,47.92702786528707,-22201.525978434394,199598
168,926.1195989305959,381.0965666551491,537.1778104129023,166.40012019226435,1020.9636707106873,635.8647654965638,-6151.880904372053,199631
169,597.7275949552825,1019.5772652668891,205.33484074833075,929.8901108882759,322.422083610909,1082.7365007575222,-4486.700381350355,199665
170,948.2026817533969,240.27510126471373,568.058695769847,1021.8947894515868,725.9993112944392,1095.9425882032967,-10576.271117610258,199698
171,397.06365515815605,1010.3759672552709,213.52403972202353,1102.255454276649,611.1309188709077,924.3910744881354,-17547.59785277087,199731
172,1034.9448356681987,72.45023377038137,763.6772343691102,432.0208328310106,1147.183990763864,988.3231111373922,-10670.697408171847,199765
173,1169.4373531692252,182.98340928857874,1008.8880563625883,1554.3712555242394,663.738653387009,72.61542535852834,-11105.928647513034,199798
174,1007.7855389584163,136.00722331150837,1697.7426188913323,1188.931377164543,422.65943737245476,1112.8078581022735,-11852.861375256853,199831
175,1019.8712584056777,384.6985833090629,1482.873224520559,194.67408661658078,573.8388275465508,905.5850208726183,-16115.091498809947,199865
176,190.1202901906895,1022.2574693798695,463.1570691447149,1295.6963378816813,624.3116209073798,942.2367141868809,-14670.527997882707,199898
177,1035.5610637013033,148.55480930699457,728.6844310124925,919.1508548459883,1344.9966542709317,510.0999901980003,-23513.769532988477,199931
178,1007.6609892196221,272.55197801925556,622.1289140878148,1284.3305649247782,96.98453484963466,426.3683853195497,-24841.698336470203,199965
179,1025.9651229754788,198.93504793087254,839.3776476646972,391.8121316970114,967.8579999598892,1100.5687261135995,-12580.759061036864,199998
180,1025.4984588825293,140.20162043846165,453.87333034669484,1275.8734263241006,677.9793507179994,943.8855880348779,-10999.522804628146,200031
181,1065.3802471996746,77.28876220611096,441.7500502566987,936.8659398935055,238.09871902217367,1007.6722671253916,-6048.773586867143,200065
182,1001.2284790939304,225.83505433661014,105.61249926026744,930.7263722741986,1040.746706969429,303.87003800967284,-3189.6781277005757,200098
183,1021.1110151112517,279.261327821637,948.0002418203571,145.08768425057212,985.829207798301,870.367163902683,-1790.2886979090165,200131
184,1037.8595212972639,205.81183057415114,994.7071278450301,395.7954016913284,1244.2592173658993,932.5651530242066,-7481.456851819049,200165
185,978.8528336282051,180.83492656405758,1537.0725422048238,336.33465477110747,1025.621305883383,433.39012448370346,-6901.594034463662,200198
186,994.0288007619176,202.75543272186633,1498.4348501019322,334.7186967215754,77.16216689544171,1019.1538527993793,-2035.8545177745696,200231
187,1026.572676672168,173.37126940691633,1302.0986905761022,372.95844272519156,985.5070563702113,307.97581202342633,-2980.1156326443606,200265
188,1032.4085740419468,137.5025485376393,532.6856483893667,1317.3184884453722,257.76678769583896,972.5515627212661,-4289.159509599833,200298
189,288.9820886427992,1017.903399977511,1362.2279544921987,746.0831052905568,142.24739518914498,944.7326121531244,-13285.57960489183,200331
190,1041.002284512016,332.19425789761374,165.75282803017262,968.2333925375165,1166.7103325161734,479.4489800425351,-11550.93326520092,200365
191,1014.8267732894437,372.1088550411022,731.5353716670165,210.0080315386391,1087.6087378910295,475.38405526479323,-5999.015961944852,200398
192,1058.1156729187305,509.7565647464163,64.06246951218782,727.6249033671127,1010.4051298136928,226.60538387249323,-5632.562200063976,200431
193,1044.991196673208,306.34315003759366,1375.7125426483542,594.8999915952261,94.0,991.9477855880174,-12437.140739838316,200465
194,1033.5128494293604,471.72237597977056,134.87935096671595,995.6541459474573,640.8783035803287,1171.505950894058,-2265.270710391202,200498
195,986.4300105608265,353.46004017427487,170.31047362106176,511.4642414144357,870.2804145791172,1023.8384472953326,-2986.854807398759,200531
196,1024.7187965892786,213.73560426599715,890.8113258590457,129.92450989908423,984.8551390664664,311.971152512536,-5953.643966260732,200565
197,131.5386099256491,1013.1526082800613,747.8268516174048,325.86653709762834,928.7419678873396,55.91064299397749,-2850.3615744431713,200598
198,962.7313055553799,347.72546642430433,89.15692171612409,576.3153323465767,793.3504900105627,1024.414012664796,-10499.835103001538,200631
199,1029.1343915493471,504.9798375558222,81.73800841219008,895.8124436592781,727.2200492285674,988.352670433557,-5148.204289851377,200665
200,556.1852359917209,971.0930932465129,67.37309295132218,783.8029088999351,1024.5931068144391,909.9763733196593,-7129.6317270445425,200698
201,1018.0022748000899,464.70851078929036,80.26860500526936,556.8190102835968,951.3258401988342,661.0552170583029,-7091.163738521487,200731
202,1016.5654301991062,365.42988383546304,51.508545209917656,506.57676542421797,1199.681207654767,958.146539246216,-5428.042486161812,200765
203,1004.6554626736388,110.19382723395552,406.1489874418007,755.2807425057255,1088.6253701739597,546.7659462695167,-14932.072467296224,200798
204,1073.6890072455797,70.73219171208495,482.4224091191254,254.36587821482658,742.559088557941,1006.5523078705179,-11348.782076490732,200831
205,77.81838755124204,1020.9817295152945,257.53640519351825,1126.7717653660377,174.5493320913705,951.9006074459631,-3556.599038073376,200865
206,1002.9290989374152,138.07489501730367,52.260685055183444,1098.0956242513673,94.33981132056601,1049.538315715896,-2742.031254436581,200898
207,1017.9512014784459,60.805887439792286,1512.8307902736512,164.17105299814705,981.1850570903198,1054.1762063724377,-2643.4123573276206,200931
208,992.4426506455569,118.60878580326266,1508.3368324084645,1035.8190914827132,20.12461179749812,944.0789161929208,-3372.5880179374076,200965
209,980.5224649555372,51.832318901717144,1450.8735299811628,1000.1416601231397,98.44315206916087,1045.7300873904046,-825.5475647581741,200998
210,1008.445419531992,81.99817812957349,1269.1686255182958,167.04789732289362,1039.509557129421,986.1312101007325,-2199.5143157747607,201031
211,998.2413106554496,136.15679675325123,1400.4609955296862,230.59488285736097,1034.4651062131377,66.54885412461522,-3004.047224402041,201065
212,1028.018747839429,134.23534432680867,189.39944173132153,1086.9797606211441,1002.2844194206182,62.209324059983146,-2290.1439306614902,201098
213,1012.010148912103,221.95764072964062,1167.783370321739,123.69316876852986,1049.0216835201325,987.9728264262787,-1680.288376363364,201131
214,1038.9868572106964,203.7400304309391,1002.4672146844898,313.5745159202768,127.76327257914863,960.7698356693303,-2427.193919138441,201165
215,972.5622197761475,315.26201232506764,119.4361754243663,1009.5200933195731,383.9003565302064,1051.2488223052394,-2021.0457997335932,201198
216,1169.1389994350543,388.82774615773735,587.9798999959844,178.4992997185143,1015.1931317340826,953.852520013193,-9083.750805467938,201231
