,centers 0,centers 1,centers 2,centers 3,score,MILLISEC
43,955.8350872733109,578.7876340315665,1147.0850446805086,346.08813906286935,-61547.71367538587,220031
44,722.4887542377389,1025.9700364891826,392.6039470923995,908.6893548841466,-38769.202875590396,220064
45,1032.7156292265158,323.6598519419873,1276.4103209771934,882.4385815044207,-92262.35936081498,220098
46,945.8185892434385,275.1611164391227,1281.199721627043,721.4658250450976,-94365.50057122021,220131
47,912.442249944396,240.25147730996446,617.317060188607,1055.938654689509,-65997.14472657457,220164
48,475.4160692462957,922.3766587878755,143.4780728793852,1015.3725051468778,-24668.29799692947,220198
49,923.7108891931471,143.03674654128497,1022.8811883170005,319.5028210567472,-14797.978671082226,220231
50,929.2606559136636,93.81866449334211,294.19390320980966,1025.0067788242902,-16227.55310765949,220264
51,110.2707282135541,1041.9677398309984,340.50529298225945,945.5683156648431,-26236.36941629106,220298
52,955.0800965393958,358.2681520632034,1115.7554952311855,168.24866309488755,-54997.70949667631,220331
53,1246.68695215013,392.99776271588735,997.3989982387336,232.91350246358024,-42284.119396639755,220364
54,1017.0785912313906,303.5506089533642,1330.5088951552527,559.48127707612,-56398.35667886286,220398
55,1254.7531556858646,359.6929708607057,949.2204873537652,1475.9152768315653,-164196.52107857188,220431
56,1257.2081969374203,368.26377696466534,952.6423763979777,1774.4509009831745,-186626.2923713649,220464
57,219.03946970797153,979.8799781057137,1255.3814485537173,693.6761325123812,-146987.4832510868,220498
58,1023.8133403635007,359.7869071206603,1563.7048954326388,619.5816728068619,-80133.90724330826,220531
59,956.6607140644828,349.958465704166,1567.8016456172,1092.2442837519484,-91680.26612223625,220564
60,1038.1972475300304,238.69352382990076,1479.7513304606284,647.4014345736766,-141758.09838491387,220598
61,1052.1856456680932,294.3395809457994,1390.8470962103088,613.5693762895412,-103016.71076556752,220631
62,993.5837946583065,406.60827815386153,1127.8166170587224,1382.126012217478,-55432.92704390112,220664
63,1020.3740507623756,315.44809255572727,1680.1229121704162,534.703028759174,-69068.79274210593,220698
64,396.8911169667909,961.1027658062851,1611.880888899673,684.0884445742378,-59037.8684840487,220731
65,370.9767082246652,939.3468479368826,1366.8434438515626,664.8390782738331,-48312.61688481522,220764
66,481.8207310237133,1049.617599302666,894.8123894124559,1409.648537756841,-86172.26948913076,220798
67,519.1701640584422,956.0829328632962,1348.165432399736,809.9531745290374,-67254.82699784069,220831
68,614.6617053460925,881.9697158357103,1206.6536371303905,1044.0699572527922,-43683.3248080992,220864
69,647.9052225658706,961.7188599044995,1119.9705541361236,866.4880657044076,-26131.40801023384,220898
70,904.5644751150238,1412.1480092398247,722.5542784518882,1027.36792632183,-26082.430484387725,220931
71,793.3100500008915,1057.959284080509,1397.3650203150214,935.0812410540378,-26554.32660533163,220964
72,824.9873433391947,986.823580393018,1440.1947784935203,1116.1093563211216,-23428.44716153275,220998
73,766.7124929056547,1046.7039499268233,1262.5327083031784,935.9683550044082,-28017.34251144242,221031
74,1270.3661910502612,901.5475699500821,665.1233319744579,1072.6303299668525,-52268.818076407966,221064
75,998.105300311121,2190.748958689699,1226.995274441727,508.3685145730426,-58408.77859185969,221098
76,1236.354076483123,993.1954983558778,580.272827106937,1494.4674587862883,-54013.660013090004,221131
77,996.4983328665955,1213.3798489048954,1661.879959563867,795.8189943667626,-70764.04581178937,221164
78,1082.2926722841498,918.3811929118303,1440.8487082272031,693.95172742778,-49644.09783807142,221198
79,966.0117787696333,1360.9673753329905,1111.3782894283997,841.5406882771305,-32923.78380209115,221231
80,1018.8743282403083,1622.5423728342166,1196.126683551603,912.8718308940363,-26079.395163521756,221264
81,1163.069587351272,2242.257790710069,1006.8285301801009,1790.1776474640128,-65548.16902253797,221298
82,1359.3142236070246,1078.000843040687,1729.3190534358564,944.51114765647,-34228.23264704401,221331
83,1254.1023583334345,1021.6772572197877,1458.496722531217,909.3831034034932,-27650.52900603692,221364
84,916.9774994179344,1326.993600755266,1141.470019705374,1004.2364202852815,-15333.513428367845,221398
85,896.8102930811682,1077.7877513057801,1319.3432619973646,971.9301353625852,-15373.024764978105,221431
86,911.2545900131231,1358.8063965011493,1024.7130823835053,786.8574586386011,-34320.524605011335,221464
87,919.1760531917649,1337.0630703839324,1071.5605771574728,1611.470756793309,-48266.86738836085,221498
88,934.3725407251193,1646.757419901304,1382.0687392456282,1059.3677387406137,-21345.420475817045,221531
89,938.6951434604413,1477.273794274387,1206.9134297089872,1040.0838038311938,-31890.756642042772,221564
90,1320.7356943005693,956.9345039141728,1042.1752981320194,770.1175234988489,-13648.602003837555,221598
91,839.9568569566324,1013.0308931620082,1232.163827305702,947.5598412603533,-17006.101237061455,221631
92,1028.8045442737252,777.1739156340175,1347.5362703838439,933.6510091253823,-15921.097415371318,221664
93,1015.120534331736,541.947847096643,1406.5934564034678,869.0327285500092,-63182.9517417571,229264
94,973.114561231227,1556.553885993029,660.8485541652017,1167.8830017834382,-87198.15788579981,229298
95,1634.6797851567137,985.5839316780442,690.8301380250002,1158.3280742589807,-58310.879744752456,229331
96,972.4642400121559,1430.8556728348572,643.568178206474,1110.8247570087515,-42703.865102266784,229364
97,1131.89458331477,841.3653380403396,1340.3838980891155,1027.8427438538083,-35178.67980284628,229398
98,1014.7976682384158,1577.8612106265873,1160.531371404596,1400.1186482195594,-38254.468184766425,229431
99,1043.7799857129876,1780.9630746842795,1253.8374566007863,1135.6357396043209,-14580.62433030319,229464
100,1100.1919181919561,1965.4856528170699,1255.1025809330063,998.913621314305,-28680.45934663166,229498
101,1054.4612203304416,1873.0713366783034,921.1416578380833,1232.8558670902005,-35986.49482214158,229531
102,1012.269550715238,2093.099376522768,1543.684553268575,1211.7155181454543,-59465.21637280404,229564
103,1089.053572645558,2179.2241738747302,986.3184399103302,1393.6089838975638,-16115.813284946875,229598
104,1368.4494875588211,974.681970890895,2070.2695476676463,1081.9180688641884,-26969.713299182546,229631
105,993.8409143158991,1874.3833652697626,1517.4867379980624,1136.4795921545042,-38884.20235679982,229664
106,952.0355322163339,1706.9276469530125,1343.6480193860295,1042.8166777723197,-22842.669563777898,229698
107,1069.1338922903838,1777.952085237576,1431.626347899479,994.2840578369315,-18681.159384765368,229731
108,1784.0817075921796,993.003738623217,1450.7132728420181,1125.9960807675704,-48545.778810134034,229764
109,991.6486361548779,1554.5777297108466,1183.6323988725403,1782.047698575995,-47340.65762853856,229798
110,994.6718253489267,1371.133346873397,1496.1248126921296,1169.3707508701953,-17210.94389360544,229831
111,1416.8359880010703,990.2885349616452,1121.4850621593782,1522.7848865837805,-18066.99381335289,229864
112,943.5772657512463,1546.2912363526887,1302.8157966497029,1023.349154648858,-20395.482955176944,229898
113,1042.1832159141004,1561.8673200573257,1215.0703683326328,965.4520254450939,-19825.574228039095,229931
114,994.6412991091835,1591.4399915437539,1184.3455626127452,1082.9060883362472,-11081.849762768225,229964
115,975.3498176122794,1646.2508755079525,1265.0791370218076,1056.0481371257374,-16691.642878276285,229998
116,993.3215297592094,1767.2211781619997,1121.7656561938286,1399.0366169949236,-64362.271654356424,230031
117,1243.6981341931894,2030.2985805672056,996.0719611641498,1740.6030228050768,-38957.72035394034,230064
118,1029.2990056968479,2244.7815908836396,1281.697336074434,1712.8758266275636,-120289.62703765379,230098
119,1075.7997044525341,2049.5037503992203,2619.086291056482,1471.2387688129475,-279459.0185635638,230131
120,1237.0722160655541,2577.2202154146453,2119.4992606745745,1011.0792202516636,-188649.71542755328,230164
121,1053.9518732258068,2453.2917363055185,1334.5282370185687,1932.5032988328894,-121129.68043382125,230198
122,2334.2933742879904,991.0092469648121,1667.93579073521,1212.4763576524401,-100819.892257859,230231
123,1237.723237671841,2306.353304155636,990.8913612162571,2001.456680243057,-113522.69172468867,230264
124,1019.0068122789032,2310.3838277202667,1725.858228869136,1196.7106144876652,-87724.06643520972,230298
125,1003.1047389138876,1566.1985413094471,2076.9096883193465,1173.3438576625297,-49900.349612534264,230331
126,991.0203455409152,1594.7287867083985,1865.1048010252998,1130.633215656162,-43870.53315407949,230364
127,1033.6613568877056,1645.8635490543556,933.6391833221451,1817.1119943470737,-34843.60436384012,230398
128,1563.1606617035902,943.8134214746889,1789.441356713637,1020.4386581430925,-19451.862163824473,230431
129,999.5428016241934,1436.2764624704846,1834.7130772808014,789.5398227238798,-27842.982933344563,230464
130,805.2764386364374,1017.1798457632717,1789.248890149533,1335.3179494292388,-55080.7139697335,230498
131,1004.9404368043402,1668.8018512135088,1252.4548506750034,777.7274681470327,-37164.46161609199,230531
132,919.4619591282678,1522.4981252773443,1225.7375120400022,1012.0667679516121,-25318.37551767327,230564
133,1002.4297291471148,1201.477627425772,1365.520989381555,926.3518427465276,-11864.222037245732,230598
134,979.5723100892733,1213.8211812148616,1122.8541304347173,923.7024250542006,-9153.80022119426,230631
135,986.9096535624092,1422.3972722133574,1077.074446212836,911.4021797697856,-9110.716783107284,230664
136,1023.9101416890653,1842.1946151262086,1170.0170843919086,937.182392913388,-14424.983230557957,230698
137,796.2686907784949,989.0249744660887,1398.5034858733818,1159.100329627609,-49891.590360509865,230731
138,1055.3107889951752,883.0281642845376,1240.9661762235726,544.1323368446319,-60701.4390504299,230764
139,876.7730657060912,1095.5455618858466,1579.630558529273,348.39489089250435,-90230.53720162589,230798
140,1072.3865968164864,452.5308662992045,946.6077692706182,1340.5061672195657,-75515.96387649799,230831
141,1290.9391508445515,978.6445788551496,552.6689786843477,818.745807538293,-67179.23186759146,230864
142,1045.684615292616,657.8615985809427,1276.7892977698157,910.3989889258478,-16511.48185122287,230898
143,870.6052115407564,370.8759900559754,1050.0794987108798,1251.2826423753563,-51018.967504999935,230931
144,997.3755694089817,306.8501262831743,1259.7453289571865,765.633384895176,-70729.30795904798,230964
145,1008.0908529770478,276.74898373797146,733.5620447927533,1144.5340277995556,-36669.46109115312,230998
146,524.3818735591311,1072.8102652832886,1430.3947007731817,977.297291533093,-51775.10427166664,231031
147,1004.4384103279733,454.45991537152645,1392.028614622363,724.8075606669677,-44609.425973811434,231064
148,1395.1233768030897,879.6639226220053,439.1246786516347,994.0276616902839,-55759.078718727105,231098
149,979.4646401494924,314.03980832073216,1475.6469767529088,648.7834644215154,-127617.32931539466,231131
150,949.9534985848455,341.952547630441,1377.6763052741608,586.1331953938039,-92371.91852145322,231164
151,1025.718911325414,468.3414216967575,1369.7923946623446,919.6602252939291,-50543.761749959216,231198
152,584.3340168564491,972.4669028164383,1238.577403478237,371.7230151604821,-60673.03798500078,231231
153,1022.2557864594058,745.3100398714648,510.5781037216539,923.6594257007246,-21810.91936640403,231264
154,1040.8017784674191,407.1387969722365,834.6577745018714,953.6559626181823,-16776.889164018776,231298
155,905.3972600471639,438.5378194246198,1033.298796662081,959.4514693247869,-15215.672984989063,231331
156,1031.6211973482884,327.8292317385973,880.856655605897,1266.674780675766,-29240.612557445187,231364
157,1028.7431622968818,439.6218313946225,882.9488546960315,1150.9095316189942,-56235.136957415125,231398
158,976.832947634622,1239.5161997543128,806.1590402979374,1123.4536588800702,-18601.542901383997,231431
159,1397.775515773714,784.8482283885254,1018.0981896923695,1276.0908457272678,-32639.23134762196,231464
160,1381.7966502124173,1023.2811486392045,588.3989053740092,788.6441657799621,-89796.57312240088,231498
161,1867.7425421272023,895.5986965535974,1256.5244503806418,403.2774714818346,-150066.3645877365,231531
162,555.7942547814982,2011.6052403538056,1316.3429937974806,996.0197039777814,-348564.3021565189,231564
163,1037.8310404996366,2361.276985023146,1267.5613672083982,713.4908292867801,-107087.53483617025,231598
164,1077.8583850872826,2054.1368016760716,1419.3134912327669,689.882308795904,-159281.9662903618,231631
165,1387.6446627436355,913.962406580453,570.4962751850358,1041.610149133248,-64320.174539866886,231664
166,1024.717592051899,1452.9311092155876,1186.4184381687562,710.8709372198024,-44186.46665214701,231698
167,1012.2512831228061,1428.214622584811,713.1162919502644,1163.858242147361,-44782.98272182207,231731
168,1122.5402488965965,549.4560946972924,959.8101412448184,1443.9453509988618,-48825.331185378054,231764
169,927.9157945475222,1396.9820759078937,432.5390155812536,996.0581976088563,-24202.080011788184,231798
170,1022.9789612848477,375.2878894928532,1308.4570586005589,891.9983299239492,-74786.48490399228,231831
171,895.8692600300834,540.6266033675647,1322.9379128873597,1025.0051383727166,-73461.67167289782,231864
172,881.0580626162098,427.521699007987,1291.967104844392,1071.937663488444,-70735.05749026587,231898
173,352.33126475440105,855.6797636706261,1334.639277108238,1080.0230944363168,-73462.32158568334,231931
174,858.2586112413235,311.67022569209723,1053.4497013874563,567.8917150302511,-68492.08966244913,231964
175,813.2963879266342,298.92344075760406,1215.0395055305814,952.3084625633355,-62698.939878040226,231998
176,982.3937234226418,286.9525706905249,1496.772861859808,831.0673268482836,-59717.797829268784,232031
177,2178.3842636229265,921.1989958865447,228.54596606017628,1063.6296877470863,-78617.24347949974,232064
178,1000.3899930662791,291.2138709931636,1537.5903225501909,1271.9419557096949,-80405.73189627516,232098
179,1406.0349702284043,203.09261544768162,1031.4719812777644,719.1587948946355,-110322.88269222902,232131
180,1038.2511706132432,2499.3241086341723,229.17267731793106,1460.6670373943325,-216957.4627544428,232164
181,916.3577264861352,1355.8757519710698,1833.3234848220322,457.98423411749377,-133162.53961697756,232198
182,1438.0014275227322,1006.1341613551646,2257.919839143985,594.7946971529796,-144782.86917868286,232231
183,1168.0385830061127,403.0768817551475,1880.7384188132064,948.055297115803,-127992.12855062545,232264
184,1056.7270360856533,247.97367317737928,800.9999511178434,1412.0530566242046,-108511.49139194905,232298
185,1047.2094264490927,518.6921383580075,887.052307480816,1323.1761031699446,-49770.42165553815,232331
186,414.18322497318536,1012.4075107743569,766.9441714368448,1137.1126282689581,-43362.64807024153,232364
187,806.4368456027166,1033.8577933672236,252.11424722800757,1266.797658342094,-62178.55352940952,232398
188,1364.2614179433808,335.94171750726787,1005.7653857630636,804.0457387031531,-78038.88004117183,232431
189,501.1691689279055,1011.2720397174868,1233.8810172621072,915.1143755767048,-9634.097492900926,232464
190,983.0215942809955,316.56421506727565,659.834416266831,1297.6208999549908,-62787.00453329757,232498
191,954.3007707285389,488.06703228729236,1199.7487846486754,704.2488732640727,-60438.11476714121,232531
192,1047.3332677413105,1697.7594058051925,583.2375159401186,912.6736992217782,-27344.424029127455,232564
193,1482.8776078962148,938.9921537847628,1141.178744909429,465.0204296587409,-59838.989700120605,232598
194,1294.3747772059507,915.1874037839552,552.0718206611593,1047.143930881706,-27719.129667361856,232631
195,898.8364296201331,406.1535086338988,997.6167067355897,1154.0943925875981,-15836.160161738522,232664
196,1028.9082727664231,335.8464638010988,891.098221723284,957.5873707407638,-15937.374988225238,232698
197,971.3740168648113,392.6068912704223,845.8064469165682,1105.8129955615218,-31341.369115594658,232731
198,1026.0052480269494,513.2989741618703,890.0898604086962,709.9619708125217,-41328.95964134335,232764
199,786.351911174286,1267.9988847953941,981.9296020682406,640.2546368438108,-42956.07878602232,232798
200,1296.0502271386715,773.9869751761297,1022.6081721851046,523.7489856792088,-74356.40971209487,232831
201,1284.6141021115325,394.6015949833036,1838.7884035633683,966.6369919989938,-215220.4598137516,232864
202,1373.0298143708899,281.49245105330976,1012.2450333711128,2296.105398277701,-318902.22022603266,232898
203,1743.6742580743537,884.5143041315122,1278.8973062354257,2468.774797343816,-282310.76510642236,232931
204,1257.72994197178,986.0064715341439,1868.5162802113966,503.18386301629346,-219521.019131288,232964
205,1054.7988959149147,1365.1893589730903,579.1908148442964,1578.1916537419856,-68006.40309081701,232998
206,1023.6900132798721,1460.7044252077794,634.6285314116689,1241.9259631673685,-53945.68934764965,233031
207,997.9612518755386,1204.2862377229503,272.4499954120022,721.1184343524767,-66146.4301207702,233064
208,886.3210705027147,250.7309956132858,1100.4255867262086,1397.4923609182279,-96779.8663097513,233098
209,916.5112153339458,125.59410839104419,1366.4405209116944,576.9376049452835,-123256.14145653637,233131
210,217.81750911341317,1083.693968415409,869.1497088675501,1484.272622382759,-186377.4968715303,233164
211,273.29500006451565,1120.222496142918,1483.3266666516854,869.3783472055211,-125845.35094775623,233198
212,881.6676928688131,219.48083401485314,1476.5046562744053,1125.2862839610611,-91075.02295589089,233231
213,1021.1362333496929,245.24130495646978,850.454359955346,1377.7484888160393,-95471.79353466537,233264
214,929.5345703170058,545.71812318526,1257.9440751122024,209.98585021885322,-82788.69959781345,233298
215,1032.156776893392,218.12676454197026,520.7782637553146,895.5518640606418,-47838.83188624442,233331
216,976.7159953488446,624.2736218975274,1866.591813975407,258.6931835080777,-91097.33924773113,233364
217,929.7334081568241,405.6015523260912,1985.4787835683364,1148.393497218195,-200369.26484897124,233398
218,1187.8145137194765,392.24673959151585,981.7499076544282,831.3972054909433,-57718.072068718706,233431
219,1345.0751927642991,1053.8803291531108,461.0807741059091,838.4695427909494,-42991.0258907915,233464
220,1428.3480389523065,504.80064796676015,956.1774067197923,1177.9493851778766,-72222.54379932144,233498
221,972.4158320262922,513.8316632880495,1316.6986154731228,1699.9594112801635,-74266.03868329467,233531
222,1079.9775578816302,521.7609233351865,1377.8066988104529,887.2290211153007,-147871.84191513847,233564
223,1207.1123066269893,970.8819188815348,412.167441703005,717.8607724582944,-88706.46391428166,233598
224,1026.6295738541805,905.3600669912674,1185.074086047807,760.5437901111861,-11351.579364455909,233631
225,977.4772484269956,820.4471177156348,1125.5246527202426,553.2576253428415,-34608.90560680079,233664
226,1036.691644290792,1189.1870905378812,943.3794819163659,835.443439906652,-15154.231780611975,233698
227,937.5294716246235,1459.3126159905241,1112.0263725651475,1273.591930257662,-30381.75026099971,233731
228,1473.4810046842013,1087.3253568886323,2402.9034520762584,876.4207823143411,-124185.31603505391,233764
229,923.5333815433626,1431.958752025016,488.3325545031446,1035.3093645624958,-38792.15821551977,233798
230,487.73543630670355,1152.8885500613858,934.0087337872371,1442.5415952319777,-88787.40754933548,233831
231,1201.5611751465158,963.6528247824233,500.61205800790043,1676.641285427506,-59865.195316842815,233864
232,956.2290987759849,436.2791329522238,1573.3490322643852,1192.7904687806288,-64193.731057958576,233898
233,984.2453618054773,1632.3651552272242,330.9760054168703,1272.2523071452297,-53755.80190823341,233931
234,969.8430612874138,325.5042301547304,1561.6212729083836,1158.7240153224257,-30968.287858979398,233964
235,937.41807834206,399.4733657674923,1438.456116814135,1058.771239817023,-35971.5555785498,233998
236,968.2908020517178,571.4150088266874,1365.7338686581659,370.8018338681727,-37588.42565544677,234031
237,515.3291804435373,1028.8962823782474,1293.1144574244,937.2235833029551,-53530.98841294293,234064
238,457.05701797422756,943.2563837161409,1082.6836751923286,1204.8687065329812,-32828.2427968302,234098
239,288.20556985768485,980.4657346328062,1326.9613455577914,464.90360245348626,-38445.27955075698,234131
240,326.9606800722868,1009.3471490354594,1339.246101823097,1734.367896381849,-146442.90857875653,234164
241,227.29098557800353,1217.5463453686957,933.0941512769753,2262.06012298524,-125317.34233391144,234198
242,888.6821773710607,299.03501640733134,1317.3322422336034,1037.3951946563493,-82954.2384993161,234231
243,1157.3031318976223,294.8963877282737,965.534758460486,1557.7785465206537,-97163.70115627258,234264
244,1256.442433692801,947.9204268761877,337.61053540413127,1771.864836831523,-182482.32910989868,234298
245,1046.5755636314084,1411.9380352009348,315.27765540868893,673.8823167797066,-84840.71656670659,234331
246,1173.0219830760534,796.671199429225,988.0332548629688,686.7989859823188,-18308.327456318613,234364
247,980.7172734621863,261.5973037835015,631.2840476019052,1098.0376194121827,-31980.360434185237,234398
248,314.83654408686334,1071.6489940180259,696.607493499747,969.1095679993649,-34373.61050501562,234431
249,821.211389734767,980.7141075918872,287.7047505843658,1313.886857047968,-46896.40293511816,234464
250,322.47302387550405,937.6106416503799,1920.252327169531,1405.305660701614,-159041.1370325486,234498
251,767.9533451428874,1461.0027607802347,372.72695756091116,960.2356696839764,-62730.295566016146,234531
252,998.5728699207175,372.74832720403106,1604.1698787846628,791.4619934394966,-112555.14931253048,234564
253,981.2184050871955,1227.0102038338969,258.4840420606271,642.0922049891869,-88563.53813617685,234598
254,999.4615561242033,290.2526283324074,1465.1487979041583,672.4392808839417,-114466.03151191054,234631
255,962.8838996249536,343.83401586523337,682.4144035012748,1280.382364764526,-37530.036344647306,234664
256,978.5282175771603,565.3266257880257,757.6667408665223,364.0590611425569,-47464.71393263924,234698
257,909.0682407297054,1973.965805174953,1067.2480017752573,617.5575065844247,-75727.99547146345,234731
258,866.7397141172258,1054.77274293093,329.27290974067125,1296.4972040077835,-69651.45329736373,234764
259,295.82765252761624,1034.2726239256112,785.0101295849241,1157.0296420584998,-56863.37721561617,234798
260,1172.0478087820989,375.873648983272,850.4291470930087,1006.6340912299776,-58215.39410024173,234831
261,1238.2606852122994,937.0278691420449,713.6216492172198,1035.862239924088,-31668.209921843285,234864
262,911.7043861459606,752.4996286964761,1099.3829051471532,988.0452751162295,-18516.855758460588,234898
263,968.6725302596082,807.6805020690576,1089.2456581280314,668.6598537373094,-22523.81755274833,234931
264,1093.059547524126,790.2441753892617,981.3884958439972,398.3277544937084,-23742.682625489007,234964
265,995.9330654074988,624.6053753150372,868.2125472586204,1081.0398848997017,-17022.3785037324,234998
266,817.4343328157729,1040.1048304783922,1270.6258300538361,319.145734735716,-37085.740287371606,235031
267,1077.407121578592,105.38500842150177,839.5007173716505,503.695344429547,-103873.94654517819,235064
268,969.3109352517182,218.7557104828353,2103.2522435504497,1205.3096237328116,-198344.10169606254,235098
269,212.17705386810871,1043.1930819683562,607.4421949712896,1338.3125513012974,-140736.11984708387,235131
270,1001.2090863002048,317.8971062891151,1342.4807658619789,1143.9435585859508,-48525.89034239865,235164
271,963.3775328913223,689.0361417338124,448.63255343784465,1046.1818009510516,-9236.377500601991,241164
272,1032.9795726183827,538.5725730155558,753.5504698457323,941.2544078636414,-13056.549253653857,241198
273,1054.990983651539,652.8195605504249,961.8378499674785,819.2496566981276,-12938.760817399716,241231
274,1056.8270997897337,748.5576575945267,1158.3383082754979,962.0595880955359,-23836.619867021753,241264
275,1122.404223763432,634.1584975382732,865.785003580171,996.5925076982145,-23012.02807094673,241298
276,1232.4725077609553,970.2458284154454,604.4997932174998,1084.8538873604728,-36277.18945306613,241331
277,1126.384616465772,668.6398002328698,1010.9082778502955,1264.4350517128194,-27546.49712513508,241364
278,1068.2151215115127,571.7633931743404,1303.2254184856358,877.5626094298624,-53368.80735086771,241398
279,556.4292964493778,1100.2821086169972,1342.1260573929221,921.5044523215458,-94018.36920077601,241431
280,699.5856255510523,1149.0831148722666,1428.8370024790624,1045.8839616475173,-66543.89562301552,241464
281,1456.2042485671964,965.1178811811925,702.4507952666215,1095.7873860121126,-55864.037138382955,241498
282,962.5812980780811,1335.355553120578,710.365398932127,1081.5870674000485,-38097.20655223196,241531
283,1060.5565975055927,1591.1687528354746,988.3442603291788,1158.6153404161819,-13925.634012090455,241564
284,985.7027773656459,1141.846320451776,1544.4021497006536,1297.2015614378124,-24374.517154863606,241598
285,1160.1149017312484,984.656327095439,1650.7392645645273,1438.6052305392384,-33275.82075708842,241631
286,1209.155504313387,2062.641937648688,1050.4821895764348,1452.2875081340642,-41590.73206494052,241664
287,1132.261948119299,2173.3011833904,1435.7960271743968,1037.1581724613277,-43975.73115616458,241698
288,1051.1065501059911,1718.2144802090338,2028.6958100661461,1471.7693821815683,-49831.71697440427,241731
289,940.7632914316791,1557.5435725248446,1850.3902291138484,1033.3540357522024,-26454.04556034138,241764
290,1463.429412607891,963.259008459583,1727.127962833096,1045.0664557004231,-18014.86248963605,241798
291,956.6785560375438,1575.5057630889864,1084.6634192285633,722.3994739754453,-48267.24142769123,241831
292,939.44143456209,1527.692315152803,1074.6993241724813,723.5862077181959,-40941.846910770604,241864
