,centers 0,centers 1,score,MILLISEC
44,950.4696244504732,392.6039470923995,-152057.29612797927,220064
45,976.3055684643161,323.6598519419873,-379590.76646290795,220098
46,958.1550745973567,275.1611164391227,-417255.4344199364,220131
47,391.0777104614215,975.221927020383,-317689.2108396767,220164
48,957.2501011725013,276.25327142614935,-189318.55101552626,220198
49,213.62317634746978,948.5034639741104,-81670.55390190188,220231
50,173.96875997992913,959.1813193232344,-95920.49933665991,220264
51,202.36455412103624,981.7180997271514,-124694.09886674707,220298
52,282.2603564758771,1015.3333710488168,-195138.78596488317,220331
53,1090.8819809555073,328.9640586149644,-306078.29872326326,220364
54,1134.614955202839,405.92287620246657,-503393.547758542,220398
55,1172.9371693505002,359.6929708607057,-708327.6117062139,220431
56,1159.012027900774,451.8711801612933,-901482.772241259,220464
57,343.74974512270865,1076.7028827780964,-617147.5780962765,220498
58,1057.5565625553218,463.70481339514095,-434391.10210963286,220531
59,1037.2268878138607,349.958465704166,-453233.49254549935,220564
60,402.17668812741107,1065.7943777131927,-524993.0685935034,220598
61,1115.6846676447585,422.0314990832961,-504866.62702600023,220631
62,1092.488880253359,406.60827815386153,-308958.28504795383,220664
63,1061.608354600378,403.1500670371059,-534820.3403227295,220698
64,454.33058248828024,1001.7763984996218,-522066.3676253292,220731
65,966.06538518155,429.74918223449873,-288727.94670827076,220764
66,975.3662767746705,481.8207310237133,-367228.9338703423,220798
67,987.1505097571772,596.0581793256216,-452867.94744632655,220831
68,936.0353588721053,614.6617053460925,-184086.03200373452,220864
69,955.2768810707876,647.9052225658706,-155053.14280624388,220898
70,839.5608334496183,1082.336509595829,-259469.25709477667,220931
71,896.6747038801707,1199.9100657799038,-184297.0597055491,220964
72,957.6655756660865,1440.1947784935203,-213714.90368286092,220998
73,831.8658531175357,1075.5124109526096,-187142.02280578302,221031
74,1151.724674400216,783.33545096227,-276871.5432601697,221064
75,1204.2404877453012,508.3685145730426,-1292253.6183216593,221098
76,869.3186969811956,1283.2837823564257,-521093.104140006,221131
77,941.7676041848229,1258.2298599707926,-339667.771566564,221164
78,862.2738265408178,1103.3842038102118,-208420.4715464072,221198
79,1011.2249195711838,1360.9673753329905,-177077.9677672193,221231
80,1043.2033696703813,1622.5423728342166,-216871.35737389704,221264
81,1076.2690000339549,1940.8710285460315,-310293.663838411,221298
82,1033.8830969738553,1568.538437524679,-249210.2904902949,221331
83,1424.8431788135326,991.6113742132486,-118248.66617970582,221364
84,1203.3112133886714,940.2465449825603,-83560.26212387525,221398
85,927.993784336465,1153.2161757571077,-117708.67106547309,221431
86,935.2521839838591,1358.8063965011493,-132140.87284427424,221464
87,1428.532299187058,969.9708945136676,-191350.7588724136,221498
88,980.4234031518804,1514.4130795734661,-125449.10932324581,221531
89,968.5153376871332,1342.093611991687,-141266.63790565793,221564
90,965.4566067162352,1256.5452756566476,-86240.64053838621,221598
91,945.5816504285136,1232.163827305702,-88964.11044360757,221631
92,938.7255056461804,1347.5362703838439,-143186.500986457,221664
93,1041.7819714592163,678.349786731106,-458435.77439078054,229264
94,1265.0507228358358,918.0087952783989,-441404.15506566205,229298
95,999.2945879579739,1634.6797851567137,-377513.529558062,229331
96,998.8467158107818,1430.8556728348572,-252513.61499890857,229364
97,1253.2249896321146,1004.5233310112383,-184566.9139808117,229398
98,1459.366169021902,1063.3755692938091,-144269.3294662238,229431
99,1085.2293518888262,1780.9630746842795,-103935.87540244451,229464
100,1068.5243736437055,1965.4856528170699,-149936.89279771992,229498
101,1045.1723278857091,1873.0713366783034,-169092.83084568888,229531
102,1818.3919648956717,1043.7610192568511,-310887.08292380616,229564
103,1047.777020203783,2179.2241738747302,-190894.31865762692,229598
104,1031.902981014944,2070.2695476676463,-197034.75544944222,229631
105,1016.3628108167314,1695.9350516339125,-153971.7002645035,229664
106,1022.6430898709896,1585.8344377640183,-136463.40130911494,229698
107,1662.5101727915437,1031.7089750636576,-123853.41000964123,229731
108,1037.3345193380014,1672.9588960087924,-193383.3066114789,229764
109,1044.9774591320063,1630.401052665896,-214933.2007061051,229798
110,1027.4278738841647,1446.1282263646367,-110350.18801119528,229831
111,1021.1583060669941,1469.8104372924254,-81942.25086158156,229864
112,1485.4223764269423,995.1943703320538,-89561.26385011816,229898
113,1021.9481503105163,1561.8673200573257,-83559.02899530026,229931
114,1025.5267494125862,1591.4399915437539,-81468.2122522305,229964
115,1038.9246440241272,1646.2508755079525,-157411.67737602748,229998
116,1056.725242988038,1699.8042181085668,-224509.41454312386,230031
117,1098.035679470225,1885.4508016861412,-375370.0900604956,230064
118,1925.6381323299943,1123.9483795884428,-698691.5569114857,230098
119,1138.689239029453,2083.7841901835263,-987534.3144023389,230131
120,1124.0757181586089,2302.587642570603,-644351.2189450961,230164
121,1089.023918699902,2349.1340488109927,-475871.57557651185,230198
122,1078.7855834630245,2232.696578087336,-598906.5895829638,230231
123,1068.026322608627,2123.4153298080887,-434510.0731215195,230264
124,1074.5392504691413,1959.6684684095883,-606279.8568255497,230298
125,1770.483000113407,1056.3044635228382,-462514.8170148147,230331
126,1034.6493674519297,1702.879192435159,-198597.26275804653,230364
127,1008.6558134963154,1680.1132381128994,-88317.73399031596,230398
128,982.1260398088907,1653.672939707609,-104381.11326285574,230431
129,973.2924292616542,1595.6511083946114,-295522.2556664098,230464
130,990.6919198724174,1516.8903257173565,-380925.0171175187,230498
131,987.7927757632973,1432.4838615329522,-348221.8466356528,230531
132,998.1435565030646,1357.6463357292935,-163094.18518672916,230564
133,971.99857458688,1256.1587480776996,-68580.76278330406,230598
134,951.637367571737,1174.8353023090854,-34264.57611412824,230631
135,1002.6329702886436,1422.3972722133574,-70048.53780343554,230664
136,990.8205741327271,1842.1946151262086,-117959.79750585931,230698
137,949.2276309797169,1237.8523836089187,-207301.28351365853,230731
138,848.3156894700478,1127.071578789043,-270727.6249963402,230764
139,1110.5352935061292,516.7215321905278,-682104.5920091968,230798
140,1110.7163667952968,452.5308662992045,-589672.5282210399,230831
141,918.2664512470581,1290.9391508445515,-270654.5206125028,230864
142,1048.8153089511768,657.8615985809427,-178060.4101112364,230898
143,1007.3838125677842,370.8759900559754,-321003.08352790884,230931
144,650.9375702421755,1043.6761152116062,-398660.94971462607,230964
145,1048.2211985130796,619.358779529058,-258884.231673758,230998
146,1065.7525927385188,524.3818735591311,-224408.59093958355,231031
147,522.0468266953867,1050.0372578920192,-364530.31260546274,231064
148,439.1246786516347,1006.8261469616294,-439961.5260964848,231098
149,1008.6518364202816,481.4116363711238,-471385.3845277975,231131
150,1000.2738287835886,464.0428715121225,-474843.4002556802,231164
151,1010.0494285248551,468.3414216967575,-384378.83381467394,231198
152,1019.4275794038145,531.1812664324574,-269529.8247297916,231231
153,975.8574990435558,686.627055834012,-104307.55131462633,231264
154,947.2854881647675,407.1387969722365,-102985.07824876267,231298
155,438.5378194246198,950.4353926884837,-70156.88404526483,231331
156,988.4476074078009,327.8292317385973,-208185.21042144764,231364
157,999.5051299707638,439.6218313946225,-284663.69880288054,231398
158,908.5633846999481,1181.4849293171915,-143673.81051671813,231431
159,951.4553436055569,1328.241418604316,-213467.34506999975,231464
160,920.2781907739064,1381.7966502124173,-440225.8103107099,231498
161,1263.6619440810027,563.7870278374176,-1214500.0973531513,231531
162,1442.754311353176,863.9520692188964,-1546542.188713925,231564
163,1081.0721395012129,2361.276985023146,-807489.5838854039,231598
164,1060.4675552971646,1855.4170593146462,-548285.7910874349,231631
165,988.2315802828357,1387.6446627436355,-289561.94950254133,231664
166,996.841154440135,1338.6505981498356,-319042.14865540847,231698
167,996.8115296581493,1343.1894604424488,-306331.7562309037,231731
168,1386.6450147375258,968.5373545979163,-322735.0891382581,231764
169,930.8429972254282,1396.9820759078937,-306601.66514677176,231798
170,1266.2354272353114,900.9737285051007,-420598.1604983261,231831
171,986.3666253506585,540.6266033675647,-390877.4742921145,231864
172,967.5128763640757,427.521699007987,-323651.60388680093,231898
173,352.33126475440105,944.6062174076297,-412171.73225698766,231931
174,927.1495842340762,375.7255980266357,-265645.1236779606,231964
175,918.7001446308084,298.92344075760406,-228470.8586031808,231998
176,976.710820431375,286.9525706905249,-415385.6829068194,232031
177,228.54596606017628,1044.2826663264877,-1518171.1119487644,232064
178,1084.8810066546641,291.2138709931636,-475991.6291052896,232098
179,291.0904059509272,1114.5463100672298,-853083.3884171743,232131
180,1240.1642359417806,360.9958742817969,-2501486.2691520606,232164
181,801.764353393975,1408.9255000656212,-808529.4769044495,232198
182,1574.6544961262744,923.8662685147276,-1111085.0754859522,232231
183,498.60415262478926,1128.9612986800546,-960044.1593462178,232264
184,1026.8331737823928,247.97367317737928,-671027.1460014227,232298
185,1018.052819886841,518.6921383580075,-238877.60338491618,232331
186,1074.7600695216574,625.8397928513809,-254896.45580753498,232364
187,393.01961450226565,1054.7235820309754,-362510.7269889415,232398
188,1030.5195518347068,335.94171750726787,-574026.9373180423,232431
189,501.1691689279055,1027.9306441922358,-190565.8988835466,232464
190,1001.5274357912306,488.1993156670534,-273772.2338054077,232498
191,596.1579527756825,1012.0532445921004,-291450.693249466,232531
192,956.7986958914847,1697.7594058051925,-260131.11080708192,232564
193,905.1370306329042,1189.9928681932556,-368520.1964230109,232598
194,1010.6625071326919,552.0718206611593,-281391.04651271383,232631
195,956.8994606005367,406.1535086338988,-140639.67859438137,232664
196,948.3605980033143,335.8464638010988,-75119.65244572048,232698
197,392.6068912704223,946.3394877307287,-184025.56312324753,232731
198,578.8533063787542,965.5984090855036,-149215.371770953,232764
199,915.8127944917553,1267.9988847953941,-238386.04519898107,232798
200,917.1491997945434,1277.650453212535,-367095.04435740283,232831
201,852.2299125958557,1385.3730660118663,-1241321.908426293,232864
202,1101.9634849194097,1860.9195216101834,-1497221.2045472402,232898
203,1125.5261387505705,1985.374437830841,-1298181.4226297853,232931
204,1057.4135114981252,1767.150196940972,-852354.0427264045,232964
205,1023.0916905102067,1471.690506357538,-347184.21311707085,232998
206,968.1098015844145,1335.6881611846875,-395487.7215640779,233031
207,571.5622880389852,1066.736247158009,-370628.6746613638,233064
208,1007.7405272486089,250.7309956132858,-614305.5007507581,233098
209,1016.4955054623343,276.0419405757906,-888865.5138771744,233131
210,1007.427571044728,217.81750911341317,-1115420.0019514344,233164
211,979.2706450957063,273.29500006451565,-612094.4338742119,233198
212,959.6496185560094,219.48083401485314,-519576.01729077497,233231
213,962.6895143490591,245.24130495646978,-583067.0917333293,233264
214,953.6796238847252,321.61510048044306,-436532.4355081975,233298
215,963.8543204770169,278.65706438463917,-195760.78470728538,233331
216,1015.9421865578265,313.7721483522748,-971542.7717456322,233364
217,405.6015523260912,1077.7150275180577,-1251464.0151413577,233398
218,392.24673959151585,1048.9114863678617,-323486.7751338748,233431
219,1130.143520610356,567.0778425797462,-549114.6650670529,233464
220,1171.6396629900705,504.80064796676015,-568257.7250940898,233498
221,678.6829952234484,1261.5502472364553,-737224.3757286405,233531
222,1324.091387796441,834.6063690547696,-615542.6876381363,233564
223,1082.0491601735132,641.437439769472,-395142.4979004477,233598
224,879.0298348312526,1090.007378731631,-105920.18734793256,233631
225,1023.7420622686353,767.0092192410762,-167064.32706736075,233664
226,976.5435578523648,1189.1870905378812,-90514.19236296839,233698
227,1019.6456603025172,1366.452273124093,-193835.10734214223,233731
228,1659.3654941626128,995.0546055123798,-990389.0966899754,233764
229,911.0492717955103,1431.958752025016,-490061.2522687176,233798
230,874.5056274564993,1297.7150726466816,-559846.1545574222,233831
231,500.61205800790043,1042.91468654561,-624934.9207057817,233864
232,1064.22487527547,436.2791329522238,-783816.0216597544,233898
233,330.9760054168703,1052.2527886999912,-556460.8876305236,233931
234,1044.6931739408037,325.5042301547304,-423028.0902409453,233964
235,998.962736444665,399.4733657674923,-292464.2116369388,233998
236,991.6698059697442,521.2617150870586,-216441.82831280143,234031
237,1006.6909459970184,515.3291804435373,-173787.1103432458,234064
238,1038.6328964989436,457.05701797422756,-200147.53655567465,234098
239,1102.7583031945658,376.55458615558564,-535779.6950833019,234131
240,1149.0245320521992,326.9606800722868,-884598.4753644876,234164
241,227.29098557800353,1133.3487915237547,-1816937.7251545484,234198
242,1101.2052073811947,299.03501640733134,-572385.7868702499,234231
243,1098.4341819328147,294.8963877282737,-459521.1699094919,234264
244,1095.8300796285878,337.61053540413127,-987259.6172199269,234298
245,1092.2458725775991,602.161384505503,-421325.59644726187,234331
246,1080.5276189695112,708.7734286717,-164849.16835007476,234364
247,1035.9268480268904,446.44067569270334,-226943.50647838827,234398
248,1020.3792810086954,442.09352722449125,-178854.15154582268,234431
249,1008.1356915285652,287.7047505843658,-441945.07484058675,234464
250,872.8593134635507,1662.7789939355725,-968752.7937520464,234498
251,992.7077503739943,372.72695756091116,-618176.3548154404,234531
252,986.8441069175103,372.74832720403106,-648268.8333346434,234564
253,1042.6663547738708,565.370572403475,-387528.5412619332,234598
254,1015.4682994078482,447.98353728760685,-437248.26053858805,234631
255,967.5716549689704,440.91060268511114,-244343.18633049482,234664
256,969.0302041843096,606.4499816993533,-162004.42517719313,234698
257,914.03799831887,1973.965805174953,-615314.7525846675,234731
258,988.3232813818363,329.27290974067125,-327038.439915976,234764
259,1037.1848830153751,617.773925618423,-264002.32085851306,234798
260,1027.6322579256441,690.8080735583858,-305440.84402712504,234831
261,1025.4061658065416,713.6216492172198,-170239.93757217866,234864
262,1003.2359602812239,786.533054593967,-76401.20606824006,234898
263,772.9253399861205,1011.2277518602282,-93460.05098041015,234931
264,995.7753793025623,398.3277544937084,-167497.8794967635,234964
265,1026.9125758214989,690.1041498562541,-109047.89620730697,234998
266,700.3348750592927,1046.0460300168402,-280135.5632545488,235031
267,1039.8429524932856,304.54017642552435,-326187.6107363088,235064
268,321.3849318469146,1125.4269993703515,-1359083.0768272167,235098
269,1096.3209538076087,370.19791668655046,-580256.2360441282,235131
270,1123.4890321634887,317.8971062891151,-362066.4275939372,235164
271,994.4291334137208,592.8747064154253,-104301.0903526977,241164
272,995.2103871311364,646.061521430644,-93915.89299388048,241198
273,1016.6338109581023,694.4270845873505,-69443.90185174295,241231
274,748.5576575945267,1024.1731188143187,-98165.91889495468,241264
275,1048.3973319603629,807.8783770696965,-128426.69520560872,241298
276,1055.423053895283,604.4997932174998,-202542.5461270983,241331
277,1066.795706490867,668.6398002328698,-125821.12672948327,241364
278,1072.88436202651,571.7633931743404,-236111.01311193552,241398
279,1116.5654489096787,643.487265797818,-358124.18568844016,241431
280,699.5856255510523,1143.8166021544807,-396709.68089759856,241464
281,1013.1194801975598,1456.2042485671964,-337892.83094999037,241498
282,1335.355553120578,1011.9413925030137,-197041.83814224007,241531
283,1039.1592403539742,1591.1687528354746,-85761.46373902795,241564
284,1010.4723071734446,1276.8719860121694,-158987.3345576647,241598
285,1056.9039754748899,1544.6722475518827,-205041.3632034067,241631
286,1117.8311675409673,2062.641937648688,-353835.6107116977,241664
287,1135.1392247636966,2173.3011833904,-401619.8002023796,241698
288,1826.3533194333252,1072.4374346274717,-348375.3401435047,241731
289,1616.1129038426454,1015.9932711921044,-115958.17644433475,241764
290,993.9368011748979,1516.169122652932,-98741.12189257162,241798
291,980.5400403841908,1575.5057630889864,-175375.2583508408,241831
292,974.4821469631755,1527.692315152803,-176430.03014295548,241864
293,1433.1996884004643,960.0873872980918,-178415.05027972802,241898
294,1498.6025310541,975.0521120674298,-121905.32963673628,241931
295,988.4571133298277,1480.8804871942832,-264637.4749587383,241964
296,992.4389811274016,1507.010099051256,-340112.01398978144,241998
297,1757.0048702191905,1053.641881949044,-277603.6795067451,242031
298,1028.5015247208128,1561.8519233252057,-259496.79850301342,242064
299,1698.7024459863476,1003.3259484431924,-398315.823611371,242098
300,698.0428674878722,1124.594006085978,-401585.0856805912,242131
301,414.06263782104486,1105.0166961871755,-909219.1857253688,242164
302,1091.8292270735606,465.0242896127303,-420615.1305536493,242198
303,522.717761387308,1087.3855491170061,-538469.4420778486,242231
304,869.4859159309717,1086.0078355148175,-140177.6915869025,242264
305,751.7285861890023,1115.5610384665213,-417672.9013209369,242298
306,1154.1686838494463,787.9399896831571,-377388.8680146666,242331
307,612.5378881319796,1065.274732572366,-288120.4013801755,242364
308,551.9105294657529,1101.7234938281233,-280714.90336092917,242398
309,1085.0413437898576,423.0886397724612,-318103.08948706486,242431
310,1053.102747873796,466.5163378524581,-242154.36312206913,242464
311,1029.2809911090255,392.5439123140095,-371351.3748648325,242498
312,1005.2969890595854,375.5522834078711,-557372.7954605764,242531
313,406.62828630614064,1000.783396917626,-742856.9744995065,242564
314,973.2700423187281,457.5658690936314,-493222.07136999106,242598
315,950.9148497816802,536.0452700431091,-237182.99775727748,242631
316,932.737382049151,497.4037302603756,-102886.71066988524,242664
317,938.8706730660184,499.7598764896101,-158597.0773604344,242698
318,940.6279888294149,357.9033945705537,-163296.4133419087,242731
319,984.5959797692265,441.44692675934346,-151263.16023008738,242764
320,1046.236736232648,562.9406403506388,-300488.24532416987,242798
321,1117.420778821128,612.8237120197573,-550845.3388721707,242831
322,892.6532679997566,1421.9033608839195,-647792.8299600666,242864
323,798.5078851986495,1398.2516526527545,-916112.3643045762,242898
324,1064.2742364515098,1957.2716424287719,-1320624.4464925344,242931
325,1084.4100610316748,2086.6528894772355,-936466.0088049128,242964
326,1065.5923432294185,2013.297257801937,-629364.506420308,242998
327,1024.2505646727943,1679.6714952637726,-436647.1705785051,243031
328,1451.0582246184536,1011.4873208330013,-304119.2825948117,243064
329,851.5197745934043,1087.3452360890165,-154742.76825432444,243098
330,934.7289274195901,1226.7887326736518,-202364.91598519063,243131
331,899.2636465988112,1278.7973175004959,-189222.93310834037,243164
332,1291.890680673373,906.9345824699149,-109785.9558683872,243198
333,929.8348358117138,1168.2333195386616,-123529.40537444959,243231
334,917.49041884505,1138.0450189135665,-131990.97587065198,243264
335,894.4045077187966,1071.6146488857012,-103319.382067188,243298
336,932.0422865609225,1237.2833180730495,-110566.1415756043,243331
337,988.1712925890627,2170.5644427199113,-285777.9300572206,243364
338,965.3506545721855,1580.5793275044252,-266241.13955532486,243398
339,972.7642164176265,1833.057282247339,-296731.5851480244,243431
340,1055.5404935778,654.4845275482809,-256437.01546244352,243464
341,1141.9784244708067,447.6858775665362,-361266.22382818884,243498
342,923.7507298603334,2639.96117395692,-2310135.781650027,243531
343,553.6542622419144,1141.7399824670083,-566207.0794168332,243564
344,1105.8152923260748,585.3032056116352,-505920.41562848206,243598
345,499.73569970310393,1076.801393333354,-394090.30125680286,243631
346,1067.9046679879411,458.3328777070687,-641057.7874968305,243664
347,1053.9696175917668,665.6210506527568,-351205.3794694926,243698
348,802.9596213549158,1156.3036081556954,-351291.0881630185,243731
349,982.7119902742037,2395.562773128686,-606691.8834262677,243764
350,803.2635967041991,1069.34580785903,-202078.866460324,243798
351,754.3133111192585,1007.3875969598718,-148744.81520414422,243831
352,838.8947518327676,1157.052904950809,-204458.36087840662,243864
353,831.613793041384,1272.9354218446906,-323908.9592283057,243898
354,980.4675204057158,432.32142166669325,-534226.5108346781,243931
355,412.75882721475233,955.9042290168866,-292206.34072627727,243964
356,961.3567094960248,443.3997895334709,-147273.86785058427,243998
357,961.1683216741684,324.40131973028247,-144347.2583056881,244031
358,973.8951200295357,295.1259176543424,-135033.9939278313,244064
359,1014.5818664205449,421.9187609409744,-253179.0542843947,244098
360,1060.7050321409902,361.1395425012681,-340121.1148111796,244131
361,1117.1668752044366,305.35364524445197,-806703.5454249351,244164
362,379.5114668063351,1143.6991411305128,-1074743.8540645863,244198
363,1168.0720063029855,386.12823177105406,-1299980.3520698433,244231
364,538.6618100602838,1134.0022787578805,-512678.5802638454,244264
365,558.3006113048372,1146.4139993335664,-866009.2111955067,244298
366,1094.1604300935032,344.04225707236526,-1030939.9339624597,244331
367,1083.826039677829,535.1143235952334,-433130.0649425685,244364
368,1126.701332788857,741.2534115313429,-323049.87973607867,244398
369,1096.8675738670124,498.35273508276634,-210818.13752670126,244431
370,1102.9677703985742,524.371138971783,-400887.4801562698,244464
371,942.5106752997474,1617.3059243430082,-773805.9262832778,244498
372,902.3074678569332,1655.6637652576408,-818595.9542949288,244531
373,1568.8755658962648,903.9454987628002,-666395.9344647331,244564
374,1309.2608436257103,863.870889732648,-399744.5481788047,244598
375,875.8959052569664,1283.6259224595067,-364751.13837926666,244631
376,874.3319290529447,1326.024248135786,-502291.3121965215,244664
377,907.5861778910853,1501.9542431653608,-511607.16719511326,244698
378,930.1459752958503,1604.0269580493084,-518624.8638798589,244731
379,1061.6050582269438,628.0196607866942,-322404.9179231098,244764
380,1234.3154908338697,947.5684234510303,-295600.6714941818,244798
381,1082.1571750197827,828.191395449832,-248887.8033152093,244831
382,885.7066451484429,1149.084877120217,-365563.1971761255,244864
383,1001.3525653800618,1409.1350171561048,-503607.6904129307,244898
384,1026.665572152462,2265.5982742711876,-394791.83208169095,259231
385,1035.2866382242366,2239.420445126233,-505488.59071031597,259264
386,1004.8475844587177,2070.6335869255204,-397034.83891097823,259297
387,992.47342214111,1974.9895643732266,-392210.49030714977,259331
388,976.2579030082786,1871.133815634978,-521020.5917850893,259364
389,1013.872392816255,2228.457546782915,-387856.5749883356,259397
390,994.0516831118932,2247.238542045603,-308068.6450353353,259431
391,970.2894575416327,2275.4589877111166,-351579.7935771221,259464
392,960.7048362465961,2239.428154061688,-308278.22022734105,259497
393,949.5958355564245,2232.9250227974244,-214759.9179142707,259531
394,935.2953357268942,2177.2714043699934,-325923.5278082448,259564
395,948.0128039215386,2080.7068173568664,-516200.0288249438,259597
396,968.6401585789358,1826.314163503652,-560972.7729472207,259631
397,991.1673107505102,1633.2633633470784,-253345.45178880641,259664
398,1045.3563668991555,1578.8686226058614,-160651.00258590584,259697
399,1461.5467625527963,1039.0299780711061,-324374.57907010964,259731
400,1493.2860417013692,1039.4083600642089,-371979.70138862066,259764
401,1457.1337460781108,1061.9706607546943,-303171.2116857982,259797
402,1042.7414981321576,1663.3226898466514,-1015055.9136397641,259831
403,897.2190718100976,1296.9312133206965,-375649.09739327454,259864
404,1069.4393462290545,720.0652237075856,-283981.12382948614,259897
405,1139.8600537153902,897.8119883921536,-277558.12348746083,259931
406,1282.0480081209819,952.5446639865204,-186336.10118688902,259964
407,1054.2940448384425,1596.6637949477058,-375752.0195770777,259997
408,1138.9450352747754,2326.564966649872,-679261.0870853665,260031
409,1132.8305569807965,2591.5091520477877,-614356.6696280821,260064
410,2373.4862120072407,1087.0936129225047,-582470.1856102783,260097
411,1053.6820535078014,2224.0729771152173,-595115.2571277835,260131
412,973.7953129355376,1795.133679440481,-574593.6119014529,260164
413,958.3376087138472,1849.2134410588988,-477645.8255820901,260197
414,892.9286673118036,1572.9588802473813,-584309.1948225076,260231
415,1052.565699410787,362.8043456718733,-1153249.091914668,260264
416,1071.7274566505885,302.9190687660471,-1368840.7692364317,260297
417,890.779214712013,1992.8745274226012,-1032423.6580042302,260331
418,1122.2480070048389,388.1111694962659,-1200697.5542627315,260364
419,1134.6958541262702,478.989285102179,-932031.4757163326,260397
420,548.9095661684136,1188.271217322291,-831412.8920930228,260431
421,1686.20800332227,977.872627208344,-1296239.957815489,260464
422,1178.2182875201304,402.4213585397283,-1240230.5389673926,260497
423,810.1992440761313,1327.0389476909372,-870155.9005835538,260531
424,1119.9843648386923,474.73279611949147,-469148.97239768575,260564
425,1080.1649643943688,613.5525783466254,-429274.39532104094,260597
426,1039.8635353939214,366.5357108405277,-719871.8727602956,260631
427,927.3553459736737,1342.4416463820075,-344043.39947035926,260664
428,1018.0379654414636,1534.2564381600328,-186143.68140528008,260697
429,996.7575231689392,1553.0331917665258,-217268.56645533297,260731
430,1005.0173409334179,1735.4791164092865,-432937.40122204134,260764
431,959.7272979259295,1632.9062778912435,-490901.65596953605,260797
432,942.3541017160879,1575.3650969608182,-203700.00804999896,260831
433,1473.621347528103,953.4484288237068,-144019.11772497374,260864
434,941.0100548307616,1445.8380652606932,-195563.67253458992,260897
435,1568.2541957520443,960.635932645803,-214527.22089343582,260931
436,939.9323402022176,1545.633317825239,-232048.46564132138,260964
437,951.8163319805085,1448.9371661036032,-192943.74771253509,260997
438,980.8059736751582,1372.2527880563325,-176796.05673961306,261031
439,1189.5179219895108,947.7122913876772,-128856.67293746014,261064
440,926.3836637719039,1328.5138896797305,-369606.75687933626,261097
441,1468.1251928273998,891.3411204068382,-1009059.0263049237,261131
442,797.858914043388,1315.5744057946936,-1297077.1733488129,261164
443,1355.1247451671409,785.5966369577966,-840700.416433695,261197
444,1438.2356319556666,799.5179413524666,-777931.5512590688,261231
445,938.2132057730018,1544.4406302149932,-917719.3869159226,261264
446,981.3668431265198,1375.7802284592622,-538533.36606181,261297
447,1013.7494158926141,1440.0586677928143,-357808.9380868649,261331
448,1751.7031868590313,1058.7273394277809,-451297.4089108449,261364
449,1088.5860380017052,2322.0518943382813,-623269.7573550009,261397
450,1024.7042400796163,2611.8357528757433,-539781.4072571186,261431
451,2493.9564952099704,1013.0015186276225,-894521.4651626116,261464
452,1015.3760058918779,2163.6030134939265,-828720.3331811425,261497
