,centers 0,centers 1,centers 2,score,MILLISEC
79,1054.8039911085111,4104.51605207027,2919.9035942989626,-769492.6827429819,99599
80,3979.185272548867,1007.4762681852397,2644.5073265166047,-1277651.3762441648,99632
81,935.2285780513124,2663.0312310884674,4536.428110308814,-1361358.4468250468,99666
82,959.2517204165273,4897.409315137954,2593.466791767344,-1233929.600680721,99699
83,929.3866592696681,4524.902098388428,2451.9267933606825,-1045851.3138597518,99732
84,935.5193872817003,4061.8943856284595,2043.4475770129266,-1372503.044381368,99766
85,1055.9063676609078,3899.303784010679,205.26568149595778,-486224.1119298085,99799
86,1046.5942117607071,3422.706239220655,206.5260274154325,-400881.562270698,99832
87,1069.1355297410694,2699.0968859972404,102.42558274181306,-841494.1618603779,99866
88,1043.241534805372,2078.0577917493674,239.39298235328454,-110754.429324253,99899
89,1014.3856878994459,1983.2450637080165,517.7074463439752,-104464.20588139434,99932
90,981.9337779990934,1964.9045068104833,1320.683985442309,-283996.8800111917,99966
91,1091.7500698129868,1993.973393919203,649.7741896579353,-308167.5596701716,99999
92,1318.2865253491348,972.9196812661427,3150.503134421548,-421227.9357672556,100032
93,1481.7224254508785,4060.320184418958,976.1492944070877,-849186.4961205797,100066
94,663.1777413983984,2794.7075669695214,1183.1277852252972,-529366.2998913908,100099
95,356.2408344802586,2593.0726235786456,1108.8091644496483,-547860.9305599106,100132
96,1078.235918633051,2246.851352448577,561.667674968179,-268810.55189600965,100166
97,1120.223258682253,458.94335576119624,2431.6924147597288,-326267.45063230145,100199
98,1099.962143728418,645.4410677456984,1891.6278703804298,-400635.83009930176,100232
99,1056.8557487720363,459.4765611554051,1822.4239353125276,-232595.25267258091,100266
100,973.035517708133,144.8067677976412,1650.8497811733205,-398219.7442908441,100299
101,942.6720633763015,557.3926308077328,1075.3549683594888,-101554.3997641713,100332
102,962.047894730891,504.2896586085041,1225.0369867055501,-160624.28680819744,100366
103,1031.0382956112678,1797.69607542747,558.1652301171184,-192194.35327315505,100399
104,1013.294265325015,2376.2060754665536,676.3685019827144,-158025.03215966484,100432
105,878.4833212483986,2735.557707567911,1057.8528721700775,-167352.04724848282,100466
106,2662.8937883633444,937.1452077006248,1120.838869351658,-141087.26265034298,100499
107,1005.6186185429683,2537.8181573942607,2075.3749058904996,-99232.68675491132,100532
108,982.5221743242078,1410.6176505675521,2420.1576394937583,-311259.20700881403,100566
109,2263.088376533272,998.6582136738716,1739.0775948192481,-185739.13910620988,100599
110,2278.1777951559934,949.1327640557264,1371.8863832650736,-458395.8159029089,100632
111,1615.2197233742475,979.948107150771,1913.7370060851815,-149064.85748344727,100666
112,1098.5557580752243,1566.2608352611292,928.5941737165572,-58847.20070889177,100699
113,1015.4241346033622,1347.2112143172642,679.6329891934323,-88940.77160584052,100732
114,1048.5673590260221,411.24991592680055,1636.9147809217193,-145519.89783388033,100766
115,1532.376766419953,451.411851225442,1032.5043492407644,-140977.6422004936,100799
116,1225.0247934187028,1015.2010243139518,788.5893176139789,-36009.38499741966,100832
117,552.6274426099322,964.3460374503547,1104.6951388506284,-48193.131159533536,100866
118,918.2027250597523,479.36127933587215,1113.5199919274537,-36643.02041650399,100899
119,1144.944682493066,932.9939752282562,1069.9491419544102,-15156.746860720745,100932
120,1124.8850587794075,1019.426759704845,856.5694019497539,-18459.930202986052,100966
121,933.2063045201717,1360.7926380066724,1045.9801391648268,-61539.660986292794,100999
122,929.7144207584389,1091.9776676873912,512.1025287967244,-42708.981305240886,101032
123,952.7944619320617,1095.3754729699458,721.9267380851991,-33126.6530686875,101066
124,1053.0104934681117,661.9780902776881,922.149261364859,-45514.9485513162,101099
125,714.6733818794569,363.36620646394726,1026.3811283122432,-79933.30004370846,101132
126,260.65137403187055,1015.0529399490947,753.3234761245741,-72071.52989626511,101166
127,974.6493456702395,134.2104176296384,1392.8208786487946,-125635.79213679153,101199
128,1051.8378175201472,223.39728009807277,1870.6913160647323,-95687.46152005847,101232
129,1114.3716452123385,2381.3429365093234,431.8819897721171,-332276.85975366866,101266
130,689.320257005538,3161.3476028972823,1069.8658334919771,-427239.9602915454,101299
131,1051.4636119786574,3703.592782036971,757.9922818206176,-156051.3307763035,101332
132,1061.9523180797198,3662.63825914398,764.3736265643772,-194960.2830128626,101366
133,962.7373710191537,3720.299987904201,2550.7340120051717,-382469.33441944036,101399
134,1144.4978244938077,2840.8748652483796,951.5574983254022,-90602.76639995653,101432
135,1589.9946758241726,366.96185087826234,1034.4946263093852,-223849.48816766535,101466
136,1021.335490987436,1581.5940648318706,298.31024119195104,-340352.8939456505,101499
137,1051.7000426889015,2354.764319417126,602.385574290853,-326091.60351949104,101532
138,1165.8824737011473,478.5592962214819,986.9969475155241,-120297.76727240311,101566
139,1532.6086617013502,1014.0026113250814,708.9654540575614,-192027.56018575735,101599
140,987.7114392550897,1559.2129706005958,2236.57796644785,-125882.85438524127,101632
141,1305.8895816213424,972.2751292993305,2360.862977811292,-159422.7525874597,101666
142,1007.1519750365248,1512.2790585827934,2500.5989282569885,-255684.73256010973,101699
143,1056.4340200459783,1767.2821455853064,777.8520916546256,-368701.48120402824,101732
144,858.8360750698195,1719.6444870484004,1097.2341629780083,-209308.03714162402,101766
145,1085.1565005290743,1469.506108907537,812.8109411421069,-134105.4718454798,101799
146,802.9707223188728,1112.5402988527023,962.4672378707303,-28324.355457383692,101832
147,1133.352347706376,2258.697633593306,907.2481121811202,-115641.00291309334,101866
148,832.9493353548536,2642.310163474379,1130.5459137598089,-337969.9482781537,101899
149,849.3356190481796,2272.885610848025,1124.828547900657,-223689.97721413992,101932
150,1173.5845272779209,664.6552737069137,988.9201242974768,-110064.10831720206,101966
151,1722.858194397804,636.6683682880312,1028.5938345432658,-386034.69237221073,101999
152,1014.7188529396738,2693.7162062845446,1582.806683485462,-248719.04945073524,229431
153,1502.5344488693001,995.7702065600656,2229.664997258557,-146718.5172475984,229464
154,1022.1213175234125,1643.5732608022927,2085.3107682069835,-133007.0935070992,229498
155,1043.0044397351915,1959.403225474532,2603.184588153518,-277811.03516090603,229531
156,999.7977856971154,2900.133100393842,1556.789051721642,-404690.5972008406,229564
157,1041.7237003567652,1866.0275892740763,2668.2430548958614,-218088.55415908454,229598
158,1034.8418816674682,2179.5344940372893,1571.1922224858422,-97269.03635741211,229631
159,2270.918931153097,1037.4341029542243,1811.3804128343666,-111997.54496291772,229664
160,1037.0370790487295,2593.025285708937,2070.438737913951,-113564.57983329208,229698
161,1048.1453174378607,2892.435323530247,2288.265111669833,-129270.43106226703,229731
162,1025.7026831821397,3225.0963562511133,2515.278063884094,-142843.86122938182,229764
163,1022.2058905398432,2542.4874868765037,3685.505022675174,-240236.4704316676,229798
164,3860.108039918718,1015.4000324925034,2435.65210401325,-261653.70918480158,229831
165,1010.5878464323721,2312.482175714448,3463.1812872692767,-168466.5783156321,229864
166,990.5747459133547,2266.098562536434,2969.5787308449635,-142222.0013764279,229898
167,2704.4174417966515,999.3917143851033,2199.2751181571143,-152259.68447160348,229931
168,2188.9698079365185,1030.809669680301,2665.2261893369514,-113420.05746936845,229964
169,1054.8460557428907,2732.0086761325297,2189.2296747590703,-154112.2594747145,229998
170,1060.6379948242347,2123.400534151211,2784.1377908768673,-137535.7404852315,230031
171,1061.8027360971214,2188.5244936349573,2705.753314698145,-98485.35690608308,230064
172,1049.3879116376734,2026.0297136082127,2534.2395309046856,-72173.57284605186,230098
173,1063.250659191667,1921.224197363068,2386.6413639254642,-100638.90552231103,230131
174,2249.5423979111843,1039.0138898176442,1755.428635658676,-137164.4086942054,230164
175,1025.0898678593733,1803.1833468567888,1237.5383458338565,-23011.397835788284,230198
176,1032.7510512263912,1664.6419244952433,1871.302754767384,-41762.31488164415,230231
177,1035.747458308937,1792.8383916090947,1453.675904658668,-64128.47485237558,230264
178,1038.668574668369,1629.1842566057535,1804.766097104035,-52984.11551367062,230298
179,1015.3564763697525,1817.5578039160664,1560.8870864709706,-48258.50915175163,230331
180,1666.2544575270244,1017.7943321370869,1281.2519794553782,-55603.13811125293,230364
181,1056.8904535981076,1416.998848361206,990.065776514196,-18583.925727957452,230398
182,714.0569660304925,1015.412915658451,1118.7778542718454,-33782.45102645641,230431
183,386.63680499638906,1009.8964216470847,748.46964040145,-90295.034946962,230464
184,986.4602009069366,693.9998260230789,393.7300816716089,-63357.32243988614,230498
185,1017.0133802219901,492.13416603786135,855.8672822307856,-53934.88324673803,230531
186,1036.220689025766,417.8217411005478,829.2591619593832,-56774.44376342105,230564
187,414.85516209900595,1676.5989383272315,990.5935091762536,-149431.07626330788,230598
188,1940.33966098722,982.7726383927542,1262.2995403037278,-268539.3297880637,230631
189,1492.9070758509502,1053.9242771461363,1944.611927716352,-179500.8558344568,230664
190,1089.954583728587,2842.0226371299855,1535.556700304607,-240338.22181559057,230698
191,2662.2693327310067,1059.7110502371302,3460.0615483173087,-541019.9838077977,230731
192,1045.7768003949097,3323.4239556400657,1860.5894227367842,-478196.3297596051,230764
193,2379.48965116472,986.2111815127955,3524.738855574977,-843492.6037235829,230798
194,1049.4404928687197,2096.013835832197,482.530759907933,-327581.2799948125,230831
195,993.6474999596262,1269.2664830432589,638.138847853338,-161489.63837159827,230864
196,1084.4457087683545,2903.4093752001286,2149.7951065159673,-504547.5899441259,230898
197,1041.6067966244302,2138.361772916019,615.7675446939295,-144553.29890461263,230931
198,1003.3275142123598,1976.9195665047619,660.9555618071895,-241390.67868082615,230964
199,973.6189867160651,2215.909745454449,1640.646248990135,-295523.0080568887,230998
200,1063.3737221997465,2235.0932789019216,582.0136664718309,-564446.5762958672,231031
201,1586.1121795271238,1000.3477993804299,2380.2802356025227,-318654.35285659134,231064
202,902.5291131813475,1869.7558664167898,1079.502646633111,-102292.53798208082,231098
203,1148.0596656502046,1607.961753276489,987.8365362735201,-61108.76409473647,231131
204,993.0605302653253,2296.7165693659285,1267.9411245807569,-329827.79278942716,231164
205,1015.0766919883429,2928.4591511578233,1681.8509476613458,-131928.34857732186,231198
206,998.7106871670755,2986.5573826732343,1966.63381044266,-177460.2513363891,231231
207,2519.1784976792937,1029.6202414647164,1552.9222201468112,-235299.66204171212,231264
208,825.557485311364,1648.6760504241242,1069.4922192076594,-93664.2534269953,231298
209,1102.8722861320728,2261.729205718492,476.07186451917255,-398732.1282991595,231331
210,1058.3574609393277,535.5842959804916,1607.2892537261466,-49656.67637006423,231364
211,1020.8577861287686,1199.4402375316597,683.8171232451143,-67695.95532381078,231398
212,1062.5001155670232,1780.9867867430676,627.2801693394656,-96243.88434117082,231431
213,1531.3123753694445,1059.7440794945956,638.3029147941018,-141009.78067031753,231464
214,1346.559506861526,777.0763542114122,1072.5705404662272,-125523.31074787026,231498
215,988.8851939266362,1423.334311182532,2000.1314956772217,-162114.3876765283,231531
216,1230.8529419521014,1610.1654475427888,978.9021329471407,-189405.28561433742,231564
217,1565.6972144786378,833.7624987096247,1050.675001523742,-123297.84852737526,231598
218,1022.4341242548475,1654.2216055609078,877.76152921318,-123483.18293504123,231631
219,977.7768223721887,1810.5081295192308,1098.3778853496026,-87946.60029504116,231664
220,2027.5593723705686,1022.1850376547247,1407.5827881523696,-173395.04723308212,231698
221,1035.870939871017,2056.2165311871636,1487.5339952277402,-195869.32776241956,231731
222,1040.0367561575936,2272.690696069309,1707.059311080452,-211486.84204848885,231764
223,2624.3574451663403,1026.072556629122,2043.5197576730204,-172225.0621189723,231798
224,995.5283056748095,2550.0545572885867,1347.3151079090592,-160612.57650779147,231831
225,941.5313372177717,2564.1435378439633,1470.6747572069555,-73349.94932216423,231864
226,1534.0939895663355,2418.7977367982267,974.6037550944601,-226731.1287206567,231898
227,994.2898897967882,2415.6166914475484,1616.9172907681036,-276038.88025954843,231931
228,1013.3978717884527,2273.2907865031257,1664.3062000893528,-223213.306871703,231964
229,983.9365949999149,2063.5593984176194,1428.1855621732072,-175828.2047641478,231998
230,989.5302219775124,2190.1739659369905,1402.4533269032327,-138040.30606307636,232031
231,1007.7107689708312,2376.8113028471507,1380.968400868697,-190354.98632597996,232064
232,1030.6385619432901,2710.989696920269,1511.512754992216,-203993.7381789194,232098
233,1606.802875302301,1049.2681156521376,2879.1100278816593,-401207.09963187104,232131
234,1014.3260780206595,3092.4506044589734,1709.9452091621495,-478368.6078923478,232164
235,1056.0172824184124,3216.402299416739,1886.023641693775,-578479.6295294657,232198
236,1051.793646123644,2345.3602583477414,3778.1289019830965,-404560.9172458627,232231
237,1084.2799126753985,2690.4183101773247,3829.7353694478684,-467003.15525448736,232264
238,1140.1281916842674,3840.373158952135,2958.405630429017,-878746.3884926274,232298
239,1087.0320030966348,3027.3783719271464,3684.176434428731,-228892.79170643058,232331
240,1057.6236353455624,2435.437734232758,3548.4887415220005,-505882.569227066,232364
241,1572.8733012453413,4137.7934741404,1001.8800626766354,-627169.7438064765,232398
242,1017.07526817859,4507.215280731365,1676.8540397198262,-1218144.4270763043,232431
243,1024.646600541756,4662.325096868797,1728.3295855306087,-873023.9173064358,232464
244,1653.8541096841643,4566.035148955852,1022.4759567234818,-553290.4754002373,232498
245,1006.0789224123296,4140.358577037022,1586.378580289081,-550844.3409095587,232531
246,3503.30455185648,959.5007635517334,1587.846340172751,-605639.5592688657,232564
247,1040.290329426087,2826.301679002858,528.4778369872834,-461236.5087013148,232598
248,1040.9577564084213,2099.247620839113,440.72890328850315,-200832.05975835223,232631
249,986.4051668033862,1443.738083781225,428.62445040302305,-49687.74780990154,232664
250,966.6369882407653,482.49159873303415,1448.5661876490146,-118664.43185810476,232698
251,958.7861703228052,451.6666162217364,1428.4460087801708,-184390.53291996632,232731
252,380.0313219449125,799.8347063271631,1061.409873400437,-98174.07160546954,232764
253,331.1229391614397,1019.6690017487169,721.793898734137,-129292.28558021548,232798
254,893.3280376781133,1051.713995082578,222.5679433215272,-96751.704975217,232831
255,1027.0340652059162,211.2787594548265,1323.9712247854627,-129524.87882908093,232864
256,1052.3628714980161,1890.1221089941696,271.2858857063071,-115621.91791169907,232898
257,1098.0949515002071,2391.730104394882,358.22369935904,-364392.19895118766,232931
258,1511.145165221796,3453.5943595043123,908.9720456909173,-1378013.7504209878,232964
259,1024.5981630736896,3875.129159137796,2697.0172413242003,-1071714.480294398,232998
260,1088.5560100485059,3562.1600838064005,533.8301148048552,-412085.30805149267,233031
261,1102.136149640851,3058.73401872266,584.6280580520374,-393956.0291097986,233064
262,1102.6552440575042,2276.8658858092276,459.7847322389033,-306900.90562106925,233098
263,1049.67854547141,2105.990158645723,1333.093402318675,-187830.09380777646,233131
264,2482.479126335362,1012.6015719470081,1646.3556687050832,-97402.75920133424,233164
265,1004.3213874580435,3368.050623134991,1848.8273784285557,-373722.562044291,233198
266,1386.4737197775205,3392.214173662978,965.8247116692389,-361886.52069239045,233231
267,1021.4159494297608,2420.664991278223,384.4398522525988,-168668.706759508,233264
268,987.4166164054509,1510.3074680588243,271.0424321024293,-137226.36548687986,233298
269,976.0361278753801,167.89580101956096,1539.2605367513324,-226982.06455865927,233331
270,978.7795221466996,307.4631676187523,1622.6555395400467,-147865.44758869737,233364
271,962.4674078629887,358.36665214236245,1584.8365846357788,-141878.48369153967,233398
272,964.7382848512445,1524.3782339039087,482.67482357348763,-122531.75368364924,233431
273,1018.5915969625528,758.3640513710436,1416.2630405401392,-127418.43486291397,233464
274,905.8372646076185,656.2288829625384,1063.0519865332362,-81005.94380167278,233498
275,1035.0482542338273,557.411758081686,1322.9165618169404,-90811.69877307124,233531
276,1069.610428086231,538.7949446525027,1487.6767414364504,-162145.36289580245,233564
277,1064.5731580866563,1765.9513017068166,671.089603153243,-192341.08200271658,233598
278,1148.3294853591285,2203.9494095827154,715.6594372234638,-344588.3916712491,233631
279,977.6273558806836,2565.212271918252,1437.7765193773814,-416841.6244347777,233664
280,967.2893084000019,2874.9833042993487,1441.049157701367,-558879.6020334591,233698
281,992.7002184135846,3307.338053480473,2326.7543918514475,-518211.2508708075,233731
282,1019.7129000508276,2761.4737007619683,3720.12217541306,-621411.4279286887,233764
283,1048.0438589606838,3962.2643778526444,2187.9040198326798,-193363.32420116707,233798
284,1042.5056208822793,3977.7398104954023,2906.8137195217723,-178333.57814821354,233831
285,1023.121441700958,2991.931632452958,1317.5893841548211,-235326.1062503584,233864
286,1068.6457002733525,2556.3310616410963,440.87866811629704,-350894.617748781,233898
287,1018.9650442057018,2210.703501128598,451.85174559804454,-210302.3565592128,233931
288,1818.6225963681795,1006.7492388676073,474.2035427957071,-283563.1646690026,233964
289,717.4658017021576,1023.6121475217544,1548.6142192295665,-193116.0366859555,233998
290,754.4326411644951,1014.4868159030344,307.0065145888601,-106530.45511166399,234031
291,973.2761412611287,336.38852577420766,721.4288594755699,-73104.41509573498,234064
292,849.8000921399229,1001.5660749434743,642.4470970697935,-46569.10300580477,234098
293,943.4285898257854,701.560846593496,1053.8698187752207,-53635.335171819504,234131
294,1005.5867912422531,1592.773033494296,482.15350252798123,-145244.82257072366,234164
295,1024.5803085793507,2113.102328350087,430.5066782292697,-214273.54272884797,234198
296,998.9748025293758,2724.155548355663,487.32843134789505,-227084.28713122103,234231
297,1031.4346489351344,3195.388363616109,492.32481857859375,-365641.56194958696,234264
298,1041.1687087473786,2931.366063800289,4160.956861107791,-899260.6785810137,234298
299,3028.827330832842,1013.978294698187,4553.513368817533,-824623.3397381733,234331
300,1025.402833943459,4608.888586199497,3058.797476133391,-582156.5346737432,234364
301,1025.9757554152993,2593.4665989752016,4080.829572525665,-788374.2367001179,234398
302,973.0817214475198,3125.495480719817,2028.0051775081838,-407612.3043098971,234431
303,989.4914061246244,2064.606236658467,610.265686241944,-186168.7019672266,234464
304,428.59138976715053,966.3071747007315,1856.938846791526,-124169.6298601686,234498
305,583.592092373042,1019.545609747878,1698.725868179946,-74842.65301278647,234531
306,1102.9765073692515,581.7708091690898,962.1426064352343,-49933.0384580987,234564
307,1030.6633858620985,423.97836142371267,894.8863380395717,-67892.43348714862,234598
308,553.6497019094361,1037.8481057972085,914.5745042522653,-43740.258789180894,234631
309,1008.6372208098321,369.2505924165864,819.233731312094,-48535.545990697385,234664
310,1039.0365377650953,212.1838825170281,811.761127140182,-90060.66088238312,234698
311,1380.553874356231,961.8458913730674,202.07919239743615,-73917.14372623849,234731
312,1185.4320731354617,931.5370674285688,192.52792005317042,-156890.2720323581,234764
313,959.1699443813164,1246.6459138992532,507.12523108202777,-232074.88397562475,250731
314,925.4727224025787,1579.89478512948,1148.8240928848727,-147406.09623116703,250764
315,1052.7970754837152,1510.6157187146534,406.7001352347943,-163134.02209728377,250797
316,1040.2795351264585,1709.179335236651,510.4272719986659,-109227.28714450815,250831
317,950.3509902360045,1091.2222537126345,1441.1960739062004,-90937.64842029133,250864
318,987.5526357578381,471.4074670600796,1351.9678441555698,-148081.1456781252,250897
319,993.969547204807,521.2580934623462,1396.8629138179595,-128902.2453599479,250931
320,839.9353995789605,1049.0284413596157,1368.4505836894514,-70585.95158092311,250964
321,1045.2133809020102,857.2246757502847,1258.006043323096,-63727.37719729529,250997
322,1216.533684938825,861.4860883734598,1031.8125361484358,-75213.35745705686,251031
323,1043.9665649758124,1377.987476537041,915.389904707187,-48205.02008656207,251064
324,1006.7672731257186,659.592742615181,1338.6141544140714,-110749.78879374632,251097
325,1015.6268312165695,564.442859698293,1346.6217067168782,-51534.688675830126,251131
326,1005.24247514151,520.8912713124136,1311.7552838150273,-66458.8518330754,251164
327,1017.1415069838396,654.3166561776804,1269.8456089856177,-78373.31667775498,251197
328,1002.6882280949256,1433.2138709906487,854.4791178089029,-46378.70476315034,251231
329,916.7813367764937,1075.7771871995824,1432.8824096903415,-111821.24039259957,251264
330,1312.4275108724296,997.5039836601699,598.4396377246413,-77945.73001115264,251297
331,896.6177988422269,1054.4819529732138,1331.6956235562952,-62858.87759003591,251331
332,854.4008657785976,1635.771989000912,1053.3269941306442,-137074.37144052464,251364
333,1892.2912038055877,800.7722341790546,1053.238520918689,-163092.4156346121,251397
334,765.767913321849,1024.5874736395544,1473.5503249022058,-164664.44383300166,251431
335,1029.1213568112858,1444.6972184487272,776.712561627167,-98157.85248603282,251464
336,1092.0363512351576,1891.416664830888,876.9665308745675,-93632.63234418436,251497
337,942.81856291653,1755.372096254417,1090.897551334787,-151126.9740087267,251531
338,1096.7169467190952,1829.247386221995,942.798146932834,-79391.21383072913,251564
339,980.4867108420876,1680.4882732873746,1142.2455135302855,-94912.97581367915,251597
340,1062.2264092881076,1941.435888550453,679.1974294625204,-273689.8233054384,251631
341,1077.0144961993817,2621.973493382418,488.6736525029064,-416567.3586470685,251664
342,1047.3723594356916,2873.7560787234534,496.84087743391603,-275767.81926399964,251697
343,1054.440106379885,2853.8330364616636,466.34075213439087,-161037.96367499648,251731
344,517.1478863882262,1031.0894448093554,2744.4013919250224,-206011.65645906903,251764
345,1020.7794153223534,2484.111511184633,518.0511257715245,-135349.9967484884,251797
346,1009.397782546799,641.8728231766713,2060.549441289871,-185428.8186249148,251831
347,949.0023330903861,396.48551723464743,1224.0574343436097,-181854.46143310453,251864
348,765.3568044202282,1034.0949147942758,363.3641977571899,-110798.86577439251,251897
349,1013.0460082384894,678.7032633650973,1178.869083817648,-108706.35272209684,251931
350,998.9908114986303,603.7672921120734,1177.0375587051863,-85891.06051629715,251964
351,1124.5914349114032,686.2965990037288,1450.9257028165039,-186002.81754823547,251997
352,1153.0149204348008,2107.0737464579447,569.9575553633936,-365941.1013035957,252031
353,683.8569757236,2708.1602611367002,1142.587878729781,-485490.8797187602,252064
354,1066.848803755679,2716.9919028219424,535.2376053090954,-101272.8263152546,252097
